FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,41","0,01",,,,,,,"0,81","10,83","13,62","10,10",,,,,,
seq0,checks,1 / 100,,,"0,03","0,33","0,04",,,,,,,"0,81","2,20","2,29","0,00",,,,,,
seq0,checks,2 / 100,,,"0,03","0,33","0,04",,,,,,,"0,81","2,20","2,29","0,00",,,,,,
seq0,checks,FINAL,,,"0,03","0,33","0,04",,,,,,,"0,81","2,20","2,29","0,00","79,69","270,83","2,50","2,13","253,00","460,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,41","0,01",,,,,,,"0,81","10,78","13,60","10,08",,,,,,
seq0,no_checks,1 / 100,,,"0,01","0,34","0,03",,,,,,,"0,81","2,11","2,19","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,01","0,34","0,03",,,,,,,"0,81","2,11","2,19","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,34","0,03",,,,,,,"0,81","2,11","2,19","0,00","80,46","260,10","2,50","2,13","252,00","458,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,59","0,06",,,,,,,"1,30","21,21","25,90","16,97",,,,,,
seq1,no_checks,1 / 100,,,"0,01","0,24","0,04",,,,,,,"1,30","13,19","13,69","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,01","0,24","0,04",,,,,,,"1,30","13,19","13,69","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,01","0,24","0,04",,,,,,,"1,30","13,19","13,69","0,00","37,82","1016,46","2,50","1,87","188,00","312,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,01","0,30","0,05",,,,,,,"1,97","26,83","31,35","17,34",,,,,,
seq2,no_checks,1 / 100,,,"0,02","0,15","0,21",,,,,,,"1,97","23,82","24,39","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,02","0,15","0,21",,,,,,,"1,97","23,82","24,39","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,02","0,15","0,21",,,,,,,"1,97","23,82","24,39","0,00","11,22","1210,77","2,50","1,21","143,00","154,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,40","0,01",,,,,,,"1,91","26,69","31,94","18,99",,,,,,
seq3,no_checks,1 / 100,,,"0,01","0,16","0,08",,,,,,,"1,91","25,98","26,54","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,01","0,16","0,08",,,,,,,"1,91","25,98","26,54","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,01","0,16","0,08",,,,,,,"1,91","25,98","26,54","0,00","2,65","1357,70","2,50","1,20","148,00","160,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,34","0,07","283,86",,,,,,,"6,47","35,93","36,24","2,00",,,,,,
seq4,no_checks,1 / 100,,,"0,67","0,07","599,67",,,,,,,"6,47","36,05","36,38","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,67","0,07","599,67",,,,,,,"6,47","36,05","36,38","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,67","0,07","599,67",,,,,,,"6,47","36,05","36,38","0,00","-0,33","556,99","2,50","6,14","141,00","282,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,02","0,53","23,85",,,,,,,"4,78","33,47","36,21","9,54",,,,,,
seq5,no_checks,1 / 100,,,"0,58","0,11","115,15",,,,,,,"4,78","39,20","40,03","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,58","0,11","115,15",,,,,,,"4,78","39,20","40,03","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,58","0,11","115,15",,,,,,,"4,78","39,20","40,03","0,00","-17,13","820,41","2,50","3,43","111,00","222,00"
