FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,39","0,01",,,,,,,"0,81","10,81","13,60","10,12",,,,,,
seq0,checks,1 / 100,,,"0,03","0,29","0,04",,,,,,,"0,81","2,10","2,18","0,00",,,,,,
seq0,checks,2 / 100,,,"0,03","0,29","0,04",,,,,,,"0,81","2,10","2,18","0,00",,,,,,
seq0,checks,FINAL,,,"0,03","0,29","0,04",,,,,,,"0,81","2,10","2,18","0,00","80,58","259,55","2,50","2,13","255,00","462,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,37","0,01",,,,,,,"0,82","10,78","13,62","10,14",,,,,,
seq0,no_checks,1 / 100,,,"0,01","0,30","0,03",,,,,,,"0,82","2,01","2,10","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,01","0,30","0,03",,,,,,,"0,82","2,01","2,10","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,30","0,03",,,,,,,"0,82","2,01","2,10","0,00","81,32","247,05","2,50","2,13","249,00","452,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,57","0,06",,,,,,,"1,30","21,23","25,89","16,91",,,,,,
seq1,no_checks,1 / 100,,,"0,02","0,25","0,06",,,,,,,"1,30","13,26","13,77","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,02","0,25","0,06",,,,,,,"1,30","13,26","13,77","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,25","0,06",,,,,,,"1,30","13,26","13,77","0,00","37,52","1024,04","2,50","1,87","189,00","314,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,01","0,31","0,01",,,,,,,"1,96","27,07","31,58","17,99",,,,,,
seq2,no_checks,1 / 100,,,"0,00","0,15","0,05",,,,,,,"1,96","23,32","23,89","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,00","0,15","0,05",,,,,,,"1,96","23,32","23,89","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,00","0,15","0,05",,,,,,,"1,96","23,32","23,89","0,00","13,84","1192,67","2,50","1,21","144,00","156,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,03","0,45","0,25",,,,,,,"1,93","27,16","32,37","18,90",,,,,,
seq3,no_checks,1 / 100,,,"0,01","0,19","0,20",,,,,,,"1,93","26,60","27,16","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,01","0,19","0,20",,,,,,,"1,93","26,60","27,16","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,01","0,19","0,20",,,,,,,"1,93","26,60","27,16","0,00","2,05","1380,83","2,50","1,20","152,00","164,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,15","0,09","267,40",,,,,,,"6,47","35,95","36,26","1,99",,,,,,
seq4,no_checks,1 / 100,,,"0,53","0,09","644,32",,,,,,,"6,47","36,06","36,40","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,53","0,09","644,32",,,,,,,"6,47","36,06","36,40","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,53","0,09","644,32",,,,,,,"6,47","36,06","36,40","0,00","-0,33","557,62","2,50","6,14","139,00","278,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,11","0,52","19,18",,,,,,,"4,78","33,47","36,21","9,54",,,,,,
seq5,no_checks,1 / 100,,,"0,69","0,10","113,81",,,,,,,"4,78","39,20","40,03","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,69","0,10","113,81",,,,,,,"4,78","39,20","40,03","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,69","0,10","113,81",,,,,,,"4,78","39,20","40,03","0,00","-17,13","820,41","2,50","3,43","111,00","222,00"
