FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,33","0,00",,,,,,,"0,81","10,77","13,61","10,08",,,,,,
seq0,checks,1 / 100,,,"0,00","0,32","0,00",,,,,,,"0,81","10,72","13,53","10,04",,,,,,
seq0,checks,2 / 100,,,"0,00","0,32","0,00",,,,,,,"0,81","10,72","13,52","10,03",,,,,,
seq0,checks,3 / 100,,,"0,00","0,32","0,01",,,,,,,"0,81","10,73","13,52","10,04",,,,,,
seq0,checks,4 / 100,,,"0,00","0,32","0,01",,,,,,,"0,81","10,73","13,51","10,04",,,,,,
seq0,checks,5 / 100,,,"0,00","0,32","0,00",,,,,,,"0,81","10,72","13,49","10,03",,,,,,
seq0,checks,6 / 100,,,"0,00","0,32","0,01",,,,,,,"0,81","10,71","13,45","10,02",,,,,,
seq0,checks,7 / 100,,,"0,00","0,32","0,01",,,,,,,"0,81","10,70","13,43","10,01",,,,,,
seq0,checks,8 / 100,,,"0,00","0,32","0,01",,,,,,,"0,81","10,69","13,42","10,00",,,,,,
seq0,checks,FINAL,,,"0,00","0,32","0,01",,,,,,,"0,81","10,69","13,42","10,00","0,72","1319,03","2,50","2,13","250,00","452,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,44","0,01",,,,,,,"0,81","10,79","13,61","10,15",,,,,,
seq0,no_checks,1 / 100,,,"0,00","0,44","0,01",,,,,,,"0,81","10,77","13,58","10,13",,,,,,
seq0,no_checks,2 / 100,,,"0,00","0,43","0,01",,,,,,,"0,81","10,70","13,43","10,06",,,,,,
seq0,no_checks,3 / 100,,,"0,04","0,41","0,10",,,,,,,"0,81","10,22","12,54","9,58",,,,,,
seq0,no_checks,4 / 100,,,"0,06","0,36","0,31",,,,,,,"0,81","6,24","6,98","5,65",,,,,,
seq0,no_checks,5 / 100,,,"0,02","0,35","0,05",,,,,,,"0,81","2,24","2,54","0,99",,,,,,
seq0,no_checks,6 / 100,,,"0,02","0,35","0,05",,,,,,,"0,81","2,24","2,54","0,99",,,,,,
seq0,no_checks,FINAL,,,"0,02","0,35","0,05",,,,,,,"0,81","2,24","2,54","0,99","79,26","275,69","2,50","2,13","252,00","458,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,65","0,08",,,,,,,"1,30","21,73","26,42","17,09",,,,,,
seq1,no_checks,1 / 100,,,"0,02","0,27","0,17",,,,,,,"1,30","13,82","15,30","3,85",,,,,,
seq1,no_checks,2 / 100,,,"0,02","0,27","0,19",,,,,,,"1,30","13,82","15,30","3,85",,,,,,
seq1,no_checks,3 / 100,,,"0,02","0,27","0,19",,,,,,,"1,30","13,82","15,30","3,85",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,27","0,19",,,,,,,"1,30","13,82","15,30","3,85","36,39","1062,16","2,50","1,82","189,00","316,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,,,,,,,,,,"1,97","26,83","31,35","17,34",,,,,,
seq2,no_checks,1 / 100,,,,,,,,,,,,"1,97","23,82","24,39","0,00",,,,,,
seq2,no_checks,2 / 100,,,,,,,,,,,,"1,97","23,82","24,39","0,00",,,,,,
seq2,no_checks,FINAL,,,,,,,,,,,,"1,97","23,82","24,39","0,00","11,22","1210,76","2,50","1,21","143,00","154,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","0,40","0,18",,,,,,,"1,93","27,16","32,37","18,90",,,,,,
seq3,no_checks,1 / 100,,,"0,03","0,15","0,08",,,,,,,"1,93","26,11","27,13","2,59",,,,,,
seq3,no_checks,2 / 100,,,"0,03","0,15","0,09",,,,,,,"1,93","26,12","27,13","2,56",,,,,,
seq3,no_checks,3 / 100,,,"0,03","0,15","0,09",,,,,,,"1,93","26,13","27,13","2,55",,,,,,
seq3,no_checks,FINAL,,,"0,03","0,15","0,09",,,,,,,"1,93","26,13","27,13","2,55","3,79","1356,23","2,50","1,20","152,00","164,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,34","0,08","232,89",,,,,,,"6,47","35,93","36,24","2,00",,,,,,
seq4,no_checks,1 / 100,,,"1,35","0,07","550,64",,,,,,,"6,47","36,05","36,38","0,00",,,,,,
seq4,no_checks,2 / 100,,,"1,35","0,07","550,64",,,,,,,"6,47","36,05","36,38","0,00",,,,,,
seq4,no_checks,FINAL,,,"1,35","0,07","550,64",,,,,,,"6,47","36,05","36,38","0,00","-0,33","556,99","2,50","6,14","141,00","282,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,07","0,55","14,24",,,,,,,"4,74","33,10","35,81","9,42",,,,,,
seq5,no_checks,1 / 100,,,"0,33","0,15","78,79",,,,,,,"4,74","38,79","39,61","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,34","0,15","16,53",,,,,,,"4,74","38,79","39,61","0,07",,,,,,
seq5,no_checks,3 / 100,,,"0,34","0,15","16,40",,,,,,,"4,74","38,79","39,61","0,07",,,,,,
seq5,no_checks,FINAL,,,"0,34","0,15","16,40",,,,,,,"4,74","38,79","39,61","0,07","-17,18","818,28","2,50","3,43","112,00","224,00"
