FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,39","0,01",,,,,,,"0,82","10,79","13,60","10,06",,,,,,
seq0,checks,1 / 100,,,"0,04","0,32","0,49",,,,,,,"0,82","6,88","7,76","6,20",,,,,,
seq0,checks,2 / 100,,,"0,04","0,32","0,45",,,,,,,"0,82","6,71","7,54","6,02",,,,,,
seq0,checks,3 / 100,,,"0,05","0,32","0,44",,,,,,,"0,82","6,41","7,19","5,73",,,,,,
seq0,checks,4 / 100,,,"0,05","0,32","0,43",,,,,,,"0,82","6,37","7,14","5,68",,,,,,
seq0,checks,5 / 100,,,"0,05","0,32","0,43",,,,,,,"0,82","6,32","7,08","5,63",,,,,,
seq0,checks,6 / 100,,,"0,05","0,32","0,43",,,,,,,"0,82","6,29","7,05","5,61",,,,,,
seq0,checks,7 / 100,,,"0,04","0,31","0,38",,,,,,,"0,82","5,69","6,35","4,98",,,,,,
seq0,checks,8 / 100,,,"0,04","0,31","0,38",,,,,,,"0,82","5,69","6,35","4,98",,,,,,
seq0,checks,FINAL,,,"0,04","0,31","0,38",,,,,,,"0,82","5,69","6,35","4,98","47,30","697,18","2,50","2,13","251,00","456,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,36","0,01",,,,,,,"0,81","10,75","13,57","10,04",,,,,,
seq0,no_checks,1 / 100,,,"0,01","0,36","0,01",,,,,,,"0,81","10,63","13,35","9,93",,,,,,
seq0,no_checks,2 / 100,,,"0,01","0,36","0,02",,,,,,,"0,81","10,62","13,33","9,92",,,,,,
seq0,no_checks,3 / 100,,,"0,01","0,36","0,02",,,,,,,"0,81","10,62","13,32","9,92",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,36","0,02",,,,,,,"0,81","10,62","13,32","9,92","1,24","1317,31","2,50","2,13","251,00","454,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,59","0,09",,,,,,,"1,30","21,52","26,17","17,21",,,,,,
seq1,no_checks,1 / 100,,,"0,02","0,26","0,13",,,,,,,"1,30","13,41","14,40","2,61",,,,,,
seq1,no_checks,2 / 100,,,"0,02","0,26","0,12",,,,,,,"1,30","13,44","14,36","2,40",,,,,,
seq1,no_checks,3 / 100,,,"0,02","0,26","0,12",,,,,,,"1,30","13,44","14,36","2,40",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,26","0,12",,,,,,,"1,30","13,44","14,36","2,40","37,56","1031,42","2,50","1,83","190,00","316,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,01","0,37","0,02",,,,,,,"1,06","18,29","23,74","14,14",,,,,,
seq2,no_checks,1 / 100,,,"0,03","0,24","0,03",,,,,,,"1,06","12,84","13,26","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,03","0,24","0,02",,,,,,,"1,06","12,84","13,26","0,01",,,,,,
seq2,no_checks,FINAL,,,"0,03","0,24","0,02",,,,,,,"1,06","12,84","13,26","0,01","29,81","1215,03","2,50","1,53","244,00","276,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","0,17","0,07",,,,,,,"1,23","13,37","17,10","5,06",,,,,,
seq3,no_checks,1 / 100,,,"0,02","0,17","0,49",,,,,,,"1,23","13,19","16,60","4,82",,,,,,
seq3,no_checks,2 / 100,,,"0,04","0,17","0,90",,,,,,,"1,23","13,12","16,39","4,73",,,,,,
seq3,no_checks,3 / 100,,,"0,05","0,17","0,99",,,,,,,"1,23","12,96","15,94","4,50",,,,,,
seq3,no_checks,4 / 100,,,"0,04","0,17","1,08",,,,,,,"1,23","12,94","15,90","4,48",,,,,,
seq3,no_checks,5 / 100,,,"0,04","0,17","1,12",,,,,,,"1,23","12,93","15,87","4,47",,,,,,
seq3,no_checks,FINAL,,,"0,04","0,17","1,12",,,,,,,"1,23","12,93","15,87","4,47","3,23","1051,64","2,50","1,43","149,00","278,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,36","0,08","376,39",,,,,,,"6,48","35,94","36,25","2,00",,,,,,
seq4,no_checks,1 / 100,,,"1,78","0,08","765,00",,,,,,,"6,48","36,06","36,40","0,00",,,,,,
seq4,no_checks,2 / 100,,,"1,85","0,08","56,78",,,,,,,"6,48","36,06","36,39","0,08",,,,,,
seq4,no_checks,3 / 100,,,"1,86","0,08","57,12",,,,,,,"6,48","36,06","36,39","0,08",,,,,,
seq4,no_checks,FINAL,,,"1,86","0,08","57,12",,,,,,,"6,48","36,06","36,39","0,08","-0,33","556,82","2,50","6,14","141,00","282,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,35","0,45","30,38",,,,,,,"4,74","33,04","35,71","9,34",,,,,,
seq5,no_checks,1 / 100,,,"0,36","0,39","1,51",,,,,,,"4,74","33,27","35,78","8,43",,,,,,
seq5,no_checks,2 / 100,,,"0,34","0,37","1,53",,,,,,,"4,74","33,35","35,81","8,14",,,,,,
seq5,no_checks,3 / 100,,,"0,34","0,36","1,56",,,,,,,"4,74","33,39","35,82","8,02",,,,,,
seq5,no_checks,4 / 100,,,"0,34","0,36","1,56",,,,,,,"4,74","33,39","35,82","8,01",,,,,,
seq5,no_checks,FINAL,,,"0,34","0,36","1,56",,,,,,,"4,74","33,39","35,82","8,01","-1,03","703,67","2,50","3,44","114,00","228,00"
