FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,41","0,01",,,,,,,"0,81","10,79","13,59","10,09",,,,,,
seq0,checks,1 / 100,,,"0,03","0,36","0,12",,,,,,,"0,81","6,70","7,53","6,05",,,,,,
seq0,checks,2 / 100,,,"0,03","0,36","0,09",,,,,,,"0,81","5,34","5,96","4,69",,,,,,
seq0,checks,3 / 100,,,"0,03","0,35","0,09",,,,,,,"0,81","5,29","5,90","4,64",,,,,,
seq0,checks,4 / 100,,,"0,03","0,35","0,09",,,,,,,"0,81","5,28","5,90","4,63",,,,,,
seq0,checks,FINAL,,,"0,03","0,35","0,09",,,,,,,"0,81","5,28","5,90","4,63","51,07","653,15","2,50","2,13","252,00","458,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,01","0,41","0,02",,,,,,,"0,81","10,83","13,62","10,10",,,,,,
seq0,no_checks,1 / 100,,,"0,07","0,33","0,51",,,,,,,"0,81","6,66","7,47","5,98",,,,,,
seq0,no_checks,2 / 100,,,"0,06","0,33","0,46",,,,,,,"0,81","6,19","6,92","5,52",,,,,,
seq0,no_checks,3 / 100,,,"0,06","0,33","0,46",,,,,,,"0,81","6,19","6,92","5,52",,,,,,
seq0,no_checks,FINAL,,,"0,06","0,33","0,46",,,,,,,"0,81","6,19","6,92","5,52","42,82","762,55","2,50","2,13","254,00","460,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,62","0,05",,,,,,,"1,30","21,62","26,35","17,19",,,,,,
seq1,no_checks,1 / 100,,,"0,02","0,29","0,14",,,,,,,"1,30","13,60","14,62","2,61",,,,,,
seq1,no_checks,2 / 100,,,"0,02","0,29","0,12",,,,,,,"1,30","13,68","14,50","1,94",,,,,,
seq1,no_checks,3 / 100,,,"0,02","0,29","0,13",,,,,,,"1,30","13,68","14,50","1,93",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,29","0,13",,,,,,,"1,30","13,68","14,50","1,93","36,73","1050,91","2,50","1,82","189,00","312,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,01","0,31","0,16",,,,,,,"1,95","27,10","31,55","17,69",,,,,,
seq2,no_checks,1 / 100,,,"0,01","0,16","0,02",,,,,,,"1,95","23,31","24,15","1,38",,,,,,
seq2,no_checks,2 / 100,,,"0,01","0,16","0,02",,,,,,,"1,95","23,34","24,17","1,31",,,,,,
seq2,no_checks,3 / 100,,,"0,01","0,16","0,02",,,,,,,"1,95","23,35","24,17","1,30",,,,,,
seq2,no_checks,FINAL,,,"0,01","0,16","0,02",,,,,,,"1,95","23,35","24,17","1,30","13,85","1198,41","2,50","1,21","144,00","158,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,02","0,38","0,22",,,,,,,"1,93","26,86","32,06","18,88",,,,,,
seq3,no_checks,1 / 100,,,"0,00","0,17","0,10",,,,,,,"1,93","26,17","26,73","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,00","0,17","0,10",,,,,,,"1,93","26,17","26,73","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,00","0,17","0,10",,,,,,,"1,93","26,17","26,73","0,00","2,56","1357,36","2,50","1,20","149,00","162,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,32","0,13","223,49",,,,,,,"6,47","35,90","36,22","2,00",,,,,,
seq4,no_checks,1 / 100,,,"0,55","0,12","500,66",,,,,,,"6,47","36,02","36,36","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,55","0,12","500,66",,,,,,,"6,47","36,02","36,36","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,55","0,12","500,66",,,,,,,"6,47","36,02","36,36","0,00","-0,33","557,11","2,50","6,14","141,00","282,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,02","0,49","13,63",,,,,,,"4,78","33,32","36,06","9,60",,,,,,
seq5,no_checks,1 / 100,,,"1,00","0,08","48,62",,,,,,,"4,78","39,10","39,92","0,00",,,,,,
seq5,no_checks,2 / 100,,,"1,00","0,08","48,62",,,,,,,"4,78","39,10","39,92","0,00",,,,,,
seq5,no_checks,FINAL,,,"1,00","0,08","48,62",,,,,,,"4,78","39,10","39,92","0,00","-17,34","817,96","2,50","3,43","112,00","224,00"
