FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,01","0,34","0,01",,,,,,,"0,81","10,82","13,62","10,10",,,,,,
seq0,checks,1 / 100,,,"0,02","0,25","0,04",,,,,,,"0,81","2,49","2,99","1,59",,,,,,
seq0,checks,2 / 100,,,"0,02","0,25","0,04",,,,,,,"0,81","2,49","2,99","1,59",,,,,,
seq0,checks,FINAL,,,"0,02","0,25","0,04",,,,,,,"0,81","2,49","2,99","1,59","76,96","306,26","2,50","2,13","254,00","460,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,44","0,01",,,,,,,"0,81","10,85","13,66","10,22",,,,,,
seq0,no_checks,1 / 100,,,"0,06","0,38","0,25",,,,,,,"0,81","7,36","8,34","6,78",,,,,,
seq0,no_checks,2 / 100,,,"0,02","0,36","0,19",,,,,,,"0,81","4,40","4,94","3,83",,,,,,
seq0,no_checks,3 / 100,,,"0,02","0,36","0,20",,,,,,,"0,81","4,40","4,94","3,83",,,,,,
seq0,no_checks,4 / 100,,,"0,02","0,36","0,20",,,,,,,"0,81","4,40","4,94","3,83",,,,,,
seq0,no_checks,FINAL,,,"0,02","0,36","0,20",,,,,,,"0,81","4,40","4,94","3,83","59,44","540,68","2,50","2,13","251,00","454,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,59","0,07",,,,,,,"1,27","21,30","25,96","17,24",,,,,,
seq1,no_checks,1 / 100,,,"0,05","0,25","0,27",,,,,,,"1,27","12,89","14,68","4,61",,,,,,
seq1,no_checks,2 / 100,,,"0,05","0,25","0,25",,,,,,,"1,27","12,94","14,61","4,38",,,,,,
seq1,no_checks,3 / 100,,,"0,05","0,25","0,25",,,,,,,"1,27","12,95","14,62","4,38",,,,,,
seq1,no_checks,FINAL,,,"0,05","0,25","0,25",,,,,,,"1,27","12,95","14,62","4,38","39,23","1016,45","2,50","1,83","188,00","312,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,07","0,36","0,28",,,,,,,"1,05","18,25","23,68","14,18",,,,,,
seq2,no_checks,1 / 100,,,"0,03","0,25","0,11",,,,,,,"1,05","12,48","13,22","1,41",,,,,,
seq2,no_checks,2 / 100,,,"0,03","0,25","0,10",,,,,,,"1,05","12,48","13,22","1,41",,,,,,
seq2,no_checks,FINAL,,,"0,03","0,25","0,10",,,,,,,"1,05","12,48","13,22","1,41","31,59","1186,24","2,50","1,53","245,00","278,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","0,13","0,09",,,,,,,"1,21","13,43","17,19","5,11",,,,,,
seq3,no_checks,1 / 100,,,"0,01","0,16","0,04",,,,,,,"1,21","13,34","13,79","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,01","0,16","0,02",,,,,,,"1,21","13,34","13,79","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,01","0,16","0,02",,,,,,,"1,21","13,34","13,79","0,00","0,62","1100,38","2,50","1,43","147,00","274,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,26","0,11","292,05",,,,,,,"6,47","35,93","36,24","2,00",,,,,,
seq4,no_checks,1 / 100,,,"0,45","0,11","36,59",,,,,,,"6,47","35,88","36,19","1,61",,,,,,
seq4,no_checks,2 / 100,,,"0,70","0,11","42,26",,,,,,,"6,47","35,88","36,19","1,14",,,,,,
seq4,no_checks,3 / 100,,,"0,36","0,11","47,76",,,,,,,"6,47","35,96","36,27","0,95",,,,,,
seq4,no_checks,4 / 100,,,"0,35","0,11","51,90",,,,,,,"6,47","35,97","36,28","0,94",,,,,,
seq4,no_checks,FINAL,,,"0,35","0,11","51,90",,,,,,,"6,47","35,97","36,28","0,94","-0,12","555,81","2,50","6,14","141,00","282,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,02","0,48","4,49",,,,,,,"4,79","33,46","36,18","9,59",,,,,,
seq5,no_checks,1 / 100,,,"0,03","0,11","27,73",,,,,,,"4,79","39,22","40,04","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,03","0,11","27,74",,,,,,,"4,79","39,22","40,04","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,03","0,11","27,74",,,,,,,"4,79","39,22","40,04","0,00","-17,23","819,18","2,50","3,43","111,00","222,00"
