TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"12,50","850,76","867,86",,,,,,
seq0,checks,1 / 12,,,"0,54",,,,,,,"12,50","848,53","865,63",,,,,,
seq0,checks,2 / 12,,,"1,18",,,,,,,"12,50","848,06","865,08",,,,,,
seq0,checks,3 / 12,,,"2,61",,,,,,,"12,50","846,62","863,36",,,,,,
seq0,checks,4 / 12,,,"8,12",,,,,,,"12,50","846,86","863,34",,,,,,
seq0,checks,5 / 12,,,"4,67",,,,,,,"12,50","848,57","863,90",,,,,,
seq0,checks,6 / 12,,,"22,02",,,,,,,"12,50","858,94","870,88",,,,,,
seq0,checks,7 / 12,,,"24,15",,,,,,,"12,50","861,29","872,82",,,,,,
seq0,checks,8 / 12,,,"27,72",,,,,,,"12,50","863,28","874,50",,,,,,
seq0,checks,9 / 12,,,"32,20",,,,,,,"12,50","866,30","877,07",,,,,,
seq0,checks,10 / 12,,,"28,62",,,,,,,"12,50","863,44","874,48",,,,,,
seq0,checks,11 / 12,,,"25,75",,,,,,,"12,50","863,44","874,64",,,,,,
seq0,checks,FINAL,,,"27,90",,,,,,,"12,50","863,27","874,44","-1,47","6906,06","12,50","1,30","572,00","1134,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00",,,,,,,"12,50","854,65","871,87",,,,,,
seq0,no_checks,1 / 12,,,"0,52",,,,,,,"12,50","852,36","869,58",,,,,,
seq0,no_checks,2 / 12,,,"1,06",,,,,,,"12,50","852,25","869,45",,,,,,
seq0,no_checks,3 / 12,,,"6,26",,,,,,,"12,50","849,57","866,69",,,,,,
seq0,no_checks,4 / 12,,,"6,70",,,,,,,"12,50","852,67","868,80",,,,,,
seq0,no_checks,5 / 12,,,"14,04",,,,,,,"12,50","860,91","874,07",,,,,,
seq0,no_checks,6 / 12,,,"13,28",,,,,,,"12,50","860,01","872,92",,,,,,
seq0,no_checks,7 / 12,,,"16,59",,,,,,,"12,50","858,81","871,54",,,,,,
seq0,no_checks,8 / 12,,,"16,23",,,,,,,"12,50","858,63","871,31",,,,,,
seq0,no_checks,9 / 12,,,"15,57",,,,,,,"12,50","857,99","870,71",,,,,,
seq0,no_checks,10 / 12,,,"15,46",,,,,,,"12,50","857,86","870,58",,,,,,
seq0,no_checks,11 / 12,,,"17,17",,,,,,,"12,50","857,37","870,30",,,,,,
seq0,no_checks,FINAL,,,"15,07",,,,,,,"12,50","858,02","870,91","-0,39","6864,04","12,50","1,30","577,00","1148,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00",,,,,,,"12,50","852,77","866,50",,,,,,
seq1,no_checks,1 / 12,,,"0,03",,,,,,,"12,50","852,36","866,08",,,,,,
seq1,no_checks,2 / 12,,,"0,18",,,,,,,"12,50","851,88","865,61",,,,,,
seq1,no_checks,3 / 12,,,"0,84",,,,,,,"12,50","850,06","863,74",,,,,,
seq1,no_checks,4 / 12,,,"2,70",,,,,,,"12,50","849,12","862,63",,,,,,
seq1,no_checks,5 / 12,,,"2,76",,,,,,,"12,50","847,47","860,57",,,,,,
seq1,no_checks,6 / 12,,,"3,37",,,,,,,"12,50","846,88","859,93",,,,,,
seq1,no_checks,7 / 12,,,"5,94",,,,,,,"12,50","845,75","858,97",,,,,,
seq1,no_checks,8 / 12,,,"7,22",,,,,,,"12,50","845,49","858,45",,,,,,
seq1,no_checks,9 / 12,,,"6,97",,,,,,,"12,50","844,96","857,68",,,,,,
seq1,no_checks,10 / 12,,,"6,89",,,,,,,"12,50","845,10","857,79",,,,,,
seq1,no_checks,11 / 12,,,"11,71",,,,,,,"12,50","845,79","858,57",,,,,,
seq1,no_checks,FINAL,,,"18,97",,,,,,,"12,50","846,68","859,32","0,71","6773,42","12,50","1,30","552,00","1094,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00",,,,,,,"12,50","890,53","907,95",,,,,,
seq2,no_checks,1 / 12,,,"0,54",,,,,,,"12,50","880,59","897,46",,,,,,
seq2,no_checks,2 / 12,,,"2,74",,,,,,,"12,50","872,38","889,19",,,,,,
seq2,no_checks,3 / 12,,,"2,69",,,,,,,"12,50","872,30","889,11",,,,,,
seq2,no_checks,4 / 12,,,"2,52",,,,,,,"12,50","872,13","888,93",,,,,,
seq2,no_checks,5 / 12,,,"2,84",,,,,,,"12,50","864,34","881,08",,,,,,
seq2,no_checks,6 / 12,,,"7,88",,,,,,,"12,50","831,48","846,23",,,,,,
seq2,no_checks,7 / 12,,,"5,96",,,,,,,"12,50","828,05","843,69",,,,,,
seq2,no_checks,8 / 12,,,"6,65",,,,,,,"12,50","828,34","843,96",,,,,,
seq2,no_checks,9 / 12,,,"5,10",,,,,,,"12,50","827,22","843,14",,,,,,
seq2,no_checks,10 / 12,,,"5,06",,,,,,,"12,50","827,18","843,10",,,,,,
seq2,no_checks,11 / 12,,,"5,13",,,,,,,"12,50","827,17","843,09",,,,,,
seq2,no_checks,FINAL,,,"5,21",,,,,,,"12,50","827,17","843,08","7,12","6617,28","12,50","1,48","310,00","616,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00",,,,,,,"12,50","909,14","926,42",,,,,,
seq3,no_checks,1 / 12,,,"0,45",,,,,,,"12,50","900,17","916,87",,,,,,
seq3,no_checks,2 / 12,,,"0,47",,,,,,,"12,50","900,16","916,85",,,,,,
seq3,no_checks,3 / 12,,,"3,06",,,,,,,"12,50","881,21","897,47",,,,,,
seq3,no_checks,4 / 12,,,"4,34",,,,,,,"12,50","872,16","888,08",,,,,,
seq3,no_checks,5 / 12,,,"4,64",,,,,,,"12,50","860,59","876,20",,,,,,
seq3,no_checks,6 / 12,,,"3,59",,,,,,,"12,50","856,21","871,73",,,,,,
seq3,no_checks,7 / 12,,,"3,67",,,,,,,"12,50","854,07","869,64",,,,,,
seq3,no_checks,8 / 12,,,"3,22",,,,,,,"12,50","853,54","869,11",,,,,,
seq3,no_checks,9 / 12,,,"3,16",,,,,,,"12,50","853,46","869,01",,,,,,
seq3,no_checks,10 / 12,,,"3,27",,,,,,,"12,50","853,42","868,95",,,,,,
seq3,no_checks,11 / 12,,,"2,97",,,,,,,"12,50","853,08","868,72",,,,,,
seq3,no_checks,FINAL,,,"2,96",,,,,,,"12,50","849,71","865,02","6,54","6797,61","12,50","1,47","299,00","584,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00",,,,,,,"12,50","1008,92","1049,82",,,,,,
seq4,no_checks,1 / 12,,,"0,02",,,,,,,"12,50","1006,97","1047,21",,,,,,
seq4,no_checks,2 / 12,,,"0,02",,,,,,,"12,50","1006,94","1047,18",,,,,,
seq4,no_checks,3 / 12,,,"0,02",,,,,,,"12,50","1006,89","1047,11",,,,,,
seq4,no_checks,4 / 12,,,"0,02",,,,,,,"12,50","1006,75","1046,92",,,,,,
seq4,no_checks,5 / 12,,,"0,03",,,,,,,"12,50","1006,73","1046,90",,,,,,
seq4,no_checks,6 / 12,,,"0,03",,,,,,,"12,50","1006,72","1046,88",,,,,,
seq4,no_checks,7 / 12,,,"0,03",,,,,,,"12,50","1006,67","1046,82",,,,,,
seq4,no_checks,8 / 12,,,"0,08",,,,,,,"12,50","1004,82","1044,46",,,,,,
seq4,no_checks,9 / 12,,,"0,09",,,,,,,"12,50","1004,82","1044,46",,,,,,
seq4,no_checks,10 / 12,,,"0,09",,,,,,,"12,50","1004,82","1044,46",,,,,,
seq4,no_checks,11 / 12,,,"0,10",,,,,,,"12,50","1004,82","1044,46",,,,,,
seq4,no_checks,FINAL,,,"0,10",,,,,,,"12,50","1004,82","1044,46","0,41","8038,50","12,50","1,05","166,00","322,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00",,,,,,,"56,43","961,34","961,54",,,,,,
seq5,no_checks,1 / 12,,,"6,95",,,,,,,"56,43","888,54","896,18",,,,,,
seq5,no_checks,2 / 12,,,"6,95",,,,,,,"56,43","888,54","896,18",,,,,,
seq5,no_checks,FINAL,,,"6,95",,,,,,,"56,43","888,54","896,18","7,57","1574,61","12,50","5,39","137,00","274,00"
