FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,42","0,01",,,,,,,"0,82","10,78","13,61","10,12",,,,,,
seq0,checks,1 / 100,,,"0,03","0,35","0,18",,,,,,,"0,82","7,35","8,35","6,73",,,,,,
seq0,checks,2 / 100,,,"0,03","0,34","0,22",,,,,,,"0,82","6,04","6,74","5,43",,,,,,
seq0,checks,3 / 100,,,"0,03","0,34","0,23",,,,,,,"0,82","5,57","6,21","4,97",,,,,,
seq0,checks,4 / 100,,,"0,03","0,34","0,23",,,,,,,"0,82","5,57","6,21","4,97",,,,,,
seq0,checks,FINAL,,,"0,03","0,34","0,23",,,,,,,"0,82","5,57","6,21","4,97","48,29","679,19","2,50","2,13","249,00","454,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,41","0,01",,,,,,,"0,81","10,77","13,59","10,08",,,,,,
seq0,no_checks,1 / 100,,,"0,03","0,32","0,08",,,,,,,"0,81","2,96","3,49","2,27",,,,,,
seq0,no_checks,2 / 100,,,"0,03","0,32","0,09",,,,,,,"0,81","2,96","3,49","2,26",,,,,,
seq0,no_checks,3 / 100,,,"0,03","0,32","0,09",,,,,,,"0,81","2,96","3,49","2,26",,,,,,
seq0,no_checks,FINAL,,,"0,03","0,32","0,09",,,,,,,"0,81","2,96","3,49","2,26","72,53","364,29","2,50","2,13","253,00","458,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,60","0,05",,,,,,,"1,29","21,28","26,01","17,09",,,,,,
seq1,no_checks,1 / 100,,,"0,01","0,24","0,03",,,,,,,"1,29","13,37","14,01","1,30",,,,,,
seq1,no_checks,2 / 100,,,"0,02","0,24","0,04",,,,,,,"1,29","13,37","14,00","1,25",,,,,,
seq1,no_checks,3 / 100,,,"0,02","0,24","0,04",,,,,,,"1,29","13,37","14,00","1,25",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,24","0,04",,,,,,,"1,29","13,37","14,00","1,25","37,20","1038,60","2,50","1,83","188,00","314,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,09","0,35","0,56",,,,,,,"1,05","18,27","23,66","14,13",,,,,,
seq2,no_checks,1 / 100,,,"0,09","0,18","0,48",,,,,,,"1,05","12,08","13,99","4,23",,,,,,
seq2,no_checks,2 / 100,,,"0,09","0,18","0,34",,,,,,,"1,05","12,09","13,95","4,11",,,,,,
seq2,no_checks,3 / 100,,,"0,09","0,18","0,34",,,,,,,"1,05","12,09","13,95","4,10",,,,,,
seq2,no_checks,FINAL,,,"0,09","0,18","0,34",,,,,,,"1,05","12,09","13,95","4,10","33,79","1149,01","2,50","1,55","245,00","280,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","0,15","0,10",,,,,,,"1,22","13,37","17,13","5,05",,,,,,
seq3,no_checks,1 / 100,,,"0,02","0,16","0,40",,,,,,,"1,22","13,18","16,56","4,78",,,,,,
seq3,no_checks,2 / 100,,,"0,17","0,16","1,63",,,,,,,"1,22","12,77","15,44","4,20",,,,,,
seq3,no_checks,3 / 100,,,"0,10","0,17","2,53",,,,,,,"1,22","12,53","14,74","3,75",,,,,,
seq3,no_checks,4 / 100,,,"0,03","0,18","1,14",,,,,,,"1,22","12,46","13,61","2,34",,,,,,
seq3,no_checks,5 / 100,,,"0,03","0,18","1,15",,,,,,,"1,22","12,46","13,61","2,33",,,,,,
seq3,no_checks,FINAL,,,"0,03","0,18","1,15",,,,,,,"1,22","12,46","13,61","2,33","6,81","1018,82","2,50","1,43","148,00","276,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,57","0,12","254,81",,,,,,,"6,47","35,92","36,23","2,00",,,,,,
seq4,no_checks,1 / 100,,,"1,34","0,11","556,49",,,,,,,"6,47","36,04","36,37","0,00",,,,,,
seq4,no_checks,2 / 100,,,"1,34","0,11","556,49",,,,,,,"6,47","36,04","36,37","0,00",,,,,,
seq4,no_checks,FINAL,,,"1,34","0,11","556,49",,,,,,,"6,47","36,04","36,37","0,00","-0,33","556,75","2,50","6,14","140,00","280,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,01","0,51","21,29",,,,,,,"4,82","33,74","36,49","9,61",,,,,,
seq5,no_checks,1 / 100,,,"0,03","0,28","3,59",,,,,,,"4,82","34,78","36,96","6,85",,,,,,
seq5,no_checks,2 / 100,,,"0,05","0,23","3,35",,,,,,,"4,82","35,12","37,13","6,13",,,,,,
seq5,no_checks,3 / 100,,,"0,05","0,22","3,16",,,,,,,"4,82","35,24","37,19","5,89",,,,,,
seq5,no_checks,4 / 100,,,"0,05","0,21","3,31",,,,,,,"4,82","35,31","37,22","5,76",,,,,,
seq5,no_checks,5 / 100,,,"0,05","0,20","3,21",,,,,,,"4,82","35,35","37,24","5,69",,,,,,
seq5,no_checks,6 / 100,,,"0,05","0,20","3,13",,,,,,,"4,82","35,38","37,26","5,62",,,,,,
seq5,no_checks,7 / 100,,,"0,05","0,20","3,11",,,,,,,"4,82","35,41","37,27","5,58",,,,,,
seq5,no_checks,8 / 100,,,"0,05","0,20","3,07",,,,,,,"4,82","35,43","37,28","5,54",,,,,,
seq5,no_checks,9 / 100,,,"0,05","0,19","3,04",,,,,,,"4,82","35,44","37,28","5,52",,,,,,
seq5,no_checks,10 / 100,,,"0,05","0,19","3,02",,,,,,,"4,82","35,45","37,29","5,51",,,,,,
seq5,no_checks,11 / 100,,,"0,05","0,19","3,01",,,,,,,"4,82","35,45","37,29","5,50",,,,,,
seq5,no_checks,FINAL,,,"0,05","0,19","3,01",,,,,,,"4,82","35,45","37,29","5,50","-5,09","735,60","2,50","3,44","112,00","224,00"
