FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,37","0,01",,,,,,,"0,81","10,79","13,61","10,15",,,,,,
seq0,checks,1 / 100,,,"0,07","0,29","0,26",,,,,,,"0,81","6,57","7,36","5,98",,,,,,
seq0,checks,2 / 100,,,"0,03","0,28","0,09",,,,,,,"0,81","3,06","3,57","2,35",,,,,,
seq0,checks,3 / 100,,,"0,03","0,28","0,09",,,,,,,"0,81","3,06","3,57","2,35",,,,,,
seq0,checks,FINAL,,,"0,03","0,28","0,09",,,,,,,"0,81","3,06","3,57","2,35","71,67","376,53","2,50","2,13","252,00","458,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,33","0,01",,,,,,,"0,81","10,79","13,60","10,13",,,,,,
seq0,no_checks,1 / 100,,,"0,00","0,33","0,01",,,,,,,"0,81","10,74","13,48","10,08",,,,,,
seq0,no_checks,2 / 100,,,"0,00","0,33","0,01",,,,,,,"0,81","10,72","13,43","10,06",,,,,,
seq0,no_checks,3 / 100,,,"0,00","0,32","0,01",,,,,,,"0,81","10,70","13,40","10,04",,,,,,
seq0,no_checks,4 / 100,,,"0,00","0,32","0,01",,,,,,,"0,81","10,66","13,31","10,00",,,,,,
seq0,no_checks,5 / 100,,,"0,01","0,32","0,01",,,,,,,"0,81","10,64","13,26","9,98",,,,,,
seq0,no_checks,6 / 100,,,"0,01","0,32","0,02",,,,,,,"0,81","10,62","13,23","9,96",,,,,,
seq0,no_checks,7 / 100,,,"0,01","0,32","0,02",,,,,,,"0,81","10,60","13,19","9,94",,,,,,
seq0,no_checks,8 / 100,,,"0,01","0,32","0,02",,,,,,,"0,81","10,56","13,10","9,90",,,,,,
seq0,no_checks,9 / 100,,,"0,01","0,31","0,04",,,,,,,"0,81","10,48","12,96","9,82",,,,,,
seq0,no_checks,10 / 100,,,"0,02","0,31","0,05",,,,,,,"0,81","10,42","12,86","9,76",,,,,,
seq0,no_checks,11 / 100,,,"0,02","0,31","0,05",,,,,,,"0,81","10,38","12,79","9,72",,,,,,
seq0,no_checks,12 / 100,,,"0,02","0,31","0,06",,,,,,,"0,81","10,35","12,74","9,70",,,,,,
seq0,no_checks,13 / 100,,,"0,02","0,31","0,06",,,,,,,"0,81","10,34","12,73","9,69",,,,,,
seq0,no_checks,FINAL,,,"0,02","0,31","0,06",,,,,,,"0,81","10,34","12,73","9,69","4,21","1275,84","2,50","2,13","254,00","460,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,64","0,03",,,,,,,"1,28","21,55","26,33","17,31",,,,,,
seq1,no_checks,1 / 100,,,"0,02","0,27","0,22",,,,,,,"1,28","13,13","15,13","4,91",,,,,,
seq1,no_checks,2 / 100,,,"0,02","0,26","0,06",,,,,,,"1,28","13,51","14,33","2,02",,,,,,
seq1,no_checks,3 / 100,,,"0,02","0,26","0,05",,,,,,,"1,28","13,52","14,29","1,80",,,,,,
seq1,no_checks,4 / 100,,,"0,02","0,26","0,05",,,,,,,"1,28","13,52","14,29","1,79",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,26","0,05",,,,,,,"1,28","13,52","14,29","1,79","37,26","1055,53","2,50","1,83","188,00","314,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,02","0,31","0,13",,,,,,,"1,05","18,25","23,68","14,18",,,,,,
seq2,no_checks,1 / 100,,,"0,01","0,15","0,03",,,,,,,"1,05","12,54","13,12","0,84",,,,,,
seq2,no_checks,2 / 100,,,"0,01","0,15","0,03",,,,,,,"1,05","12,54","13,12","0,84",,,,,,
seq2,no_checks,FINAL,,,"0,01","0,15","0,03",,,,,,,"1,05","12,54","13,12","0,84","31,29","1191,41","2,50","1,53","245,00","278,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,22","0,04",,,,,,,"1,22","13,39","17,15","5,08",,,,,,
seq3,no_checks,1 / 100,,,"0,00","0,27","0,03",,,,,,,"1,22","13,30","13,74","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,00","0,27","0,03",,,,,,,"1,22","13,30","13,74","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,00","0,27","0,03",,,,,,,"1,22","13,30","13,74","0,00","0,62","1091,42","2,50","1,43","148,00","276,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,37","0,10","267,61",,,,,,,"6,47","35,93","36,24","2,00",,,,,,
seq4,no_checks,1 / 100,,,"1,23","0,09","62,18",,,,,,,"6,47","36,05","36,38","0,19",,,,,,
