FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,39","0,01",,,,,,,"0,80","10,76","13,56","10,05",,,,,,
seq0,checks,1 / 100,,,"0,03","0,31","0,05",,,,,,,"0,80","2,13","2,22","0,00",,,,,,
seq0,checks,2 / 100,,,"0,03","0,31","0,05",,,,,,,"0,80","2,13","2,22","0,00",,,,,,
seq0,checks,FINAL,,,"0,03","0,31","0,05",,,,,,,"0,80","2,13","2,22","0,00","80,17","265,73","2,50","2,13","253,00","460,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,36","0,01",,,,,,,"0,82","10,82","13,62","10,11",,,,,,
seq0,no_checks,1 / 100,,,"0,02","0,30","0,05",,,,,,,"0,82","2,16","2,25","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,02","0,30","0,05",,,,,,,"0,82","2,16","2,25","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,02","0,30","0,05",,,,,,,"0,82","2,16","2,25","0,00","80,01","265,23","2,50","2,13","252,00","458,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,61","0,02",,,,,,,"1,28","21,40","26,05","17,22",,,,,,
seq1,no_checks,1 / 100,,,"0,02","0,25","0,04",,,,,,,"1,28","13,17","13,66","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,02","0,25","0,04",,,,,,,"1,28","13,17","13,66","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,25","0,04",,,,,,,"1,28","13,17","13,66","0,00","38,48","1032,15","2,50","1,83","189,00","314,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,33","0,05",,,,,,,"1,93","27,29","31,70","18,12",,,,,,
seq2,no_checks,1 / 100,,,"0,01","0,17","0,08",,,,,,,"1,93","23,17","23,74","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,01","0,17","0,08",,,,,,,"1,93","23,17","23,74","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,01","0,17","0,08",,,,,,,"1,93","23,17","23,74","0,00","15,10","1199,03","2,50","1,21","146,00","162,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,42","0,04",,,,,,,"1,93","26,94","32,08","19,26",,,,,,
seq3,no_checks,1 / 100,,,"0,00","0,15","0,04",,,,,,,"1,93","25,67","26,24","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,00","0,15","0,04",,,,,,,"1,93","25,67","26,24","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,00","0,15","0,04",,,,,,,"1,93","25,67","26,24","0,00","4,71","1330,42","2,50","1,20","150,00","164,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,19","0,12","274,91",,,,,,,"6,47","35,94","36,25","1,99",,,,,,
seq4,no_checks,1 / 100,,,"0,83","0,11","569,27",,,,,,,"6,47","36,06","36,40","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,83","0,11","569,27",,,,,,,"6,47","36,06","36,40","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,83","0,11","569,27",,,,,,,"6,47","36,06","36,40","0,00","-0,33","556,93","2,50","6,14","140,00","280,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,19","0,57","27,13",,,,,,,"4,81","33,70","36,43","9,59",,,,,,
seq5,no_checks,1 / 100,,,"0,35","0,14","115,45",,,,,,,"4,81","39,44","40,25","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,35","0,14","115,45",,,,,,,"4,81","39,44","40,25","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,35","0,14","115,45",,,,,,,"4,81","39,44","40,25","0,00","-17,03","819,18","2,50","3,44","113,00","226,00"
