TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"12,50","852,70","869,79",,,,,,
seq0,checks,1 / 12,,,"0,11",,,,,,,"12,50","851,69","868,77",,,,,,
seq0,checks,2 / 12,,,"0,60",,,,,,,"12,50","851,58","868,65",,,,,,
seq0,checks,3 / 12,,,"1,84",,,,,,,"12,50","851,28","868,22",,,,,,
seq0,checks,4 / 12,,,"2,25",,,,,,,"12,50","849,26","865,53",,,,,,
seq0,checks,5 / 12,,,"2,56",,,,,,,"12,50","847,90","864,25",,,,,,
seq0,checks,6 / 12,,,"5,88",,,,,,,"12,50","845,49","861,74",,,,,,
seq0,checks,7 / 12,,,"8,17",,,,,,,"12,50","845,86","862,11",,,,,,
seq0,checks,8 / 12,,,"8,94",,,,,,,"12,50","851,44","866,57",,,,,,
seq0,checks,9 / 12,,,"11,87",,,,,,,"12,50","853,75","868,07",,,,,,
seq0,checks,10 / 12,,,"16,71",,,,,,,"12,50","856,08","869,49",,,,,,
seq0,checks,11 / 12,,,"18,88",,,,,,,"12,50","857,67","870,25",,,,,,
seq0,checks,FINAL,,,"22,21",,,,,,,"12,50","859,23","871,33","-0,77","6873,73","12,50","1,30","568,00","1126,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00",,,,,,,"12,50","852,26","869,41",,,,,,
seq0,no_checks,1 / 12,,,"0,02",,,,,,,"12,50","851,81","868,95",,,,,,
seq0,no_checks,2 / 12,,,"0,08",,,,,,,"12,50","851,78","868,91",,,,,,
seq0,no_checks,3 / 12,,,"0,20",,,,,,,"12,50","851,73","868,85",,,,,,
seq0,no_checks,4 / 12,,,"0,16",,,,,,,"12,50","851,71","868,81",,,,,,
