FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,41","0,01",,,,,,,"0,81","10,79","13,61","10,15",,,,,,
seq0,checks,1 / 100,,,"0,03","0,31","0,18",,,,,,,"0,81","4,45","4,97","3,89",,,,,,
seq0,checks,2 / 100,,,"0,03","0,31","0,16",,,,,,,"0,81","4,09","4,60","3,53",,,,,,
seq0,checks,3 / 100,,,"0,03","0,31","0,16",,,,,,,"0,81","4,09","4,60","3,53",,,,,,
seq0,checks,FINAL,,,"0,03","0,31","0,16",,,,,,,"0,81","4,09","4,60","3,53","62,10","503,75","2,50","2,13","252,00","458,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,40","0,01",,,,,,,"0,81","10,79","13,61","10,16",,,,,,
seq0,no_checks,1 / 100,,,"0,05","0,31","0,37",,,,,,,"0,81","6,62","7,42","6,04",,,,,,
seq0,no_checks,2 / 100,,,"0,02","0,29","0,05",,,,,,,"0,81","2,58","3,03","1,71",,,,,,
seq0,no_checks,3 / 100,,,"0,01","0,29","0,04",,,,,,,"0,81","2,47","2,90","1,51",,,,,,
seq0,no_checks,4 / 100,,,"0,01","0,29","0,04",,,,,,,"0,81","2,47","2,90","1,51",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,29","0,04",,,,,,,"0,81","2,47","2,90","1,51","77,11","305,36","2,50","2,13","252,00","456,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01","0,61","0,06",,,,,,,"1,31","21,35","26,19","17,07",,,,,,
seq1,no_checks,1 / 100,,,"0,01","0,26","0,06",,,,,,,"1,31","13,55","14,48","2,38",,,,,,
seq1,no_checks,2 / 100,,,"0,01","0,26","0,07",,,,,,,"1,31","13,55","14,48","2,38",,,,,,
seq1,no_checks,3 / 100,,,"0,01","0,26","0,07",,,,,,,"1,31","13,55","14,48","2,38",,,,,,
seq1,no_checks,FINAL,,,"0,01","0,26","0,07",,,,,,,"1,31","13,55","14,48","2,38","36,51","1032,76","2,50","1,87","189,00","316,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,33","0,01",,,,,,,"1,96","27,07","31,58","17,99",,,,,,
seq2,no_checks,1 / 100,,,"0,01","0,15","0,02",,,,,,,"1,96","23,32","23,89","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,01","0,15","0,02",,,,,,,"1,96","23,32","23,89","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,01","0,15","0,02",,,,,,,"1,96","23,32","23,89","0,00","13,84","1192,66","2,50","1,21","143,00","156,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,40","0,08",,,,,,,"1,91","26,99","32,25","19,01",,,,,,
seq3,no_checks,1 / 100,,,"0,00","0,15","0,08",,,,,,,"1,91","26,42","26,98","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,00","0,15","0,08",,,,,,,"1,91","26,42","26,98","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,00","0,15","0,08",,,,,,,"1,91","26,42","26,98","0,00","2,12","1381,71","2,50","1,20","151,00","162,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,58","0,08","363,41",,,,,,,"6,47","35,95","36,26","2,00",,,,,,
seq4,no_checks,1 / 100,,,"1,55","0,08","56,61",,,,,,,"6,47","36,07","36,41","0,09",,,,,,
seq4,no_checks,2 / 100,,,"1,60","0,08","38,06",,,,,,,"6,47","36,07","36,41","0,11",,,,,,
seq4,no_checks,3 / 100,,,"1,60","0,08","38,06",,,,,,,"6,47","36,07","36,41","0,11",,,,,,
seq4,no_checks,FINAL,,,"1,60","0,08","38,06",,,,,,,"6,47","36,07","36,41","0,11","-0,34","557,23","2,50","6,14","140,00","280,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,11","0,50","19,18",,,,,,,"4,78","33,47","36,21","9,54",,,,,,
seq5,no_checks,1 / 100,,,"0,14","0,29","2,07",,,,,,,"4,78","34,45","36,64","6,77",,,,,,
seq5,no_checks,2 / 100,,,"0,15","0,25","1,89",,,,,,,"4,78","34,73","36,77","6,15",,,,,,
seq5,no_checks,3 / 100,,,"0,15","0,23","1,88",,,,,,,"4,78","34,84","36,82","5,94",,,,,,
seq5,no_checks,4 / 100,,,"0,12","0,23","1,61",,,,,,,"4,78","34,89","36,85","5,84",,,,,,
seq5,no_checks,5 / 100,,,"0,12","0,22","1,56",,,,,,,"4,78","34,93","36,87","5,77",,,,,,
seq5,no_checks,6 / 100,,,"0,12","0,22","1,54",,,,,,,"4,78","34,94","36,87","5,74",,,,,,
seq5,no_checks,7 / 100,,,"0,12","0,22","1,53",,,,,,,"4,78","34,95","36,88","5,72",,,,,,
seq5,no_checks,FINAL,,,"0,12","0,22","1,53",,,,,,,"4,78","34,95","36,88","5,72","-4,43","731,44","2,50","3,43","111,00","222,00"
