FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,10",,,,,,,"12,50","854,50","871,72",,,,,,
seq0,checks,1 / 12,,,"0,19",,,,,,,"12,50","854,48","871,70",,,,,,
seq0,checks,2 / 12,,,"1,54",,,,,,,"12,50","854,27","871,33",,,,,,
seq0,checks,3 / 12,,,"2,10",,,,,,,"12,50","852,73","869,07",,,,,,
seq0,checks,4 / 12,,,"4,66",,,,,,,"12,50","851,36","867,40",,,,,,
seq0,checks,5 / 12,,,"5,07",,,,,,,"12,50","850,35","866,88",,,,,,
seq0,checks,6 / 12,,,"10,82",,,,,,,"12,50","853,66","868,59",,,,,,
seq0,checks,7 / 12,,,"9,90",,,,,,,"12,50","853,88","868,50",,,,,,
seq0,checks,8 / 12,,,"10,15",,,,,,,"12,50","854,80","868,98",,,,,,
seq0,checks,9 / 12,,,"11,28",,,,,,,"12,50","855,50","869,06",,,,,,
seq0,checks,10 / 12,,,"9,07",,,,,,,"12,50","856,41","869,79",,,,,,
seq0,checks,11 / 12,,,"13,74",,,,,,,"12,50","858,46","871,28",,,,,,
seq0,checks,FINAL,,,"15,62",,,,,,,"12,50","859,02","871,60","-0,53","6872,02","12,50","1,30","574,00","1138,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,11",,,,,,,"12,50","855,17","872,33",,,,,,
seq0,no_checks,1 / 12,,,"0,27",,,,,,,"12,50","855,15","872,31",,,,,,
seq0,no_checks,2 / 12,,,"1,16",,,,,,,"12,50","854,89","871,96",,,,,,
seq0,no_checks,3 / 12,,,"2,05",,,,,,,"12,50","853,04","869,45",,,,,,
seq0,no_checks,4 / 12,,,"3,20",,,,,,,"12,50","851,68","867,44",,,,,,
seq0,no_checks,5 / 12,,,"9,47",,,,,,,"12,50","850,05","866,55",,,,,,
seq0,no_checks,6 / 12,,,"6,76",,,,,,,"12,50","851,55","867,93",,,,,,
seq0,no_checks,7 / 12,,,"6,10",,,,,,,"12,50","851,54","867,83",,,,,,
seq0,no_checks,8 / 12,,,"5,30",,,,,,,"12,50","851,19","867,30",,,,,,
seq0,no_checks,9 / 12,,,"7,29",,,,,,,"12,50","854,30","868,80",,,,,,
seq0,no_checks,10 / 12,,,"8,13",,,,,,,"12,50","855,52","869,58",,,,,,
seq0,no_checks,11 / 12,,,"8,25",,,,,,,"12,50","855,50","869,39",,,,,,
seq0,no_checks,FINAL,,,"12,34",,,,,,,"12,50","857,68","870,78","-0,29","6861,31","12,50","1,30","575,00","1144,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,03",,,,,,,"12,50","850,53","864,50",,,,,,
seq1,no_checks,1 / 12,,,"0,08",,,,,,,"12,50","850,39","864,36",,,,,,
seq1,no_checks,2 / 12,,,"0,82",,,,,,,"12,50","849,99","863,87",,,,,,
seq1,no_checks,3 / 12,,,"7,17",,,,,,,"12,50","841,00","855,51",,,,,,
seq1,no_checks,4 / 12,,,"14,72",,,,,,,"12,50","844,83","858,58",,,,,,
seq1,no_checks,5 / 12,,,"17,68",,,,,,,"12,50","843,60","857,21",,,,,,
seq1,no_checks,6 / 12,,,"19,53",,,,,,,"12,50","846,92","859,68",,,,,,
seq1,no_checks,7 / 12,,,"25,37",,,,,,,"12,50","850,23","862,37",,,,,,
seq1,no_checks,8 / 12,,,"26,36",,,,,,,"12,50","851,27","863,28",,,,,,
seq1,no_checks,9 / 12,,,"26,78",,,,,,,"12,50","851,46","863,36",,,,,,
seq1,no_checks,10 / 12,,,"27,01",,,,,,,"12,50","851,33","863,24",,,,,,
seq1,no_checks,11 / 12,,,"27,15",,,,,,,"12,50","851,72","863,66",,,,,,
seq1,no_checks,FINAL,,,"27,07",,,,,,,"12,50","851,64","863,58","-0,13","6813,07","12,50","1,31","554,00","1098,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,12",,,,,,,"12,50","886,06","903,61",,,,,,
seq2,no_checks,1 / 12,,,"0,15",,,,,,,"12,50","885,16","902,55",,,,,,
seq2,no_checks,2 / 12,,,"0,70",,,,,,,"12,50","824,87","843,48",,,,,,
seq2,no_checks,3 / 12,,,"0,73",,,,,,,"12,50","824,26","842,86",,,,,,
seq2,no_checks,4 / 12,,,"1,04",,,,,,,"12,50","822,28","840,70",,,,,,
seq2,no_checks,5 / 12,,,"0,80",,,,,,,"12,50","819,54","838,37",,,,,,
seq2,no_checks,6 / 12,,,"1,49",,,,,,,"12,50","818,62","837,37",,,,,,
seq2,no_checks,7 / 12,,,"0,97",,,,,,,"12,50","818,87","837,49",,,,,,
seq2,no_checks,8 / 12,,,"1,42",,,,,,,"12,50","818,38","836,75",,,,,,
seq2,no_checks,9 / 12,,,"6,18",,,,,,,"12,50","823,22","838,77",,,,,,
seq2,no_checks,10 / 12,,,"5,86",,,,,,,"12,50","823,08","838,67",,,,,,
seq2,no_checks,11 / 12,,,"5,97",,,,,,,"12,50","823,12","838,72",,,,,,
seq2,no_checks,FINAL,,,"5,48",,,,,,,"12,50","822,53","838,46","7,17","6580,20","12,50","1,48","314,00","624,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,15",,,,,,,"12,50","910,22","925,81",,,,,,
seq3,no_checks,1 / 12,,,"0,91",,,,,,,"12,50","902,54","917,66",,,,,,
seq3,no_checks,2 / 12,,,"0,92",,,,,,,"12,50","902,33","917,44",,,,,,
seq3,no_checks,3 / 12,,,"5,34",,,,,,,"12,50","862,18","876,83",,,,,,
seq3,no_checks,4 / 12,,,"3,14",,,,,,,"12,50","855,09","870,08",,,,,,
seq3,no_checks,5 / 12,,,"3,03",,,,,,,"12,50","854,96","869,97",,,,,,
seq3,no_checks,6 / 12,,,"2,99",,,,,,,"12,50","854,92","869,94",,,,,,
seq3,no_checks,7 / 12,,,"2,09",,,,,,,"12,50","852,92","868,44",,,,,,
seq3,no_checks,8 / 12,,,"2,45",,,,,,,"12,50","852,32","867,26",,,,,,
seq3,no_checks,9 / 12,,,"2,63",,,,,,,"12,50","852,26","867,20",,,,,,
seq3,no_checks,10 / 12,,,"2,46",,,,,,,"12,50","852,32","867,25",,,,,,
seq3,no_checks,11 / 12,,,"2,39",,,,,,,"12,50","852,37","867,27",,,,,,
seq3,no_checks,FINAL,,,"2,39",,,,,,,"12,50","852,37","867,27","6,36","6818,89","12,50","1,47","315,00","616,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,17",,,,,,,"12,50","1012,04","1052,67",,,,,,
seq4,no_checks,1 / 12,,,"0,15",,,,,,,"12,50","1009,62","1049,48",,,,,,
seq4,no_checks,2 / 12,,,"0,15",,,,,,,"12,50","1009,61","1049,46",,,,,,
seq4,no_checks,3 / 12,,,"0,15",,,,,,,"12,50","1009,61","1049,46",,,,,,
seq4,no_checks,4 / 12,,,"0,16",,,,,,,"12,50","1009,60","1049,46",,,,,,
seq4,no_checks,5 / 12,,,"0,16",,,,,,,"12,50","1009,59","1049,44",,,,,,
seq4,no_checks,6 / 12,,,"0,16",,,,,,,"12,50","1009,58","1049,43",,,,,,
seq4,no_checks,7 / 12,,,"0,16",,,,,,,"12,50","1009,52","1049,35",,,,,,
seq4,no_checks,8 / 12,,,"0,16",,,,,,,"12,50","1009,52","1049,34",,,,,,
seq4,no_checks,9 / 12,,,"0,16",,,,,,,"12,50","1009,45","1049,27",,,,,,
seq4,no_checks,10 / 12,,,"0,16",,,,,,,"12,50","1009,34","1049,11",,,,,,
seq4,no_checks,11 / 12,,,"0,56",,,,,,,"12,50","988,69","1026,45",,,,,,
seq4,no_checks,FINAL,,,"2,81",,,,,,,"12,50","896,67","926,44","11,40","7173,34","12,50","1,05","169,00","328,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,03",,,,,,,"56,43","960,42","960,66",,,,,,
seq5,no_checks,1 / 12,,,"0,20",,,,,,,"56,43","958,79","959,00",,,,,,
seq5,no_checks,2 / 12,,,"0,21",,,,,,,"56,43","958,78","958,99",,,,,,
seq5,no_checks,3 / 12,,,"0,21",,,,,,,"56,43","958,77","958,98",,,,,,
seq5,no_checks,4 / 12,,,"0,21",,,,,,,"56,43","958,76","958,97",,,,,,
seq5,no_checks,5 / 12,,,"0,21",,,,,,,"56,43","958,75","958,95",,,,,,
seq5,no_checks,6 / 12,,,"0,21",,,,,,,"56,43","958,73","958,94",,,,,,
seq5,no_checks,7 / 12,,,"0,24",,,,,,,"56,43","958,72","958,93",,,,,,
seq5,no_checks,8 / 12,,,"0,21",,,,,,,"56,43","958,71","958,92",,,,,,
seq5,no_checks,9 / 12,,,"0,21",,,,,,,"56,43","958,70","958,91",,,,,,
seq5,no_checks,10 / 12,,,"0,21",,,,,,,"56,43","958,68","958,88",,,,,,
seq5,no_checks,11 / 12,,,"0,21",,,,,,,"56,43","958,66","958,87",,,,,,
seq5,no_checks,FINAL,,,"0,21",,,,,,,"56,43","958,65","958,86","0,18","1698,80","12,50","5,39","136,00","272,00"
