InRays
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,06",,,,,,,"7,95","260,98","381,26",,,,,,
level0,checks,1 / 10,,,"0,27",,,,,,,"7,95","258,50","377,33",,,,,,
level0,checks,2 / 10,,,"0,94",,,,,,,"7,95","256,00","372,89",,,,,,
level0,checks,3 / 10,,,"2,81",,,,,,,"7,95","251,95","364,94",,,,,,
level0,checks,4 / 10,,,"11,54",,,,,,,"7,95","252,38","355,09",,,,,,
level0,checks,5 / 10,,,"8,33",,,,,,,"7,95","261,47","357,99",,,,,,
level0,checks,6 / 10,,,"7,95",,,,,,,"7,95","222,06","306,75",,,,,,
level0,checks,7 / 10,,,"10,43",,,,,,,"7,95","216,06","300,34",,,,,,
level0,checks,8 / 10,,,"0,00",,,,,,,"7,95","1478,57","1488,93",,,,,,
level0,checks,9 / 10,,,"0,00",,,,,,,"7,95","1478,57","1488,92",,,,,,
level0,checks,FINAL,,,"0,00",,,,,,,"7,95","1478,57","1488,93","-466,55","18603,56","31,47","0,77","216,00","412,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,06",,,,,,,"7,95","260,98","381,26",,,,,,
level0,no_checks,1 / 10,,,"0,27",,,,,,,"7,95","258,50","377,33",,,,,,
level0,no_checks,2 / 10,,,"0,94",,,,,,,"7,95","256,00","372,89",,,,,,
level0,no_checks,3 / 10,,,"2,81",,,,,,,"7,95","251,95","364,94",,,,,,
level0,no_checks,4 / 10,,,"11,54",,,,,,,"7,95","252,38","355,09",,,,,,
level0,no_checks,5 / 10,,,"8,33",,,,,,,"7,95","261,47","357,99",,,,,,
level0,no_checks,6 / 10,,,"7,95",,,,,,,"7,95","222,06","306,75",,,,,,
level0,no_checks,7 / 10,,,"10,43",,,,,,,"7,95","216,06","300,34",,,,,,
level0,no_checks,8 / 10,,,"0,00",,,,,,,"7,95","1478,57","1488,93",,,,,,
level0,no_checks,9 / 10,,,"0,00",,,,,,,"7,95","1478,57","1488,92",,,,,,
level0,no_checks,FINAL,,,"0,00",,,,,,,"7,95","1478,57","1488,93","-466,55","18603,56","31,47","0,77","216,00","412,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,37",,,,,,,"29,35","1008,00","1120,81",,,,,,
level1,no_checks,1 / 10,,,"6,00",,,,,,,"29,35","973,00","1072,72",,,,,,
level1,no_checks,2 / 10,,,"18,95",,,,,,,"29,35","959,82","1054,44",,,,,,
level1,no_checks,3 / 10,,,"32,75",,,,,,,"29,35","926,32","1011,91",,,,,,
level1,no_checks,4 / 10,,,"53,97",,,,,,,"29,35","851,84","929,71",,,,,,
level1,no_checks,5 / 10,,,"61,84",,,,,,,"29,35","827,28","899,34",,,,,,
level1,no_checks,6 / 10,,,"85,77",,,,,,,"29,35","740,68","774,12",,,,,,
level1,no_checks,7 / 10,,,"74,96",,,,,,,"29,35","585,48","622,13",,,,,,
level1,no_checks,8 / 10,,,"62,71",,,,,,,"29,35","532,99","585,52",,,,,,
level1,no_checks,9 / 10,,,"65,84",,,,,,,"29,35","524,48","573,95",,,,,,
level1,no_checks,FINAL,,,"54,40",,,,,,,"29,35","449,85","502,84","55,37","1532,82","46,97","0,69","185,00","330,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"1,10",,,,,,,"67,20","1080,14","1247,56",,,,,,
level2,no_checks,1 / 10,,,"1,90",,,,,,,"67,20","1069,09","1236,10",,,,,,
level2,no_checks,2 / 10,,,"10,43",,,,,,,"67,20","933,91","1109,32",,,,,,
level2,no_checks,3 / 10,,,"14,35",,,,,,,"67,20","922,52","1097,19",,,,,,
level2,no_checks,4 / 10,,,"14,76",,,,,,,"67,20","921,31","1095,77",,,,,,
level2,no_checks,5 / 10,,,"6,30",,,,,,,"67,20","976,08","980,27",,,,,,
level2,no_checks,6 / 10,,,"10,89",,,,,,,"67,20","946,04","956,24",,,,,,
level2,no_checks,7 / 10,,,"6,84",,,,,,,"67,20","942,70","947,26",,,,,,
level2,no_checks,8 / 10,,,"5,13",,,,,,,"67,20","941,94","946,85",,,,,,
level2,no_checks,9 / 10,,,"5,33",,,,,,,"67,20","939,05","944,64",,,,,,
level2,no_checks,FINAL,,,"4,66",,,,,,,"67,20","938,28","943,67","13,13","1396,23","63,35","0,62","150,00","140,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,45",,,,,,,"63,78","935,80","1142,35",,,,,,
level3,no_checks,1 / 10,,,"2,26",,,,,,,"63,78","889,41","1087,58",,,,,,
level3,no_checks,2 / 10,,,"2,44",,,,,,,"63,78","889,27","1087,28",,,,,,
level3,no_checks,3 / 10,,,"2,60",,,,,,,"63,78","889,23","1086,96",,,,,,
level3,no_checks,4 / 10,,,"2,66",,,,,,,"63,78","888,57","1086,20",,,,,,
level3,no_checks,5 / 10,,,"2,51",,,,,,,"63,78","887,81","1085,34",,,,,,
level3,no_checks,6 / 10,,,"2,52",,,,,,,"63,78","887,69","1085,13",,,,,,
level3,no_checks,7 / 10,,,"3,02",,,,,,,"63,78","885,16","1082,11",,,,,,
level3,no_checks,8 / 10,,,"121,29",,,,,,,"63,78","624,93","702,11",,,,,,
level3,no_checks,9 / 10,,,"122,99",,,,,,,"63,78","616,50","691,31",,,,,,
level3,no_checks,FINAL,,,"108,81",,,,,,,"63,78","589,25","643,70","37,03","923,94","35,76","0,66","146,00","244,00"
