FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,20",,,,,,,"7,75","258,61","378,56",,,,,,
level0,checks,1 / 10,,,"0,52",,,,,,,"7,75","257,89","377,39",,,,,,
level0,checks,2 / 10,,,"3,00",,,,,,,"7,75","255,52","374,30",,,,,,
level0,checks,3 / 10,,,"6,71",,,,,,,"7,75","243,91","362,25",,,,,,
level0,checks,4 / 10,,,"6,77",,,,,,,"7,75","231,64","343,49",,,,,,
level0,checks,5 / 10,,,"9,49",,,,,,,"7,75","199,11","295,98",,,,,,
level0,checks,6 / 10,,,"15,43",,,,,,,"7,75","208,55","306,45",,,,,,
level0,checks,7 / 10,,,"9,73",,,,,,,"7,75","217,71","305,39",,,,,,
level0,checks,8 / 10,,,"10,64",,,,,,,"7,75","205,59","294,52",,,,,,
level0,checks,9 / 10,,,"10,31",,,,,,,"7,75","207,58","287,40",,,,,,
level0,checks,FINAL,,,"17,65",,,,,,,"7,75","201,01","273,24","22,27","2594,82","31,47","0,77","216,00","410,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,25",,,,,,,"7,95","261,02","381,28",,,,,,
level0,no_checks,1 / 10,,,"1,45",,,,,,,"7,95","258,65","377,39",,,,,,
level0,no_checks,2 / 10,,,"4,20",,,,,,,"7,95","255,18","369,01",,,,,,
level0,no_checks,3 / 10,,,"9,72",,,,,,,"7,95","235,81","336,65",,,,,,
level0,no_checks,4 / 10,,,"8,04",,,,,,,"7,95","225,22","318,70",,,,,,
level0,no_checks,5 / 10,,,"15,28",,,,,,,"7,95","219,47","307,21",,,,,,
level0,no_checks,6 / 10,,,"16,91",,,,,,,"7,95","261,30","359,11",,,,,,
level0,no_checks,7 / 10,,,"18,64",,,,,,,"7,95","197,01","246,39",,,,,,
level0,no_checks,8 / 10,,,"18,18",,,,,,,"7,95","420,49","444,89",,,,,,
level0,no_checks,9 / 10,,,"0,59",,,,,,,"7,95","1299,00","1308,19",,,,,,
level0,no_checks,FINAL,,,"0,43",,,,,,,"7,95","1277,71","1286,84","-389,51","16076,31","31,47","0,77","216,00","412,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"1,71",,,,,,,"29,35","1007,98","1120,79",,,,,,
level1,no_checks,1 / 10,,,"1,57",,,,,,,"29,35","1007,24","1119,83",,,,,,
level1,no_checks,2 / 10,,,"54,10",,,,,,,"29,35","924,71","964,05",,,,,,
level1,no_checks,3 / 10,,,"80,74",,,,,,,"29,35","891,66","926,71",,,,,,
level1,no_checks,4 / 10,,,"88,77",,,,,,,"29,35","852,53","889,70",,,,,,
level1,no_checks,5 / 10,,,"90,08",,,,,,,"29,35","834,75","871,01",,,,,,
level1,no_checks,6 / 10,,,"36,97",,,,,,,"29,35","636,14","658,65",,,,,,
level1,no_checks,7 / 10,,,"41,79",,,,,,,"29,35","543,36","576,06",,,,,,
level1,no_checks,8 / 10,,,"34,62",,,,,,,"29,35","376,87","415,55",,,,,,
level1,no_checks,9 / 10,,,"38,08",,,,,,,"29,35","266,02","307,66",,,,,,
level1,no_checks,FINAL,,,"25,63",,,,,,,"29,35","259,59","314,90","74,25","884,53","46,97","0,69","185,00","330,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"4,13",,,,,,,"67,05","1062,21","1225,77",,,,,,
level2,no_checks,1 / 10,,,"4,20",,,,,,,"67,05","1060,97","1224,31",,,,,,
level2,no_checks,2 / 10,,,"4,20",,,,,,,"67,05","1059,83","1223,06",,,,,,
level2,no_checks,3 / 10,,,"4,20",,,,,,,"67,05","1058,90","1222,01",,,,,,
level2,no_checks,4 / 10,,,"4,33",,,,,,,"67,05","1057,62","1220,60",,,,,,
level2,no_checks,5 / 10,,,"4,38",,,,,,,"67,05","1054,57","1217,29",,,,,,
level2,no_checks,6 / 10,,,"4,41",,,,,,,"67,05","1051,94","1214,43",,,,,,
level2,no_checks,7 / 10,,,"4,33",,,,,,,"67,05","1050,96","1213,36",,,,,,
level2,no_checks,8 / 10,,,"4,34",,,,,,,"67,05","1048,88","1211,07",,,,,,
level2,no_checks,9 / 10,,,"4,33",,,,,,,"67,05","1035,82","1197,61",,,,,,
level2,no_checks,FINAL,,,"4,24",,,,,,,"67,05","1031,62","1193,01","2,88","1538,69","63,35","0,62","150,00","138,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"1,64",,,,,,,"63,78","936,67","1142,52",,,,,,
level3,no_checks,1 / 10,,,"2,44",,,,,,,"63,78","934,42","1139,38",,,,,,
level3,no_checks,2 / 10,,,"3,10",,,,,,,"63,78","934,14","1139,14",,,,,,
level3,no_checks,3 / 10,,,"37,41",,,,,,,"63,78","725,95","899,45",,,,,,
level3,no_checks,4 / 10,,,"15,85",,,,,,,"63,78","527,75","620,92",,,,,,
level3,no_checks,5 / 10,,,"19,42",,,,,,,"63,78","386,94","398,94",,,,,,
level3,no_checks,6 / 10,,,"16,86",,,,,,,"63,78","56,62","101,87",,,,,,
level3,no_checks,7 / 10,,,"13,00",,,,,,,"63,78","108,10","129,05",,,,,,
level3,no_checks,8 / 10,,,"11,94",,,,,,,"63,78","161,01","171,22",,,,,,
level3,no_checks,9 / 10,,,"14,88",,,,,,,"63,78","169,52","181,40",,,,,,
level3,no_checks,FINAL,,,"16,23",,,,,,,"63,78","177,56","191,46","81,04","278,41","35,76","0,66","146,00","244,00"
