TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"7,75","258,60","378,54",,,,,,
level0,checks,1 / 10,,,"0,00",,,,,,,"7,75","258,60","378,54",,,,,,
level0,checks,2 / 10,,,"0,00",,,,,,,"7,75","258,60","378,54",,,,,,
level0,checks,3 / 10,,,"0,00",,,,,,,"7,75","258,60","378,54",,,,,,
level0,checks,4 / 10,,,"0,01",,,,,,,"7,75","258,60","378,53",,,,,,
level0,checks,5 / 10,,,"0,01",,,,,,,"7,75","258,60","378,53",,,,,,
level0,checks,6 / 10,,,"0,02",,,,,,,"7,75","258,59","378,53",,,,,,
level0,checks,7 / 10,,,"0,05",,,,,,,"7,75","258,60","378,54",,,,,,
level0,checks,8 / 10,,,"0,17",,,,,,,"7,75","258,67","378,64",,,,,,
level0,checks,9 / 10,,,"0,23",,,,,,,"7,75","258,72","378,71",,,,,,
level0,checks,FINAL,,,"0,33",,,,,,,"7,75","258,82","378,85","-0,08","3341,01","31,47","0,77","216,00","410,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"7,95","261,01","381,26",,,,,,
level0,no_checks,1 / 10,,,"0,00",,,,,,,"7,95","261,01","381,26",,,,,,
level0,no_checks,FINAL,,,"0,00",,,,,,,"7,95","261,01","381,26","0,00","3284,06","31,47","0,77","216,00","412,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,00",,,,,,,"29,35","1008,08","1120,92",,,,,,
level1,no_checks,1 / 10,,,"0,00",,,,,,,"29,35","1008,07","1120,91",,,,,,
level1,no_checks,2 / 10,,,"0,01",,,,,,,"29,35","1008,06","1120,90",,,,,,
level1,no_checks,3 / 10,,,"0,08",,,,,,,"29,35","1008,02","1120,85",,,,,,
level1,no_checks,4 / 10,,,"0,13",,,,,,,"29,35","1007,95","1120,71",,,,,,
level1,no_checks,5 / 10,,,"0,27",,,,,,,"29,35","1007,90","1120,62",,,,,,
level1,no_checks,6 / 10,,,"2,23",,,,,,,"29,35","1007,12","1119,35",,,,,,
level1,no_checks,7 / 10,,,"3,57",,,,,,,"29,35","999,42","1109,58",,,,,,
level1,no_checks,8 / 10,,,"3,89",,,,,,,"29,35","990,57","1097,32",,,,,,
level1,no_checks,9 / 10,,,"4,25",,,,,,,"29,35","972,05","1076,16",,,,,,
level1,no_checks,FINAL,,,"5,36",,,,,,,"29,35","950,16","1055,97","5,75","3237,58","46,97","0,69","185,00","330,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,00",,,,,,,"67,20","1080,42","1247,87",,,,,,
level2,no_checks,1 / 10,,,"0,01",,,,,,,"67,20","1080,39","1247,85",,,,,,
level2,no_checks,2 / 10,,,"0,06",,,,,,,"67,20","1080,36","1247,83",,,,,,
level2,no_checks,3 / 10,,,"0,10",,,,,,,"67,20","1080,33","1247,81",,,,,,
level2,no_checks,4 / 10,,,"0,11",,,,,,,"67,20","1080,32","1247,80",,,,,,
level2,no_checks,5 / 10,,,"0,12",,,,,,,"67,20","1080,30","1247,78",,,,,,
level2,no_checks,6 / 10,,,"0,12",,,,,,,"67,20","1080,29","1247,76",,,,,,
level2,no_checks,7 / 10,,,"0,12",,,,,,,"67,20","1080,28","1247,75",,,,,,
level2,no_checks,8 / 10,,,"0,13",,,,,,,"67,20","1080,27","1247,73",,,,,,
level2,no_checks,9 / 10,,,"0,13",,,,,,,"67,20","1080,25","1247,71",,,,,,
level2,no_checks,FINAL,,,"0,14",,,,,,,"67,20","1080,21","1247,67","0,02","1607,43","63,35","0,62","150,00","140,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,00",,,,,,,"67,14","946,09","1153,55",,,,,,
level3,no_checks,1 / 10,,,"0,00",,,,,,,"67,14","946,07","1153,53",,,,,,
level3,no_checks,2 / 10,,,"0,20",,,,,,,"67,14","945,42","1153,47",,,,,,
level3,no_checks,3 / 10,,,"0,42",,,,,,,"67,14","945,32","1153,42",,,,,,
level3,no_checks,4 / 10,,,"1,61",,,,,,,"67,14","943,44","1151,40",,,,,,
level3,no_checks,5 / 10,,,"2,95",,,,,,,"67,14","931,53","1139,66",,,,,,
level3,no_checks,6 / 10,,,"3,50",,,,,,,"67,14","925,53","1136,39",,,,,,
level3,no_checks,7 / 10,,,"3,56",,,,,,,"67,14","921,75","1133,65",,,,,,
level3,no_checks,8 / 10,,,"2,12",,,,,,,"67,14","919,90","1132,66",,,,,,
level3,no_checks,9 / 10,,,"3,67",,,,,,,"67,14","922,29","1132,89",,,,,,
level3,no_checks,FINAL,,,"4,15",,,,,,,"67,14","922,74","1133,96","2,47","1374,44","35,76","0,66","146,00","246,00"
