FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,47",,,,,,,"25,00","938,68","945,24",,,,,,
seq0,checks,1 / 12,,,"1,86",,,,,,,"25,00","938,34","944,90",,,,,,
seq0,checks,2 / 12,,,"2,65",,,,,,,"25,00","938,03","944,62",,,,,,
seq0,checks,3 / 12,,,"3,19",,,,,,,"25,00","937,01","943,69",,,,,,
seq0,checks,4 / 12,,,"4,16",,,,,,,"25,00","935,55","942,25",,,,,,
seq0,checks,5 / 12,,,"5,49",,,,,,,"25,00","934,18","940,95",,,,,,
seq0,checks,6 / 12,,,"7,03",,,,,,,"25,00","933,47","940,31",,,,,,
seq0,checks,7 / 12,,,"3,45",,,,,,,"25,00","931,79","938,73",,,,,,
seq0,checks,8 / 12,,,"2,40",,,,,,,"25,00","930,76","937,76",,,,,,
seq0,checks,9 / 12,,,"1,97",,,,,,,"25,00","929,25","936,31",,,,,,
seq0,checks,10 / 12,,,"2,77",,,,,,,"25,00","928,52","935,60",,,,,,
seq0,checks,11 / 12,,,"1,95",,,,,,,"25,00","927,79","934,93",,,,,,
seq0,checks,FINAL,,,"1,47",,,,,,,"25,00","927,57","934,70","1,18","3710,09","25,00","1,31","444,00","858,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,46",,,,,,,"25,00","938,85","945,34",,,,,,
seq0,no_checks,1 / 12,,,"0,61",,,,,,,"25,00","938,80","945,27",,,,,,
seq0,no_checks,2 / 12,,,"0,84",,,,,,,"25,00","938,25","944,72",,,,,,
seq0,no_checks,3 / 12,,,"2,23",,,,,,,"25,00","928,40","934,15",,,,,,
seq0,no_checks,4 / 12,,,"20,40",,,,,,,"25,00","902,03","907,77",,,,,,
seq0,no_checks,5 / 12,,,"10,01",,,,,,,"25,00","860,93","868,54",,,,,,
seq0,no_checks,6 / 12,,,"7,41",,,,,,,"25,00","859,51","866,84",,,,,,
seq0,no_checks,7 / 12,,,"8,54",,,,,,,"25,00","859,53","866,79",,,,,,
seq0,no_checks,8 / 12,,,"4,40",,,,,,,"25,00","860,57","867,53",,,,,,
seq0,no_checks,9 / 12,,,"1,70",,,,,,,"25,00","859,94","866,70",,,,,,
seq0,no_checks,10 / 12,,,"2,08",,,,,,,"25,00","859,64","866,29",,,,,,
seq0,no_checks,11 / 12,,,"1,06",,,,,,,"25,00","859,04","865,77",,,,,,
seq0,no_checks,FINAL,,,"0,72",,,,,,,"25,00","858,93","865,65","8,51","3435,54","25,00","1,31","445,00","860,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,49",,,,,,,"25,00","969,81","988,39",,,,,,
seq1,no_checks,1 / 12,,,"1,26",,,,,,,"25,00","968,20","986,36",,,,,,
seq1,no_checks,2 / 12,,,"8,05",,,,,,,"25,00","946,03","959,25",,,,,,
seq1,no_checks,3 / 12,,,"12,94",,,,,,,"25,00","939,59","951,58",,,,,,
seq1,no_checks,4 / 12,,,"13,08",,,,,,,"25,00","937,87","949,53",,,,,,
seq1,no_checks,5 / 12,,,"40,48",,,,,,,"25,00","905,34","911,72",,,,,,
seq1,no_checks,6 / 12,,,"36,12",,,,,,,"25,00","904,89","911,30",,,,,,
seq1,no_checks,7 / 12,,,"9,36",,,,,,,"25,00","887,23","893,41",,,,,,
seq1,no_checks,8 / 12,,,"3,77",,,,,,,"25,00","884,21","890,28",,,,,,
seq1,no_checks,9 / 12,,,"1,06",,,,,,,"25,00","882,42","888,15",,,,,,
seq1,no_checks,10 / 12,,,"0,72",,,,,,,"25,00","883,20","888,65",,,,,,
seq1,no_checks,11 / 12,,,"0,76",,,,,,,"25,00","883,30","888,74",,,,,,
