FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,13","0,00",,,,,,,"1,32","39,26","40,29","5,11",,,,,,
seq0,checks,1 / 100,,,"0,02","0,12","0,03",,,,,,,"1,32","39,54","40,31","3,81",,,,,,
seq0,checks,2 / 100,,,"0,02","0,12","0,03",,,,,,,"1,32","39,54","40,31","3,81",,,,,,
seq0,checks,FINAL,,,"0,02","0,12","0,03",,,,,,,"1,32","39,54","40,31","3,81","-0,72","2998,09","2,50","1,08","409,00","648,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,13","0,00",,,,,,,"1,33","39,24","40,25","5,10",,,,,,
seq0,no_checks,1 / 100,,,"0,04","0,13","0,04",,,,,,,"1,33","39,49","40,35","4,49",,,,,,
seq0,no_checks,2 / 100,,,"0,04","0,13","0,05",,,,,,,"1,33","39,49","40,35","4,49",,,,,,
seq0,no_checks,FINAL,,,"0,04","0,13","0,05",,,,,,,"1,33","39,49","40,35","4,49","-0,65","2976,04","2,50","1,09","414,00","664,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,06","0,28","1,08",,,,,,,"1,50","18,06","23,66","15,24",,,,,,
seq1,no_checks,1 / 100,,,"0,24","0,13","1,29",,,,,,,"1,50","11,88","14,10","7,17",,,,,,
seq1,no_checks,2 / 100,,,"0,24","0,13","1,28",,,,,,,"1,50","11,87","14,09","7,16",,,,,,
seq1,no_checks,FINAL,,,"0,24","0,13","1,28",,,,,,,"1,50","11,87","14,09","7,16","34,27","793,97","2,50","1,44","471,00","702,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,15","2,78","5,39",,,,,,,"1,98","23,75","27,81","21,19",,,,,,
seq2,no_checks,1 / 100,,,"0,29","0,18","2,75",,,,,,,"1,98","19,55","20,41","3,54",,,,,,
seq2,no_checks,2 / 100,,,"0,32","0,18","2,32",,,,,,,"1,98","19,60","20,44","3,39",,,,,,
seq2,no_checks,3 / 100,,,"0,32","0,18","2,30",,,,,,,"1,98","19,60","20,45","3,37",,,,,,
seq2,no_checks,4 / 100,,,"0,32","0,18","2,39",,,,,,,"1,98","19,61","20,45","3,35",,,,,,
seq2,no_checks,5 / 100,,,"0,32","0,18","2,42",,,,,,,"1,98","19,61","20,45","3,35",,,,,,
seq2,no_checks,FINAL,,,"0,32","0,18","2,42",,,,,,,"1,98","19,61","20,45","3,35","17,44","991,04","2,50","2,46","404,00","744,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,19","1,18","7,93",,,,,,,"1,95","15,59","20,79","15,66",,,,,,
seq3,no_checks,1 / 100,,,"0,36","1,07","1,93",,,,,,,"1,95","15,27","20,11","15,25",,,,,,
seq3,no_checks,2 / 100,,,"0,36","1,07","1,94",,,,,,,"1,95","15,26","20,09","15,23",,,,,,
seq3,no_checks,3 / 100,,,"0,35","1,06","1,86",,,,,,,"1,95","15,24","20,06","15,21",,,,,,
seq3,no_checks,4 / 100,,,"0,36","1,06","1,86",,,,,,,"1,95","15,24","20,04","15,20",,,,,,
seq3,no_checks,5 / 100,,,"0,36","1,06","1,85",,,,,,,"1,95","15,23","20,03","15,19",,,,,,
seq3,no_checks,FINAL,,,"0,36","1,06","1,85",,,,,,,"1,95","15,23","20,03","15,19","2,29","781,31","2,50","2,26","602,00","1156,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,09","0,33","6,63",,,,,,,"3,29","26,37","30,60","12,25",,,,,,
seq4,no_checks,1 / 100,,,"0,64","0,07","76,93",,,,,,,"3,29","33,10","34,19","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,64","0,07","76,93",,,,,,,"3,29","33,10","34,19","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,64","0,07","76,93",,,,,,,"3,29","33,10","34,19","0,00","-25,51","1006,59","2,50","2,17","122,00","244,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,14","0,68","18,25",,,,,,,"6,25","47,48","48,52","5,52",,,,,,
seq5,no_checks,1 / 100,,,"3,36","0,06","573,07",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,2 / 100,,,"3,36","0,06","573,07",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,FINAL,,,"3,36","0,06","573,07",,,,,,,"6,25","50,88","51,87","0,00","-7,18","814,28","2,50","4,73","103,00","204,00"
