FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,,,,,,,,,,"2,26","38,06","38,66","5,94",,,,,,
seq0,checks,1 / 100,,,,,,,,,,,,"2,26","40,75","40,78","0,00",,,,,,
seq0,checks,2 / 100,,,,,,,,,,,,"2,26","40,75","40,78","0,00",,,,,,
seq0,checks,FINAL,,,,,,,,,,,,"2,26","40,75","40,78","0,00","-7,07","1805,78","2,50","2,48","409,00","42,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,17","1,98","11,62",,,,,,,"2,31","25,67","29,89","16,52",,,,,,
seq0,no_checks,1 / 100,,,"0,40","0,94","3,67",,,,,,,"2,31","23,73","27,34","14,29",,,,,,
seq0,no_checks,2 / 100,,,"0,41","0,86","3,46",,,,,,,"2,31","23,53","27,12","14,01",,,,,,
seq0,no_checks,3 / 100,,,"0,41","0,78","3,44",,,,,,,"2,31","23,33","26,92","13,72",,,,,,
seq0,no_checks,4 / 100,,,"0,42","0,78","3,44",,,,,,,"2,31","23,33","26,92","13,72",,,,,,
seq0,no_checks,FINAL,,,"0,42","0,78","3,44",,,,,,,"2,31","23,33","26,92","13,72","9,10","1011,07","2,50","2,82","411,00","822,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,,,,,,,,,,"3,19","41,76","43,65","0,00",,,,,,
seq1,no_checks,1 / 100,,,"0,01","0,34","0,21",,,,,,,"3,19","41,76","43,65","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,01","0,34","0,21",,,,,,,"3,19","41,76","43,65","0,00","0,00","1308,60","0,00","4,67","529,00","1058,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,15","2,70","6,34",,,,,,,"1,97","23,93","27,97","21,14",,,,,,
seq2,no_checks,1 / 100,,,"0,37","0,16","3,51",,,,,,,"1,97","19,97","20,71","2,51",,,,,,
seq2,no_checks,2 / 100,,,"0,36","0,16","2,83",,,,,,,"1,97","20,01","20,74","2,45",,,,,,
seq2,no_checks,3 / 100,,,"0,36","0,16","2,84",,,,,,,"1,97","20,01","20,74","2,45",,,,,,
seq2,no_checks,FINAL,,,"0,36","0,16","2,84",,,,,,,"1,97","20,01","20,74","2,45","16,38","1014,30","2,50","2,46","406,00","744,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,17","1,22","7,93",,,,,,,"1,95","15,61","20,80","15,67",,,,,,
seq3,no_checks,1 / 100,,,"0,36","0,84","2,20",,,,,,,"1,95","14,42","18,49","14,26",,,,,,
seq3,no_checks,2 / 100,,,"0,36","0,84","2,20",,,,,,,"1,95","14,40","18,47","14,24",,,,,,
seq3,no_checks,3 / 100,,,"0,35","0,84","2,22",,,,,,,"1,95","14,38","18,42","14,22",,,,,,
seq3,no_checks,4 / 100,,,"0,36","0,84","2,18",,,,,,,"1,95","14,38","18,41","14,22",,,,,,
seq3,no_checks,5 / 100,,,"0,36","0,84","2,17",,,,,,,"1,95","14,38","18,41","14,22",,,,,,
seq3,no_checks,FINAL,,,"0,36","0,84","2,17",,,,,,,"1,95","14,38","18,41","14,22","7,87","738,44","2,50","2,26","601,00","1154,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,12","0,34","15,03",,,,,,,"3,30","26,31","30,53","12,26",,,,,,
seq4,no_checks,1 / 100,,,"0,71","0,07","7,04",,,,,,,"3,30","31,83","33,11","1,88",,,,,,
seq4,no_checks,2 / 100,,,"0,71","0,07","7,83",,,,,,,"3,30","31,88","33,15","1,81",,,,,,
seq4,no_checks,3 / 100,,,"0,69","0,06","8,00",,,,,,,"3,30","31,95","33,21","1,70",,,,,,
seq4,no_checks,4 / 100,,,"0,67","0,06","8,30",,,,,,,"3,30","31,98","33,23","1,66",,,,,,
seq4,no_checks,5 / 100,,,"0,75","0,06","8,45",,,,,,,"3,30","32,05","33,29","1,57",,,,,,
seq4,no_checks,6 / 100,,,"0,69","0,06","9,03",,,,,,,"3,30","32,08","33,32","1,52",,,,,,
seq4,no_checks,7 / 100,,,"0,78","0,06","8,99",,,,,,,"3,30","32,13","33,35","1,46",,,,,,
seq4,no_checks,8 / 100,,,"0,73","0,06","9,61",,,,,,,"3,30","32,15","33,37","1,42",,,,,,
seq4,no_checks,9 / 100,,,"0,93","0,06","15,37",,,,,,,"3,30","33,03","34,12","0,00",,,,,,
seq4,no_checks,10 / 100,,,"0,99","0,06","12,62",,,,,,,"3,30","33,03","34,12","0,02",,,,,,
seq4,no_checks,FINAL,,,"0,99","0,06","12,62",,,,,,,"3,30","33,03","34,12","0,02","-25,58","1002,40","2,50","2,17","123,00","246,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,10","0,68","20,87",,,,,,,"6,25","47,48","48,52","5,52",,,,,,
seq5,no_checks,1 / 100,,,"3,02","0,07","538,56",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,2 / 100,,,"3,02","0,07","538,56",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,FINAL,,,"3,02","0,07","538,56",,,,,,,"6,25","50,88","51,87","0,00","-7,18","814,28","2,50","4,73","103,00","204,00"
