FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,,,,,,,,,,"2,31","38,55","39,18","6,17",,,,,,
seq0,checks,1 / 100,,,,,,,,,,,,"2,31","41,34","41,38","0,00",,,,,,
seq0,checks,2 / 100,,,,,,,,,,,,"2,31","41,34","41,38","0,00",,,,,,
seq0,checks,FINAL,,,,,,,,,,,,"2,31","41,34","41,38","0,00","-7,25","1787,69","2,50","2,48","411,00","44,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,26","2,03","12,27",,,,,,,"2,32","25,70","29,97","16,57",,,,,,
seq0,no_checks,1 / 100,,,"0,46","0,81","3,89",,,,,,,"2,32","23,40","27,06","13,80",,,,,,
seq0,no_checks,2 / 100,,,"0,47","0,81","3,85",,,,,,,"2,32","23,39","27,06","13,79",,,,,,
seq0,no_checks,3 / 100,,,"0,47","0,81","3,85",,,,,,,"2,32","23,39","27,06","13,79",,,,,,
seq0,no_checks,FINAL,,,"0,47","0,81","3,85",,,,,,,"2,32","23,39","27,06","13,79","8,96","1009,92","2,50","2,82","410,00","820,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,,,,,,,,,,"3,17","41,40","43,30","0,00",,,,,,
seq1,no_checks,1 / 100,,,,,,,,,,,,"3,17","41,40","43,30","0,00",,,,,,
seq1,no_checks,FINAL,,,,,,,,,,,,"3,17","41,40","43,30","0,00","0,00","1307,05","0,00","4,67","534,00","1068,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,15","2,71","5,76",,,,,,,"1,97","23,72","27,78","21,23",,,,,,
seq2,no_checks,1 / 100,,,"0,22","1,15","1,86",,,,,,,"1,97","20,51","23,62","17,21",,,,,,
seq2,no_checks,2 / 100,,,"0,24","1,15","1,64",,,,,,,"1,97","20,50","23,61","17,20",,,,,,
seq2,no_checks,3 / 100,,,"0,25","1,15","1,61",,,,,,,"1,97","20,50","23,61","17,20",,,,,,
seq2,no_checks,FINAL,,,"0,25","1,15","1,61",,,,,,,"1,97","20,50","23,61","17,20","13,56","1038,64","2,50","2,46","406,00","746,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,15","1,22","7,91",,,,,,,"1,95","15,55","20,71","15,61",,,,,,
seq3,no_checks,1 / 100,,,"0,30","1,16","1,95",,,,,,,"1,95","15,36","20,33","15,38",,,,,,
seq3,no_checks,2 / 100,,,"0,31","1,15","1,90",,,,,,,"1,95","15,33","20,27","15,33",,,,,,
seq3,no_checks,3 / 100,,,"0,31","1,15","1,89",,,,,,,"1,95","15,32","20,25","15,32",,,,,,
seq3,no_checks,4 / 100,,,"0,31","1,15","1,89",,,,,,,"1,95","15,31","20,23","15,30",,,,,,
seq3,no_checks,5 / 100,,,"0,31","1,14","1,89",,,,,,,"1,95","15,29","20,19","15,28",,,,,,
seq3,no_checks,6 / 100,,,"0,31","1,14","1,89",,,,,,,"1,95","15,29","20,17","15,27",,,,,,
seq3,no_checks,FINAL,,,"0,31","1,14","1,89",,,,,,,"1,95","15,29","20,17","15,27","1,70","783,82","2,50","2,26","601,00","1154,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,03","0,31","9,19",,,,,,,"3,29","26,19","30,38","12,08",,,,,,
seq4,no_checks,1 / 100,,,"0,24","0,07","74,94",,,,,,,"3,29","32,80","33,91","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,24","0,07","74,94",,,,,,,"3,29","32,80","33,91","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,24","0,07","74,94",,,,,,,"3,29","32,80","33,91","0,00","-25,22","996,15","2,50","2,16","121,00","242,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,62","0,70","31,59",,,,,,,"6,25","47,47","48,52","5,53",,,,,,
seq5,no_checks,1 / 100,,,"2,07","0,07","43,20",,,,,,,"6,25","50,63","51,64","0,65",,,,,,
seq5,no_checks,2 / 100,,,"2,24","0,07","45,37",,,,,,,"6,25","50,83","51,82","0,17",,,,,,
seq5,no_checks,3 / 100,,,"2,24","0,07","45,37",,,,,,,"6,25","50,83","51,82","0,17",,,,,,
seq5,no_checks,FINAL,,,"2,24","0,07","45,37",,,,,,,"6,25","50,83","51,82","0,17","-7,07","813,67","2,50","4,73","103,00","204,00"
