FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,46",,,,,,,"25,00","938,85","945,34",,,,,,
seq0,checks,1 / 12,,,"0,61",,,,,,,"25,00","938,80","945,27",,,,,,
seq0,checks,2 / 12,,,"0,84",,,,,,,"25,00","938,25","944,72",,,,,,
seq0,checks,3 / 12,,,"2,23",,,,,,,"25,00","928,40","934,15",,,,,,
seq0,checks,4 / 12,,,"20,40",,,,,,,"25,00","902,03","907,77",,,,,,
seq0,checks,5 / 12,,,"10,01",,,,,,,"25,00","860,93","868,54",,,,,,
seq0,checks,6 / 12,,,"7,41",,,,,,,"25,00","859,51","866,84",,,,,,
seq0,checks,7 / 12,,,"8,54",,,,,,,"25,00","859,53","866,79",,,,,,
seq0,checks,8 / 12,,,"4,40",,,,,,,"25,00","860,57","867,53",,,,,,
seq0,checks,9 / 12,,,"1,70",,,,,,,"25,00","859,94","866,70",,,,,,
seq0,checks,10 / 12,,,"2,08",,,,,,,"25,00","859,64","866,29",,,,,,
seq0,checks,11 / 12,,,"1,06",,,,,,,"25,00","859,04","865,77",,,,,,
seq0,checks,FINAL,,,"0,72",,,,,,,"25,00","858,93","865,65","8,51","3435,54","25,00","1,31","445,00","860,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,46",,,,,,,"25,00","938,85","945,34",,,,,,
seq0,no_checks,1 / 12,,,"0,61",,,,,,,"25,00","938,80","945,27",,,,,,
seq0,no_checks,2 / 12,,,"0,84",,,,,,,"25,00","938,25","944,72",,,,,,
seq0,no_checks,3 / 12,,,"2,23",,,,,,,"25,00","928,40","934,15",,,,,,
seq0,no_checks,4 / 12,,,"20,40",,,,,,,"25,00","902,03","907,77",,,,,,
seq0,no_checks,5 / 12,,,"10,01",,,,,,,"25,00","860,93","868,54",,,,,,
seq0,no_checks,6 / 12,,,"7,41",,,,,,,"25,00","859,51","866,84",,,,,,
seq0,no_checks,7 / 12,,,"8,54",,,,,,,"25,00","859,53","866,79",,,,,,
seq0,no_checks,8 / 12,,,"4,40",,,,,,,"25,00","860,57","867,53",,,,,,
seq0,no_checks,9 / 12,,,"1,70",,,,,,,"25,00","859,94","866,70",,,,,,
seq0,no_checks,10 / 12,,,"2,08",,,,,,,"25,00","859,64","866,29",,,,,,
seq0,no_checks,11 / 12,,,"1,06",,,,,,,"25,00","859,04","865,77",,,,,,
seq0,no_checks,FINAL,,,"0,72",,,,,,,"25,00","858,93","865,65","8,51","3435,54","25,00","1,31","445,00","860,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,49",,,,,,,"25,00","969,42","988,04",,,,,,
seq1,no_checks,1 / 12,,,"1,01",,,,,,,"25,00","969,33","987,92",,,,,,
seq1,no_checks,2 / 12,,,"2,10",,,,,,,"25,00","966,74","984,53",,,,,,
seq1,no_checks,3 / 12,,,"2,94",,,,,,,"25,00","956,91","972,23",,,,,,
seq1,no_checks,4 / 12,,,"31,45",,,,,,,"25,00","910,07","916,69",,,,,,
seq1,no_checks,5 / 12,,,"13,41",,,,,,,"25,00","889,85","896,09",,,,,,
seq1,no_checks,6 / 12,,,"11,29",,,,,,,"25,00","888,37","894,59",,,,,,
seq1,no_checks,7 / 12,,,"7,38",,,,,,,"25,00","884,35","890,37",,,,,,
seq1,no_checks,8 / 12,,,"0,91",,,,,,,"25,00","883,10","888,50",,,,,,
seq1,no_checks,9 / 12,,,"3,93",,,,,,,"25,00","891,68","896,15",,,,,,
seq1,no_checks,10 / 12,,,"3,37",,,,,,,"25,00","890,07","894,57",,,,,,
seq1,no_checks,11 / 12,,,"3,81",,,,,,,"25,00","890,79","895,36",,,,,,
seq1,no_checks,FINAL,,,"3,97",,,,,,,"25,00","890,78","895,36","8,11","3562,96","25,00","1,48","457,00","780,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"1,36",,,,,,,"25,00","952,07","980,20",,,,,,
seq2,no_checks,1 / 12,,,"2,97",,,,,,,"25,00","951,23","979,13",,,,,,
seq2,no_checks,2 / 12,,,"4,29",,,,,,,"25,00","935,89","961,54",,,,,,
seq2,no_checks,3 / 12,,,"24,50",,,,,,,"25,00","871,88","886,97",,,,,,
seq2,no_checks,4 / 12,,,"30,01",,,,,,,"25,00","847,57","859,26",,,,,,
seq2,no_checks,5 / 12,,,"9,87",,,,,,,"25,00","830,14","842,58",,,,,,
seq2,no_checks,6 / 12,,,"0,80",,,,,,,"25,00","825,24","837,36",,,,,,
seq2,no_checks,7 / 12,,,"0,53",,,,,,,"25,00","825,38","837,37",,,,,,
seq2,no_checks,8 / 12,,,"0,61",,,,,,,"25,00","825,40","837,39",,,,,,
seq2,no_checks,9 / 12,,,"0,60",,,,,,,"25,00","825,41","837,41",,,,,,
seq2,no_checks,10 / 12,,,"0,60",,,,,,,"25,00","825,43","837,42",,,,,,
seq2,no_checks,11 / 12,,,"0,64",,,,,,,"25,00","825,56","837,54",,,,,,
seq2,no_checks,FINAL,,,"0,65",,,,,,,"25,00","825,55","837,53","13,29","3302,07","25,00","1,99","313,00","600,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,77",,,,,,,"25,00","936,93","957,03",,,,,,
seq3,no_checks,1 / 12,,,"2,07",,,,,,,"25,00","935,96","955,82",,,,,,
seq3,no_checks,2 / 12,,,"2,61",,,,,,,"25,00","935,02","954,74",,,,,,
seq3,no_checks,3 / 12,,,"8,05",,,,,,,"25,00","915,29","929,82",,,,,,
seq3,no_checks,4 / 12,,,"15,41",,,,,,,"25,00","904,57","917,10",,,,,,
seq3,no_checks,5 / 12,,,"62,56",,,,,,,"25,00","878,04","888,09",,,,,,
seq3,no_checks,6 / 12,,,"45,08",,,,,,,"25,00","876,04","886,39",,,,,,
seq3,no_checks,7 / 12,,,"40,68",,,,,,,"25,00","873,10","883,63",,,,,,
seq3,no_checks,8 / 12,,,"39,59",,,,,,,"25,00","872,91","883,42",,,,,,
seq3,no_checks,9 / 12,,,"38,59",,,,,,,"25,00","872,40","882,89",,,,,,
seq3,no_checks,10 / 12,,,"33,76",,,,,,,"25,00","871,88","882,44",,,,,,
seq3,no_checks,11 / 12,,,"28,49",,,,,,,"25,00","870,38","881,07",,,,,,
seq3,no_checks,FINAL,,,"28,06",,,,,,,"25,00","870,15","880,84","7,13","3480,44","25,00","2,01","451,00","862,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,71",,,,,,,"25,00","876,37","884,14",,,,,,
seq4,no_checks,1 / 12,,,"1,43",,,,,,,"25,00","874,29","881,79",,,,,,
seq4,no_checks,2 / 12,,,"2,23",,,,,,,"25,00","858,04","865,46",,,,,,
seq4,no_checks,3 / 12,,,"2,31",,,,,,,"25,00","845,84","853,85",,,,,,
seq4,no_checks,4 / 12,,,"4,29",,,,,,,"25,00","835,08","844,82",,,,,,
seq4,no_checks,5 / 12,,,"4,18",,,,,,,"25,00","834,44","844,41",,,,,,
seq4,no_checks,6 / 12,,,"5,15",,,,,,,"25,00","833,32","843,51",,,,,,
seq4,no_checks,7 / 12,,,"9,30",,,,,,,"25,00","845,96","854,99",,,,,,
seq4,no_checks,8 / 12,,,"6,30",,,,,,,"25,00","839,37","848,88",,,,,,
seq4,no_checks,9 / 12,,,"6,15",,,,,,,"25,00","839,27","848,80",,,,,,
seq4,no_checks,10 / 12,,,"6,88",,,,,,,"25,00","839,21","848,75",,,,,,
seq4,no_checks,11 / 12,,,"6,59",,,,,,,"25,00","839,20","848,73",,,,,,
seq4,no_checks,FINAL,,,"6,70",,,,,,,"25,00","839,21","848,73","4,24","3356,67","25,00","3,35","349,00","698,00"
