FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,12","0,00",,,,,,,"1,33","39,32","40,35","5,14",,,,,,
seq0,checks,1 / 100,,,"0,07","0,12","0,08",,,,,,,"1,33","39,26","40,05","0,00",,,,,,
seq0,checks,2 / 100,,,"0,07","0,12","0,08",,,,,,,"1,33","39,26","40,05","0,00",,,,,,
seq0,checks,FINAL,,,"0,07","0,12","0,08",,,,,,,"1,33","39,26","40,05","0,00","0,14","2957,67","2,50","1,09","410,00","658,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,12","0,00",,,,,,,"1,33","39,21","40,23","5,11",,,,,,
seq0,no_checks,1 / 100,,,"0,09","0,12","0,12",,,,,,,"1,33","39,15","39,93","0,01",,,,,,
seq0,no_checks,2 / 100,,,"0,09","0,12","0,12",,,,,,,"1,33","39,15","39,93","0,01",,,,,,
seq0,no_checks,FINAL,,,"0,09","0,12","0,12",,,,,,,"1,33","39,15","39,93","0,01","0,13","2945,76","2,50","1,09","412,00","658,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,08","0,29","1,13",,,,,,,"1,50","18,17","23,85","15,22",,,,,,
seq1,no_checks,1 / 100,,,"0,07","0,13","0,31",,,,,,,"1,50","12,17","12,51","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,07","0,13","0,31",,,,,,,"1,50","12,17","12,51","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,07","0,13","0,31",,,,,,,"1,50","12,17","12,51","0,00","33,05","812,69","2,50","1,44","471,00","706,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,13","2,72","5,50",,,,,,,"1,97","23,93","27,98","21,09",,,,,,
seq2,no_checks,1 / 100,,,"0,25","0,16","18,21",,,,,,,"1,97","20,68","21,27","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,25","0,16","18,21",,,,,,,"1,97","20,68","21,27","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,25","0,16","18,21",,,,,,,"1,97","20,68","21,27","0,00","13,59","1049,96","2,50","2,46","402,00","738,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,15","1,20","6,85",,,,,,,"1,95","15,69","20,85","15,71",,,,,,
seq3,no_checks,1 / 100,,,"0,19","0,23","3,46",,,,,,,"1,95","4,11","4,23","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,19","0,23","3,46",,,,,,,"1,95","4,11","4,23","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,19","0,23","3,46",,,,,,,"1,95","4,11","4,23","0,00","73,79","211,16","2,50","2,26","603,00","1158,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,16","0,33","10,14",,,,,,,"3,28","26,23","30,42","12,09",,,,,,
seq4,no_checks,1 / 100,,,"1,49","0,07","112,90",,,,,,,"3,28","32,84","33,95","0,00",,,,,,
seq4,no_checks,2 / 100,,,"1,49","0,07","112,90",,,,,,,"3,28","32,84","33,95","0,00",,,,,,
seq4,no_checks,FINAL,,,"1,49","0,07","112,90",,,,,,,"3,28","32,84","33,95","0,00","-25,20","999,73","2,50","2,16","120,00","240,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,24","0,68","27,82",,,,,,,"6,24","47,46","48,51","5,55",,,,,,
seq5,no_checks,1 / 100,,,"2,67","0,06","674,29",,,,,,,"6,24","50,88","51,86","0,00",,,,,,
seq5,no_checks,2 / 100,,,"2,67","0,06","674,29",,,,,,,"6,24","50,88","51,86","0,00",,,,,,
seq5,no_checks,FINAL,,,"2,67","0,06","674,29",,,,,,,"6,24","50,88","51,86","0,00","-7,21","814,81","2,50","4,72","103,00","204,00"
