FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,14","0,00",,,,,,,"1,33","39,32","40,34","5,10",,,,,,
seq0,checks,1 / 100,,,"0,05","0,14","0,08",,,,,,,"1,33","39,47","40,16","2,42",,,,,,
seq0,checks,2 / 100,,,"0,05","0,14","0,08",,,,,,,"1,33","39,47","40,16","2,43",,,,,,
seq0,checks,3 / 100,,,"0,05","0,14","0,08",,,,,,,"1,33","39,46","40,15","2,44",,,,,,
seq0,checks,FINAL,,,"0,05","0,14","0,08",,,,,,,"1,33","39,46","40,15","2,44","-0,37","2977,30","2,50","1,09","413,00","662,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,12","0,00",,,,,,,"1,32","39,23","40,24","5,12",,,,,,
seq0,no_checks,1 / 100,,,"0,00","0,12","0,00",,,,,,,"1,32","39,23","40,24","5,12",,,,,,
seq0,no_checks,FINAL,,,"0,00","0,12","0,00",,,,,,,"1,32","39,23","40,24","5,12","0,00","2962,32","2,50","1,09","411,00","658,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,08","0,29","1,29",,,,,,,"1,50","18,31","23,94","15,35",,,,,,
seq1,no_checks,1 / 100,,,"0,24","0,13","1,94",,,,,,,"1,50","12,05","13,91","6,62",,,,,,
seq1,no_checks,2 / 100,,,"0,27","0,13","1,78",,,,,,,"1,50","12,05","13,89","6,62",,,,,,
seq1,no_checks,3 / 100,,,"0,27","0,13","1,78",,,,,,,"1,50","12,04","13,86","6,58",,,,,,
seq1,no_checks,4 / 100,,,"0,28","0,13","1,75",,,,,,,"1,50","12,03","13,83","6,54",,,,,,
seq1,no_checks,5 / 100,,,"0,26","0,13","1,75",,,,,,,"1,50","12,03","13,81","6,51",,,,,,
seq1,no_checks,6 / 100,,,"0,26","0,13","1,74",,,,,,,"1,50","12,02","13,79","6,48",,,,,,
seq1,no_checks,7 / 100,,,"0,26","0,13","1,69",,,,,,,"1,50","12,01","13,76","6,44",,,,,,
seq1,no_checks,8 / 100,,,"0,26","0,13","1,68",,,,,,,"1,50","12,01","13,74","6,41",,,,,,
seq1,no_checks,9 / 100,,,"0,26","0,13","1,63",,,,,,,"1,50","12,00","13,69","6,34",,,,,,
seq1,no_checks,10 / 100,,,"0,26","0,13","1,62",,,,,,,"1,50","11,99","13,66","6,30",,,,,,
seq1,no_checks,11 / 100,,,"0,26","0,13","1,62",,,,,,,"1,50","11,99","13,64","6,27",,,,,,
seq1,no_checks,12 / 100,,,"0,27","0,13","1,58",,,,,,,"1,50","11,96","13,57","6,17",,,,,,
seq1,no_checks,13 / 100,,,"0,26","0,13","1,56",,,,,,,"1,50","11,95","13,52","6,09",,,,,,
seq1,no_checks,14 / 100,,,"0,26","0,13","1,54",,,,,,,"1,50","11,95","13,50","6,06",,,,,,
seq1,no_checks,15 / 100,,,"0,26","0,13","1,54",,,,,,,"1,50","11,95","13,49","6,05",,,,,,
seq1,no_checks,FINAL,,,"0,26","0,13","1,54",,,,,,,"1,50","11,95","13,49","6,05","34,75","795,30","2,50","1,46","468,00","698,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,14","2,74","5,97",,,,,,,"1,98","23,74","27,79","21,14",,,,,,
seq2,no_checks,1 / 100,,,"0,40","0,16","4,85",,,,,,,"1,98","20,29","20,92","1,74",,,,,,
seq2,no_checks,2 / 100,,,"0,39","0,16","3,91",,,,,,,"1,98","20,33","20,95","1,69",,,,,,
seq2,no_checks,3 / 100,,,"0,40","0,16","4,56",,,,,,,"1,98","20,36","20,98","1,59",,,,,,
seq2,no_checks,4 / 100,,,"0,40","0,16","4,46",,,,,,,"1,98","20,36","20,98","1,59",,,,,,
seq2,no_checks,FINAL,,,"0,40","0,16","4,46",,,,,,,"1,98","20,36","20,98","1,59","14,22","1029,25","2,50","2,46","406,00","746,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,19","1,27","8,09",,,,,,,"1,95","15,59","20,78","15,65",,,,,,
