FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,47",,,,,,,"25,00","938,68","945,22",,,,,,
seq0,checks,1 / 12,,,"0,70",,,,,,,"25,00","937,68","944,13",,,,,,
seq0,checks,2 / 12,,,"1,27",,,,,,,"25,00","935,77","942,06",,,,,,
seq0,checks,3 / 12,,,"33,72",,,,,,,"25,00","895,28","901,73",,,,,,
seq0,checks,4 / 12,,,"48,24",,,,,,,"25,00","883,07","890,75",,,,,,
seq0,checks,5 / 12,,,"11,34",,,,,,,"25,00","878,54","883,43",,,,,,
seq0,checks,6 / 12,,,"10,39",,,,,,,"25,00","878,40","883,30",,,,,,
seq0,checks,7 / 12,,,"10,04",,,,,,,"25,00","877,85","882,81",,,,,,
seq0,checks,8 / 12,,,"7,87",,,,,,,"25,00","873,76","878,92",,,,,,
seq0,checks,9 / 12,,,"8,78",,,,,,,"25,00","873,88","879,02",,,,,,
seq0,checks,10 / 12,,,"8,28",,,,,,,"25,00","873,80","878,93",,,,,,
seq0,checks,11 / 12,,,"7,50",,,,,,,"25,00","872,12","877,37",,,,,,
seq0,checks,FINAL,,,"7,36",,,,,,,"25,00","872,15","877,40","7,09","3488,42","25,00","1,31","445,00","860,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,46",,,,,,,"25,00","938,85","945,34",,,,,,
seq0,no_checks,1 / 12,,,"0,61",,,,,,,"25,00","938,80","945,27",,,,,,
seq0,no_checks,2 / 12,,,"0,84",,,,,,,"25,00","938,25","944,72",,,,,,
seq0,no_checks,3 / 12,,,"2,23",,,,,,,"25,00","928,40","934,15",,,,,,
seq0,no_checks,4 / 12,,,"20,40",,,,,,,"25,00","902,03","907,77",,,,,,
seq0,no_checks,5 / 12,,,"10,01",,,,,,,"25,00","860,93","868,54",,,,,,
seq0,no_checks,6 / 12,,,"7,41",,,,,,,"25,00","859,51","866,84",,,,,,
seq0,no_checks,7 / 12,,,"8,54",,,,,,,"25,00","859,53","866,79",,,,,,
seq0,no_checks,8 / 12,,,"4,40",,,,,,,"25,00","860,57","867,53",,,,,,
seq0,no_checks,9 / 12,,,"1,70",,,,,,,"25,00","859,94","866,70",,,,,,
seq0,no_checks,10 / 12,,,"2,08",,,,,,,"25,00","859,64","866,29",,,,,,
seq0,no_checks,11 / 12,,,"1,06",,,,,,,"25,00","859,04","865,77",,,,,,
seq0,no_checks,FINAL,,,"0,72",,,,,,,"25,00","858,93","865,65","8,51","3435,54","25,00","1,31","445,00","860,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,46",,,,,,,"25,00","966,47","983,29",,,,,,
seq1,no_checks,1 / 12,,,"0,75",,,,,,,"25,00","966,42","983,23",,,,,,
seq1,no_checks,2 / 12,,,"1,79",,,,,,,"25,00","965,91","982,66",,,,,,
seq1,no_checks,3 / 12,,,"4,77",,,,,,,"25,00","948,66","961,77",,,,,,
seq1,no_checks,4 / 12,,,"44,42",,,,,,,"25,00","909,02","916,07",,,,,,
seq1,no_checks,5 / 12,,,"29,88",,,,,,,"25,00","900,36","906,89",,,,,,
seq1,no_checks,6 / 12,,,"17,87",,,,,,,"25,00","895,14","901,57",,,,,,
seq1,no_checks,7 / 12,,,"16,09",,,,,,,"25,00","894,91","901,33",,,,,,
seq1,no_checks,8 / 12,,,"16,32",,,,,,,"25,00","894,79","901,20",,,,,,
seq1,no_checks,9 / 12,,,"18,07",,,,,,,"25,00","894,45","900,87",,,,,,
seq1,no_checks,10 / 12,,,"17,41",,,,,,,"25,00","894,37","900,78",,,,,,
seq1,no_checks,11 / 12,,,"16,42",,,,,,,"25,00","894,12","900,53",,,,,,
seq1,no_checks,FINAL,,,"15,41",,,,,,,"25,00","893,49","899,98","7,55","3573,80","25,00","1,49","461,00","790,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"1,40",,,,,,,"25,00","954,15","982,74",,,,,,
seq2,no_checks,1 / 12,,,"1,96",,,,,,,"25,00","953,02","981,39",,,,,,
seq2,no_checks,2 / 12,,,"34,29",,,,,,,"25,00","851,94","863,53",,,,,,
seq2,no_checks,3 / 12,,,"25,71",,,,,,,"25,00","845,16","856,66",,,,,,
seq2,no_checks,4 / 12,,,"23,96",,,,,,,"25,00","844,77","856,33",,,,,,
seq2,no_checks,5 / 12,,,"3,96",,,,,,,"25,00","827,21","839,57",,,,,,
seq2,no_checks,6 / 12,,,"4,05",,,,,,,"25,00","827,17","839,53",,,,,,
seq2,no_checks,7 / 12,,,"4,28",,,,,,,"25,00","827,12","839,48",,,,,,
seq2,no_checks,8 / 12,,,"4,34",,,,,,,"25,00","827,08","839,45",,,,,,
seq2,no_checks,9 / 12,,,"4,26",,,,,,,"25,00","827,08","839,45",,,,,,
seq2,no_checks,10 / 12,,,"0,75",,,,,,,"25,00","826,01","837,90",,,,,,
seq2,no_checks,11 / 12,,,"0,77",,,,,,,"25,00","826,01","837,90",,,,,,
