FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,12","0,00",,,,,,,"1,32","39,30","40,32","5,10",,,,,,
seq0,checks,1 / 100,,,"0,07","0,12","0,10",,,,,,,"1,32","39,25","40,03","0,01",,,,,,
seq0,checks,2 / 100,,,"0,07","0,12","0,10",,,,,,,"1,32","39,25","40,03","0,01",,,,,,
seq0,checks,FINAL,,,"0,07","0,12","0,10",,,,,,,"1,32","39,25","40,03","0,01","0,15","2981,40","2,50","1,08","413,00","658,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,13","0,00",,,,,,,"1,32","39,30","40,32","5,11",,,,,,
seq0,no_checks,1 / 100,,,"0,09","0,13","0,11",,,,,,,"1,32","39,24","40,03","0,01",,,,,,
seq0,no_checks,2 / 100,,,"0,09","0,13","0,11",,,,,,,"1,32","39,24","40,03","0,01",,,,,,
seq0,no_checks,FINAL,,,"0,09","0,13","0,11",,,,,,,"1,32","39,24","40,03","0,01","0,14","2963,67","2,50","1,09","414,00","662,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,08","0,30","1,01",,,,,,,"1,50","18,17","23,75","15,19",,,,,,
seq1,no_checks,1 / 100,,,"0,10","0,12","0,31",,,,,,,"1,50","11,95","12,29","0,01",,,,,,
seq1,no_checks,2 / 100,,,"0,10","0,12","0,31",,,,,,,"1,50","11,95","12,29","0,01",,,,,,
seq1,no_checks,FINAL,,,"0,10","0,12","0,31",,,,,,,"1,50","11,95","12,29","0,01","34,23","795,81","2,50","1,44","473,00","706,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,16","2,77","5,49",,,,,,,"1,98","23,71","27,77","21,08",,,,,,
seq2,no_checks,1 / 100,,,"0,32","0,17","19,08",,,,,,,"1,98","20,62","21,21","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,32","0,17","19,08",,,,,,,"1,98","20,62","21,21","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,32","0,17","19,08",,,,,,,"1,98","20,62","21,21","0,00","13,05","1042,97","2,50","2,46","406,00","748,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,13","1,19","6,74",,,,,,,"1,95","15,70","20,88","15,75",,,,,,
seq3,no_checks,1 / 100,,,"0,20","0,23","3,47",,,,,,,"1,95","4,09","4,21","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,20","0,23","3,47",,,,,,,"1,95","4,09","4,21","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,20","0,23","3,47",,,,,,,"1,95","4,09","4,21","0,00","73,95","209,90","2,50","2,26","601,00","1154,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,08","0,34","8,97",,,,,,,"3,28","26,53","30,66","12,06",,,,,,
seq4,no_checks,1 / 100,,,"0,45","0,07","72,16",,,,,,,"3,28","33,15","34,23","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,45","0,07","72,16",,,,,,,"3,28","33,15","34,23","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,45","0,07","72,16",,,,,,,"3,28","33,15","34,23","0,00","-24,94","1010,86","2,50","2,17","123,00","246,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,42","0,68","29,12",,,,,,,"6,24","47,42","48,47","5,51",,,,,,
seq5,no_checks,1 / 100,,,"4,94","0,06","751,92",,,,,,,"6,24","50,81","51,80","0,00",,,,,,
seq5,no_checks,2 / 100,,,"4,94","0,06","751,92",,,,,,,"6,24","50,81","51,80","0,00",,,,,,
seq5,no_checks,FINAL,,,"4,94","0,06","751,92",,,,,,,"6,24","50,81","51,80","0,00","-7,15","813,98","2,50","4,73","104,00","206,00"
