FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"1,38","44,74","47,29",,,,,,
seq0,checks,1 / 50,,,"0,01",,,,,,,"1,38","44,87","46,84",,,,,,
seq0,checks,2 / 50,,,"0,02",,,,,,,"1,38","44,87","46,84",,,,,,
seq0,checks,3 / 50,,,"0,16",,,,,,,"1,38","45,03","47,11",,,,,,
seq0,checks,4 / 50,,,"0,14",,,,,,,"1,38","45,61","47,09",,,,,,
seq0,checks,5 / 50,,,"0,08",,,,,,,"1,38","45,73","47,15",,,,,,
seq0,checks,6 / 50,,,"0,02",,,,,,,"1,38","45,63","47,09",,,,,,
seq0,checks,7 / 50,,,"0,05",,,,,,,"1,38","45,76","47,26",,,,,,
seq0,checks,8 / 50,,,"0,05",,,,,,,"1,38","45,79","47,33",,,,,,
seq0,checks,9 / 50,,,"0,06",,,,,,,"1,38","45,81","47,43",,,,,,
seq0,checks,10 / 50,,,"0,08",,,,,,,"1,38","45,90","47,60",,,,,,
seq0,checks,11 / 50,,,"0,08",,,,,,,"1,38","45,93","47,72",,,,,,
seq0,checks,12 / 50,,,"0,09",,,,,,,"1,38","46,01","47,85",,,,,,
seq0,checks,13 / 50,,,"0,14",,,,,,,"1,38","46,10","47,97",,,,,,
seq0,checks,14 / 50,,,"0,07",,,,,,,"1,38","46,13","47,84",,,,,,
seq0,checks,15 / 50,,,"0,07",,,,,,,"1,38","46,23","47,72",,,,,,
seq0,checks,16 / 50,,,"0,09",,,,,,,"1,38","46,24","47,70",,,,,,
seq0,checks,17 / 50,,,"0,06",,,,,,,"1,38","46,09","47,57",,,,,,
seq0,checks,18 / 50,,,"0,05",,,,,,,"1,38","46,04","47,52",,,,,,
seq0,checks,19 / 50,,,"0,05",,,,,,,"1,38","46,04","47,52",,,,,,
seq0,checks,20 / 50,,,"0,04",,,,,,,"1,38","46,03","47,51",,,,,,
seq0,checks,21 / 50,,,"0,04",,,,,,,"1,38","46,00","47,47",,,,,,
seq0,checks,22 / 50,,,"0,04",,,,,,,"1,38","46,02","47,49",,,,,,
seq0,checks,23 / 50,,,"0,04",,,,,,,"1,38","46,02","47,49",,,,,,
seq0,checks,24 / 50,,,"0,04",,,,,,,"1,38","46,04","47,51",,,,,,
seq0,checks,25 / 50,,,"0,04",,,,,,,"1,38","46,03","47,50",,,,,,
seq0,checks,26 / 50,,,"0,04",,,,,,,"1,38","46,01","47,47",,,,,,
seq0,checks,27 / 50,,,"0,02",,,,,,,"1,38","46,08","47,49",,,,,,
seq0,checks,28 / 50,,,"0,08",,,,,,,"1,38","46,14","47,56",,,,,,
seq0,checks,29 / 50,,,"0,07",,,,,,,"1,38","46,16","47,58",,,,,,
seq0,checks,30 / 50,,,"0,05",,,,,,,"1,38","46,15","47,56",,,,,,
seq0,checks,31 / 50,,,"0,06",,,,,,,"1,38","46,16","47,57",,,,,,
