FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,12","0,00",,,,,,,"1,32","39,07","40,09","5,18",,,,,,
seq0,checks,1 / 100,,,"0,08","0,12","0,10",,,,,,,"1,32","39,01","39,79","0,01",,,,,,
seq0,checks,2 / 100,,,"0,08","0,12","0,10",,,,,,,"1,32","39,01","39,79","0,01",,,,,,
seq0,checks,FINAL,,,"0,08","0,12","0,10",,,,,,,"1,32","39,01","39,79","0,01","0,15","2944,50","2,50","1,09","417,00","668,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,13","0,00",,,,,,,"1,32","39,31","40,35","5,10",,,,,,
seq0,no_checks,1 / 100,,,"0,07","0,13","0,11",,,,,,,"1,32","39,26","40,05","0,01",,,,,,
seq0,no_checks,2 / 100,,,"0,07","0,13","0,11",,,,,,,"1,32","39,26","40,05","0,01",,,,,,
seq0,no_checks,FINAL,,,"0,07","0,13","0,11",,,,,,,"1,32","39,26","40,05","0,01","0,13","2968,67","2,50","1,09","409,00","654,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,07","0,29","0,89",,,,,,,"1,50","18,01","23,56","15,17",,,,,,
seq1,no_checks,1 / 100,,,"0,10","0,13","0,31",,,,,,,"1,50","11,69","12,03","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,10","0,13","0,31",,,,,,,"1,50","11,69","12,03","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,10","0,13","0,31",,,,,,,"1,50","11,69","12,03","0,00","35,08","781,24","2,50","1,43","470,00","702,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,15","2,70","5,76",,,,,,,"1,97","23,92","27,99","21,18",,,,,,
seq2,no_checks,1 / 100,,,"0,30","0,15","18,60",,,,,,,"1,97","20,66","21,25","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,30","0,15","18,60",,,,,,,"1,97","20,66","21,25","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,30","0,15","18,60",,,,,,,"1,97","20,66","21,25","0,00","13,64","1048,27","2,50","2,46","401,00","736,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,17","1,19","7,74",,,,,,,"1,95","15,60","20,79","15,68",,,,,,
seq3,no_checks,1 / 100,,,"0,19","0,24","3,48",,,,,,,"1,95","4,11","4,22","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,19","0,24","3,48",,,,,,,"1,95","4,11","4,22","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,19","0,24","3,48",,,,,,,"1,95","4,11","4,22","0,00","73,66","210,62","2,50","2,26","602,00","1156,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,08","0,34","12,39",,,,,,,"3,30","26,43","30,68","12,24",,,,,,
seq4,no_checks,1 / 100,,,"0,25","0,07","73,45",,,,,,,"3,30","33,15","34,25","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,25","0,07","73,45",,,,,,,"3,30","33,15","34,25","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,25","0,07","73,45",,,,,,,"3,30","33,15","34,25","0,00","-25,44","1005,80","2,50","2,17","121,00","242,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,14","0,69","20,06",,,,,,,"6,25","47,48","48,52","5,52",,,,,,
seq5,no_checks,1 / 100,,,"1,33","0,07","489,10",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,2 / 100,,,"1,33","0,07","489,10",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,FINAL,,,"1,33","0,07","489,10",,,,,,,"6,25","50,88","51,87","0,00","-7,18","814,28","2,50","4,73","103,00","204,00"
