FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,,,,,,,,,,"2,31","38,55","39,18","6,17",,,,,,
seq0,checks,1 / 100,,,,,,,,,,,,"2,31","41,34","41,38","0,00",,,,,,
seq0,checks,2 / 100,,,,,,,,,,,,"2,31","41,34","41,38","0,00",,,,,,
seq0,checks,FINAL,,,,,,,,,,,,"2,31","41,34","41,38","0,00","-7,25","1787,69","2,50","2,48","412,00","44,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,13","2,03","12,33",,,,,,,"2,31","25,55","29,74","16,48",,,,,,
seq0,no_checks,1 / 100,,,"0,39","0,15","3,10",,,,,,,"2,31","21,34","22,81","2,07",,,,,,
seq0,no_checks,2 / 100,,,"0,40","0,15","3,07",,,,,,,"2,31","21,43","22,83","1,91",,,,,,
seq0,no_checks,3 / 100,,,"0,41","0,15","3,01",,,,,,,"2,31","21,44","22,83","1,89",,,,,,
seq0,no_checks,4 / 100,,,"0,41","0,15","3,00",,,,,,,"2,31","21,44","22,83","1,89",,,,,,
seq0,no_checks,FINAL,,,"0,41","0,15","3,00",,,,,,,"2,31","21,44","22,83","1,89","16,10","927,17","2,50","2,82","412,00","824,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,,,,,,,,,,"3,18","41,63","43,52","0,00",,,,,,
seq1,no_checks,1 / 100,,,"0,00","0,32","0,14",,,,,,,"3,18","41,63","43,52","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,00","0,32","0,14",,,,,,,"3,18","41,63","43,52","0,00","0,00","1307,75","0,00","4,67","528,00","1056,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,12","2,69","5,63",,,,,,,"1,97","23,83","27,87","21,12",,,,,,
seq2,no_checks,1 / 100,,,"0,26","0,17","2,92",,,,,,,"1,97","19,82","20,52","2,34",,,,,,
seq2,no_checks,2 / 100,,,"0,27","0,17","2,60",,,,,,,"1,97","19,86","20,55","2,28",,,,,,
seq2,no_checks,3 / 100,,,"0,27","0,17","2,60",,,,,,,"1,97","19,86","20,55","2,27",,,,,,
seq2,no_checks,FINAL,,,"0,27","0,17","2,60",,,,,,,"1,97","19,86","20,55","2,27","16,66","1007,21","2,50","2,46","403,00","740,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,15","1,19","7,76",,,,,,,"1,95","15,59","20,77","15,68",,,,,,
seq3,no_checks,1 / 100,,,"0,33","0,99","1,81",,,,,,,"1,95","14,99","19,57","14,97",,,,,,
seq3,no_checks,2 / 100,,,"0,32","0,99","1,76",,,,,,,"1,95","14,97","19,54","14,95",,,,,,
seq3,no_checks,3 / 100,,,"0,33","0,99","1,77",,,,,,,"1,95","14,97","19,53","14,95",,,,,,
seq3,no_checks,4 / 100,,,"0,33","0,99","1,73",,,,,,,"1,95","14,96","19,52","14,94",,,,,,
seq3,no_checks,FINAL,,,"0,33","0,99","1,73",,,,,,,"1,95","14,96","19,52","14,94","4,01","767,21","2,50","2,26","603,00","1158,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,10","0,34","15,45",,,,,,,"3,28","26,53","30,69","12,14",,,,,,
seq4,no_checks,1 / 100,,,"0,10","0,14","0,45",,,,,,,"3,28","28,65","31,06","7,77",,,,,,
seq4,no_checks,2 / 100,,,"0,12","0,13","0,46",,,,,,,"3,28","28,82","31,12","7,45",,,,,,
seq4,no_checks,3 / 100,,,"0,12","0,12","0,46",,,,,,,"3,28","28,90","31,14","7,31",,,,,,
seq4,no_checks,4 / 100,,,"0,13","0,12","0,46",,,,,,,"3,28","28,95","31,16","7,21",,,,,,
seq4,no_checks,5 / 100,,,"0,13","0,12","0,45",,,,,,,"3,28","28,96","31,16","7,20",,,,,,
seq4,no_checks,FINAL,,,"0,13","0,12","0,45",,,,,,,"3,28","28,96","31,16","7,20","-9,15","882,08","2,50","2,17","122,00","244,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,10","0,67","19,91",,,,,,,"6,25","47,47","48,52","5,53",,,,,,
seq5,no_checks,1 / 100,,,"3,02","0,06","538,11",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,2 / 100,,,"3,02","0,06","538,11",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,FINAL,,,"3,02","0,06","538,11",,,,,,,"6,25","50,88","51,87","0,00","-7,18","814,50","2,50","4,73","103,00","204,00"
