FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,12","0,00",,,,,,,"1,33","39,16","40,20","5,19",,,,,,
seq0,checks,1 / 100,,,"0,07","0,13","0,11",,,,,,,"1,33","39,11","39,89","0,01",,,,,,
seq0,checks,2 / 100,,,"0,07","0,13","0,11",,,,,,,"1,33","39,11","39,89","0,01",,,,,,
seq0,checks,FINAL,,,"0,07","0,13","0,11",,,,,,,"1,33","39,11","39,89","0,01","0,14","2945,79","2,50","1,09","414,00","662,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,12","0,00",,,,,,,"1,32","39,22","40,25","5,09",,,,,,
seq0,no_checks,1 / 100,,,"0,07","0,12","0,08",,,,,,,"1,32","39,17","39,96","0,01",,,,,,
seq0,no_checks,2 / 100,,,"0,07","0,12","0,08",,,,,,,"1,32","39,17","39,96","0,01",,,,,,
seq0,no_checks,FINAL,,,"0,07","0,12","0,08",,,,,,,"1,32","39,17","39,96","0,01","0,14","2960,05","2,50","1,09","414,00","662,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,07","0,29","1,18",,,,,,,"1,50","18,27","23,88","15,31",,,,,,
seq1,no_checks,1 / 100,,,"0,08","0,14","0,28",,,,,,,"1,50","11,94","12,28","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,08","0,14","0,28",,,,,,,"1,50","11,94","12,28","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,08","0,14","0,28",,,,,,,"1,50","11,94","12,28","0,00","34,65","796,19","2,50","1,44","469,00","694,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,13","2,75","4,78",,,,,,,"1,98","23,76","27,82","21,18",,,,,,
seq2,no_checks,1 / 100,,,"0,32","0,17","18,91",,,,,,,"1,98","20,66","21,25","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,32","0,17","18,91",,,,,,,"1,98","20,66","21,25","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,32","0,17","18,91",,,,,,,"1,98","20,66","21,25","0,00","13,06","1044,08","2,50","2,46","404,00","744,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,20","1,25","7,80",,,,,,,"1,95","15,61","20,79","15,65",,,,,,
seq3,no_checks,1 / 100,,,"0,18","0,26","3,41",,,,,,,"1,95","4,45","4,57","0,00",,,,,,
seq3,no_checks,2 / 100,,,"0,18","0,26","3,41",,,,,,,"1,95","4,45","4,57","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,18","0,26","3,41",,,,,,,"1,95","4,45","4,57","0,00","71,53","228,40","2,50","2,26","602,00","1156,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,01","0,35","7,71",,,,,,,"3,30","26,44","30,72","12,32",,,,,,
seq4,no_checks,1 / 100,,,"0,12","0,08","55,93",,,,,,,"3,30","33,21","34,31","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,12","0,08","55,93",,,,,,,"3,30","33,21","34,31","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,12","0,08","55,93",,,,,,,"3,30","33,21","34,31","0,00","-25,63","1006,94","2,50","2,16","120,00","240,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,62","0,68","31,61",,,,,,,"6,25","47,48","48,52","5,52",,,,,,
seq5,no_checks,1 / 100,,,"2,30","0,06","768,77",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,2 / 100,,,"2,30","0,06","768,77",,,,,,,"6,25","50,88","51,87","0,00",,,,,,
seq5,no_checks,FINAL,,,"2,30","0,06","768,77",,,,,,,"6,25","50,88","51,87","0,00","-7,18","814,28","2,50","4,73","103,00","204,00"
