FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"78,38","511,68","519,62",,,,,,
seq0,checks,1 / 12,,,"0,04",,,,,,,"78,38","498,15","507,97",,,,,,
seq0,checks,2 / 12,,,"0,04",,,,,,,"78,38","498,15","507,97",,,,,,
seq0,checks,FINAL,,,"0,04",,,,,,,"78,38","498,15","507,97","2,64","635,56","53,02","2,09","163,00","82,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,38",,,,,,,"26,76","713,62","730,45",,,,,,
seq0,no_checks,1 / 12,,,"0,40",,,,,,,"26,76","713,32","730,14",,,,,,
seq0,no_checks,2 / 12,,,"0,64",,,,,,,"26,76","710,77","727,68",,,,,,
seq0,no_checks,3 / 12,,,"0,85",,,,,,,"26,76","710,11","727,05",,,,,,
seq0,no_checks,4 / 12,,,"1,01",,,,,,,"26,76","708,96","726,02",,,,,,
seq0,no_checks,5 / 12,,,"1,78",,,,,,,"26,76","705,38","722,85",,,,,,
seq0,no_checks,6 / 12,,,"2,51",,,,,,,"26,76","706,92","724,52",,,,,,
seq0,no_checks,7 / 12,,,"2,38",,,,,,,"26,76","706,63","724,22",,,,,,
seq0,no_checks,8 / 12,,,"1,23",,,,,,,"26,76","718,63","733,77",,,,,,
seq0,no_checks,9 / 12,,,"0,85",,,,,,,"26,76","718,71","733,79",,,,,,
seq0,no_checks,10 / 12,,,"0,99",,,,,,,"26,76","718,79","733,83",,,,,,
seq0,no_checks,11 / 12,,,"0,96",,,,,,,"26,76","718,83","733,87",,,,,,
seq0,no_checks,FINAL,,,"0,98",,,,,,,"26,76","718,87","733,91","-0,73","2686,36","17,68","2,27","417,00","776,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,53",,,,,,,"26,76","732,08","748,26",,,,,,
seq1,no_checks,1 / 12,,,"0,58",,,,,,,"26,76","725,17","741,63",,,,,,
seq1,no_checks,2 / 12,,,"1,77",,,,,,,"26,76","706,17","724,43",,,,,,
seq1,no_checks,3 / 12,,,"2,33",,,,,,,"26,76","705,62","723,96",,,,,,
seq1,no_checks,4 / 12,,,"2,24",,,,,,,"26,76","704,47","723,00",,,,,,
seq1,no_checks,5 / 12,,,"2,31",,,,,,,"26,76","704,17","722,73",,,,,,
seq1,no_checks,6 / 12,,,"2,37",,,,,,,"26,76","702,44","721,34",,,,,,
seq1,no_checks,7 / 12,,,"2,14",,,,,,,"26,76","702,38","721,30",,,,,,
seq1,no_checks,8 / 12,,,"1,71",,,,,,,"26,76","699,93","719,39",,,,,,
seq1,no_checks,9 / 12,,,"0,74",,,,,,,"26,76","696,81","717,46",,,,,,
seq1,no_checks,10 / 12,,,"1,91",,,,,,,"26,76","699,97","720,02",,,,,,
seq1,no_checks,11 / 12,,,"1,90",,,,,,,"26,76","700,00","720,05",,,,,,
seq1,no_checks,FINAL,,,"1,83",,,,,,,"26,76","700,02","720,07","4,38","2616,40","17,68","2,59","386,00","668,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,45",,,,,,,"26,75","780,10","787,80",,,,,,
seq2,no_checks,1 / 12,,,"0,89",,,,,,,"26,75","768,37","776,55",,,,,,
seq2,no_checks,2 / 12,,,"0,87",,,,,,,"26,75","768,35","776,52",,,,,,
seq2,no_checks,3 / 12,,,"1,88",,,,,,,"26,75","748,33","758,34",,,,,,
seq2,no_checks,4 / 12,,,"2,14",,,,,,,"26,75","743,66","754,29",,,,,,
seq2,no_checks,5 / 12,,,"2,14",,,,,,,"26,75","743,58","754,21",,,,,,
seq2,no_checks,6 / 12,,,"2,14",,,,,,,"26,75","743,39","754,06",,,,,,
seq2,no_checks,7 / 12,,,"2,15",,,,,,,"26,75","743,17","753,89",,,,,,
seq2,no_checks,8 / 12,,,"2,17",,,,,,,"26,75","742,98","753,74",,,,,,
seq2,no_checks,9 / 12,,,"2,19",,,,,,,"26,75","742,82","753,61",,,,,,
seq2,no_checks,10 / 12,,,"2,27",,,,,,,"26,75","742,67","753,49",,,,,,
seq2,no_checks,11 / 12,,,"2,35",,,,,,,"26,75","742,55","753,40",,,,,,
seq2,no_checks,FINAL,,,"2,42",,,,,,,"26,75","742,38","753,15","4,84","2774,75","17,68","3,02","384,00","664,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,43",,,,,,,"26,75","764,73","773,79",,,,,,
seq3,no_checks,1 / 12,,,"0,47",,,,,,,"26,75","758,05","767,16",,,,,,
seq3,no_checks,2 / 12,,,"0,55",,,,,,,"26,75","757,82","766,83",,,,,,
seq3,no_checks,3 / 12,,,"0,55",,,,,,,"26,75","756,68","765,70",,,,,,
seq3,no_checks,4 / 12,,,"0,56",,,,,,,"26,75","755,90","764,99",,,,,,
seq3,no_checks,5 / 12,,,"2,72",,,,,,,"26,75","701,35","718,84",,,,,,
seq3,no_checks,6 / 12,,,"2,63",,,,,,,"26,75","700,92","718,53",,,,,,
seq3,no_checks,7 / 12,,,"2,58",,,,,,,"26,75","700,95","718,58",,,,,,
seq3,no_checks,8 / 12,,,"2,65",,,,,,,"26,75","700,95","718,47",,,,,,
seq3,no_checks,9 / 12,,,"2,77",,,,,,,"26,75","701,07","718,58",,,,,,
seq3,no_checks,10 / 12,,,"2,77",,,,,,,"26,75","701,08","718,59",,,,,,
seq3,no_checks,11 / 12,,,"3,35",,,,,,,"26,75","701,40","718,81",,,,,,
seq3,no_checks,FINAL,,,"3,30",,,,,,,"26,75","701,32","718,66","8,29","2621,84","17,68","2,71","342,00","566,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,60",,,,,,,"26,75","781,25","791,41",,,,,,
seq4,no_checks,1 / 12,,,"0,46",,,,,,,"26,75","774,33","783,81",,,,,,
seq4,no_checks,2 / 12,,,"0,61",,,,,,,"26,75","771,06","780,43",,,,,,
seq4,no_checks,3 / 12,,,"0,62",,,,,,,"26,75","771,05","780,43",,,,,,
seq4,no_checks,4 / 12,,,"3,21",,,,,,,"26,75","723,76","736,92",,,,,,
seq4,no_checks,5 / 12,,,"3,32",,,,,,,"26,75","722,98","736,30",,,,,,
seq4,no_checks,6 / 12,,,"3,51",,,,,,,"26,75","722,60","736,01",,,,,,
seq4,no_checks,7 / 12,,,"3,56",,,,,,,"26,75","722,17","735,68",,,,,,
seq4,no_checks,8 / 12,,,"3,58",,,,,,,"26,75","722,09","735,62",,,,,,
seq4,no_checks,9 / 12,,,"3,49",,,,,,,"26,75","722,00","735,55",,,,,,
seq4,no_checks,10 / 12,,,"3,55",,,,,,,"26,75","721,87","735,46",,,,,,
seq4,no_checks,11 / 12,,,"3,66",,,,,,,"26,75","721,48","735,16",,,,,,
seq4,no_checks,FINAL,,,"3,86",,,,,,,"26,75","720,69","734,57","7,75","2694,14","17,68","3,41","291,00","582,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,09",,,,,,,"26,70","826,90","828,99",,,,,,
seq5,no_checks,1 / 12,,,"7,72",,,,,,,"26,70","732,02","744,19",,,,,,
seq5,no_checks,2 / 12,,,"7,72",,,,,,,"26,70","732,02","744,19",,,,,,
