parallax,Av. error (mm),Info
"2,31","0,38",seq0_checks
"2,31","1,29",seq0_checks
"2,53","0,38",seq0_checks
"2,53","1,31",seq0_checks
"2,53","0,37",seq0_checks
"2,53","1,28",seq0_checks
"2,29","0,36",seq0_checks
"2,29","1,17",seq0_checks
"2,50","0,41",seq0_checks
"2,50","1,74",seq0_checks
"2,52","0,41",seq0_checks
"2,52","1,74",seq0_checks
"2,20","0,37",seq0_checks
"2,20","1,29",seq0_checks
"2,30","0,37",seq0_checks
"2,30","1,29",seq0_checks
"2,27","0,25",seq0_checks
"2,27","0,72",seq0_checks
"2,54","0,41",seq0_checks
"2,54","1,67",seq0_checks
"2,21","0,28",seq0_checks
"2,21","1,22",seq0_checks
"2,38","0,25",seq0_checks
"2,38","0,74",seq0_checks
"2,30","0,37",seq0_checks
"2,30","1,26",seq0_checks
"2,51","0,38",seq0_checks
"2,51","1,30",seq0_checks
"2,62","0,41",seq0_checks
"2,62","1,67",seq0_checks
"2,62","0,41",seq0_checks
"2,62","1,67",seq0_checks
"2,34","0,27",seq0_checks
"2,34","1,18",seq0_checks
"2,67","0,39",seq0_checks
"2,67","1,68",seq0_checks
"2,46","0,38",seq0_checks
"2,46","1,29",seq0_checks
"2,09","0,35",seq0_checks
"2,09","1,16",seq0_checks
"2,40","0,35",seq0_checks
"2,40","1,20",seq0_checks
"2,61","0,35",seq0_checks
"2,61","1,20",seq0_checks
"2,10","0,36",seq0_checks
"2,10","1,21",seq0_checks
"2,26","0,36",seq0_checks
"2,26","1,25",seq0_checks
"2,27","0,37",seq0_checks
"2,27","1,25",seq0_checks
"2,19","0,37",seq0_checks
"2,19","1,26",seq0_checks
"2,55","0,38",seq0_checks
"2,55","1,63",seq0_checks
"2,49","0,38",seq0_checks
"2,49","1,63",seq0_checks
"2,55","0,41",seq0_checks
"2,55","1,67",seq0_checks
"2,45","0,37",seq0_checks
"2,45","1,27",seq0_checks
"2,39","0,37",seq0_checks
"2,39","1,28",seq0_checks
"2,60","0,30",seq0_checks
"2,60","1,28",seq0_checks
"2,42","0,36",seq0_checks
"2,42","1,22",seq0_checks
"2,23","0,27",seq0_checks
"2,23","1,16",seq0_checks
"2,40","0,27",seq0_checks
"2,40","1,19",seq0_checks
"2,21","0,35",seq0_checks
"2,21","1,18",seq0_checks
"2,53","0,29",seq0_checks
"2,53","1,24",seq0_checks
"2,57","0,51",seq0_checks
"2,57","2,13",seq0_checks
"2,37","0,37",seq0_checks
"2,37","1,28",seq0_checks
"2,29","0,37",seq0_checks
"2,29","1,29",seq0_checks
"2,47","0,41",seq0_checks
"2,47","1,74",seq0_checks
"2,47","0,41",seq0_checks
"2,47","1,74",seq0_checks
"2,31","0,37",seq0_checks
"2,31","1,22",seq0_checks
"2,56","0,39",seq0_checks
"2,56","1,67",seq0_checks
"2,69","0,39",seq0_checks
"2,69","1,32",seq0_checks
"1,30","19,22",seq0_no_checks
"1,30","18,70",seq0_no_checks
"1,53","6,16",seq0_no_checks
"1,53","8,10",seq0_no_checks
"1,62","4,85",seq0_no_checks
"1,62","4,43",seq0_no_checks
"1,03","0,32",seq0_no_checks
"1,03","0,42",seq0_no_checks
"2,26","5,85",seq0_no_checks
"2,26","5,13",seq0_no_checks
"2,26","4,30",seq0_no_checks
"2,26","5,36",seq0_no_checks
"0,87","6,33",seq0_no_checks
"0,87","5,23",seq0_no_checks
"0,80","7,99",seq0_no_checks
"0,80","8,22",seq0_no_checks
"1,52","7,27",seq0_no_checks
"1,52","6,86",seq0_no_checks
"2,58","4,19",seq0_no_checks
"2,58","4,26",seq0_no_checks
"2,14","6,61",seq0_no_checks
"2,14","6,35",seq0_no_checks
"1,21","8,13",seq0_no_checks
"1,21","7,66",seq0_no_checks
"1,21","8,38",seq0_no_checks
"1,21","8,02",seq0_no_checks
"1,53","2,09",seq0_no_checks
"1,53","1,44",seq0_no_checks
"1,37","5,91",seq0_no_checks
"1,37","7,50",seq0_no_checks
"2,54","6,60",seq0_no_checks
"2,54","5,73",seq0_no_checks
"2,33","6,28",seq0_no_checks
"2,33","6,35",seq0_no_checks
"0,94","3,84",seq0_no_checks
"0,94","1,81",seq0_no_checks
"1,10","6,08",seq0_no_checks
"1,10","7,88",seq0_no_checks
"1,31","5,86",seq0_no_checks
"1,31","8,29",seq0_no_checks
"2,38","4,00",seq0_no_checks
"2,38","3,48",seq0_no_checks
"0,76","17,94",seq0_no_checks
"0,76","17,36",seq0_no_checks
"0,78","12,76",seq0_no_checks
"0,78","11,91",seq0_no_checks
"2,58","5,16",seq0_no_checks
"2,58","5,28",seq0_no_checks
"2,64","4,34",seq0_no_checks
"2,64","4,44",seq0_no_checks
"1,51","3,25",seq0_no_checks
"1,51","2,21",seq0_no_checks
"2,03","5,45",seq0_no_checks
"2,03","3,95",seq0_no_checks
"0,89","7,04",seq0_no_checks
"0,89","6,46",seq0_no_checks
"0,92","8,01",seq0_no_checks
"0,92","7,37",seq0_no_checks
"0,77","21,58",seq0_no_checks
"0,77","22,87",seq0_no_checks
"1,36","8,77",seq0_no_checks
"1,36","9,26",seq0_no_checks
"1,01","14,62",seq0_no_checks
"1,01","13,18",seq0_no_checks
"0,72","3,16",seq0_no_checks
"0,72","5,22",seq0_no_checks
"1,66","9,15",seq0_no_checks
"1,66","8,99",seq0_no_checks
"0,94","2,01",seq0_no_checks
"0,94","2,00",seq0_no_checks
"0,93","2,35",seq0_no_checks
"0,93","2,17",seq0_no_checks
"1,22","5,39",seq0_no_checks
"1,22","4,44",seq0_no_checks
"1,53","7,31",seq0_no_checks
"1,53","6,70",seq0_no_checks
"0,82","22,01",seq0_no_checks
"0,82","21,68",seq0_no_checks
"0,81","22,30",seq0_no_checks
"0,81","21,97",seq0_no_checks
"1,47","1,67",seq0_no_checks
"1,47","0,51",seq0_no_checks
"1,16","13,69",seq0_no_checks
"1,16","14,36",seq0_no_checks
"2,12","3,20",seq0_no_checks
"2,12","3,47",seq0_no_checks
"1,15","10,31",seq0_no_checks
"1,15","8,16",seq0_no_checks
"1,15","10,50",seq0_no_checks
"1,15","8,88",seq0_no_checks
"0,81","9,28",seq0_no_checks
"0,81","9,85",seq0_no_checks
"0,80","9,79",seq0_no_checks
"0,80","10,33",seq0_no_checks
"0,76","2,29",seq0_no_checks
"0,76","1,63",seq0_no_checks
"0,91","13,35",seq0_no_checks
"0,91","12,60",seq0_no_checks
"2,27","4,33",seq0_no_checks
"2,27","4,09",seq0_no_checks
"1,03","14,17",seq0_no_checks
"1,03","14,02",seq0_no_checks
"2,40","8,01",seq0_no_checks
"2,40","5,60",seq0_no_checks
"1,54","8,27",seq0_no_checks
"1,54","9,77",seq0_no_checks
"0,84","9,67",seq0_no_checks
"0,84","8,70",seq0_no_checks
"1,29","7,54",seq0_no_checks
"1,29","6,98",seq0_no_checks
"2,31","4,65",seq0_no_checks
"2,31","3,95",seq0_no_checks
"0,91","19,99",seq0_no_checks
