FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,85","11,70","13,67","11,74",,,,,,
seq0,checks,1 / 12,,,"0,00","0,00","0,00",,,,,,,"1,85","0,84","0,97","0,02",,,,,,
seq0,checks,2 / 12,,,"0,00","0,00","0,00",,,,,,,"1,85","0,84","0,97","0,02",,,,,,
seq0,checks,FINAL,,,"0,00","0,00","0,00",,,,,,,"1,85","0,84","0,97","0,02","92,79","45,59","5,30","2,09","186,00","90,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,05","0,00","0,98",,,,,,,"1,31","9,03","12,01","10,38",,,,,,
seq0,no_checks,1 / 12,,,"0,06","0,00","0,27",,,,,,,"1,31","8,82","11,58","9,64",,,,,,
seq0,no_checks,2 / 12,,,"0,06","0,00","0,29",,,,,,,"1,31","8,79","11,54","9,60",,,,,,
seq0,no_checks,3 / 12,,,"0,06","0,00","0,30",,,,,,,"1,31","8,78","11,52","9,58",,,,,,
seq0,no_checks,4 / 12,,,"0,06","0,00","0,28",,,,,,,"1,31","8,78","11,51","9,57",,,,,,
seq0,no_checks,FINAL,,,"0,06","0,00","0,28",,,,,,,"1,31","8,78","11,51","9,57","2,74","668,81","1,77","2,27","436,00","838,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,06","0,00","0,83",,,,,,,"1,59","14,51","21,75","15,00",,,,,,
seq1,no_checks,1 / 12,,,"0,04","0,00","0,22",,,,,,,"1,59","13,92","20,70","14,26",,,,,,
seq1,no_checks,2 / 12,,,"0,04","0,00","0,31",,,,,,,"1,59","13,71","20,28","14,01",,,,,,
seq1,no_checks,3 / 12,,,"0,04","0,00","0,43",,,,,,,"1,59","13,53","19,89","13,79",,,,,,
seq1,no_checks,4 / 12,,,"0,04","0,00","0,34",,,,,,,"1,59","13,17","19,22","13,38",,,,,,
seq1,no_checks,5 / 12,,,"0,03","0,00","0,22",,,,,,,"1,59","8,87","11,63","8,64",,,,,,
seq1,no_checks,6 / 12,,,"0,04","0,00","0,28",,,,,,,"1,59","8,89","11,62","8,64",,,,,,
seq1,no_checks,7 / 12,,,"0,03","0,00","0,18",,,,,,,"1,59","8,84","11,56","8,59",,,,,,
seq1,no_checks,8 / 12,,,"0,04","0,00","0,22",,,,,,,"1,59","7,14","9,11","6,70",,,,,,
seq1,no_checks,9 / 12,,,"0,03","0,00","0,15",,,,,,,"1,59","6,97","9,00","6,61",,,,,,
seq1,no_checks,10 / 12,,,"0,03","0,00","0,15",,,,,,,"1,59","6,97","9,02","6,61",,,,,,
seq1,no_checks,11 / 12,,,"0,03","0,00","0,13",,,,,,,"1,59","6,97","9,03","6,62",,,,,,
seq1,no_checks,FINAL,,,"0,03","0,00","0,13",,,,,,,"1,59","6,97","9,04","6,62","51,92","438,42","1,77","2,59","397,00","744,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,09","0,00","1,37",,,,,,,"1,99","17,78","22,75","12,76",,,,,,
seq2,no_checks,1 / 15,,,"0,09","0,00","0,34",,,,,,,"1,99","17,56","22,31","12,54",,,,,,
seq2,no_checks,2 / 15,,,"0,09","0,00","0,38",,,,,,,"1,99","17,55","22,28","12,52",,,,,,
seq2,no_checks,3 / 15,,,"0,10","0,00","0,48",,,,,,,"1,99","17,41","21,98","12,34",,,,,,
seq2,no_checks,4 / 15,,,"0,09","0,00","0,48",,,,,,,"1,99","17,35","21,85","12,26",,,,,,
seq2,no_checks,5 / 15,,,"0,10","0,00","0,51",,,,,,,"1,99","17,34","21,81","12,24",,,,,,
seq2,no_checks,6 / 15,,,"0,10","0,00","0,53",,,,,,,"1,99","17,07","21,24","11,86",,,,,,
seq2,no_checks,7 / 15,,,"0,11","0,00","0,55",,,,,,,"1,99","17,00","21,10","11,75",,,,,,
seq2,no_checks,8 / 15,,,"0,11","0,00","0,61",,,,,,,"1,99","16,94","20,96","11,64",,,,,,
seq2,no_checks,9 / 15,,,"0,11","0,00","0,57",,,,,,,"1,99","16,89","20,87","11,58",,,,,,
seq2,no_checks,10 / 15,,,"0,11","0,00","0,57",,,,,,,"1,99","16,86","20,82","11,54",,,,,,
seq2,no_checks,11 / 15,,,"0,11","0,00","0,56",,,,,,,"1,99","16,84","20,78","11,51",,,,,,
seq2,no_checks,12 / 15,,,"0,11","0,00","0,55",,,,,,,"1,99","16,80","20,69","11,45",,,,,,
seq2,no_checks,13 / 15,,,"0,09","0,00","0,36",,,,,,,"1,99","15,93","19,04","10,27",,,,,,
seq2,no_checks,14 / 15,,,"0,10","0,00","0,36",,,,,,,"1,99","15,93","19,04","10,27",,,,,,
seq2,no_checks,FINAL,,,"0,10","0,00","0,36",,,,,,,"1,99","15,93","19,03","10,26","10,38","802,11","1,77","3,06","396,00","716,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,05","0,00","0,88",,,,,,,"1,97","17,61","23,18","13,48",,,,,,
seq3,no_checks,1 / 15,,,"0,05","0,00","0,16",,,,,,,"1,97","17,00","21,84","12,69",,,,,,
seq3,no_checks,2 / 15,,,"0,05","0,00","0,17",,,,,,,"1,97","16,99","21,83","12,68",,,,,,
seq3,no_checks,3 / 15,,,"0,05","0,00","0,20",,,,,,,"1,97","16,98","21,79","12,66",,,,,,
seq3,no_checks,4 / 15,,,"0,05","0,00","0,20",,,,,,,"1,97","16,96","21,74","12,63",,,,,,
seq3,no_checks,5 / 15,,,"0,05","0,00","0,21",,,,,,,"1,97","16,95","21,72","12,61",,,,,,
seq3,no_checks,6 / 15,,,"0,05","0,00","0,23",,,,,,,"1,97","16,92","21,67","12,58",,,,,,
seq3,no_checks,7 / 15,,,"0,07","0,00","0,59",,,,,,,"1,97","14,41","17,24","9,41",,,,,,
seq3,no_checks,8 / 15,,,"0,07","0,00","0,38",,,,,,,"1,97","14,41","17,24","9,38",,,,,,
seq3,no_checks,9 / 15,,,"0,07","0,00","0,35",,,,,,,"1,97","14,41","17,23","9,38",,,,,,
seq3,no_checks,10 / 15,,,"0,06","0,00","0,30",,,,,,,"1,97","14,41","17,23","9,37",,,,,,
seq3,no_checks,11 / 15,,,"0,06","0,00","0,28",,,,,,,"1,97","14,41","17,22","9,36",,,,,,
seq3,no_checks,12 / 15,,,"0,06","0,00","0,26",,,,,,,"1,97","14,41","17,21","9,36",,,,,,
seq3,no_checks,13 / 15,,,"0,06","0,00","0,26",,,,,,,"1,97","14,40","17,21","9,35",,,,,,
seq3,no_checks,FINAL,,,"0,06","0,00","0,26",,,,,,,"1,97","14,40","17,21","9,35","18,20","730,78","1,77","2,72","351,00","622,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,07","0,00","1,73",,,,,,,"2,52","22,54","25,56","12,23",,,,,,
seq4,no_checks,1 / 15,,,"0,13","0,00","0,71",,,,,,,"2,52","22,28","25,29","11,76",,,,,,
seq4,no_checks,2 / 15,,,"0,12","0,00","0,61",,,,,,,"2,52","22,28","25,28","11,75",,,,,,
seq4,no_checks,3 / 15,,,"0,11","0,00","0,43",,,,,,,"2,52","22,21","25,22","11,65",,,,,,
seq4,no_checks,4 / 15,,,"0,11","0,00","0,44",,,,,,,"2,52","22,21","25,22","11,65",,,,,,
seq4,no_checks,FINAL,,,"0,11","0,00","0,44",,,,,,,"2,52","22,21","25,22","11,65","1,44","882,19","1,77","3,42","292,00","578,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,03","0,00","0,80",,,,,,,"3,93","34,19","35,43","5,28",,,,,,
seq5,no_checks,1 / 15,,,"0,01","0,00","0,44",,,,,,,"3,93","34,61","35,11","0,03",,,,,,
seq5,no_checks,2 / 15,,,"0,01","0,00","0,44",,,,,,,"3,93","34,61","35,11","0,03",,,,,,
seq5,no_checks,FINAL,,,"0,01","0,00","0,44",,,,,,,"3,93","34,61","35,11","0,03","-1,22","879,92","1,77","3,31","121,00","232,00"
