parallax,Av. error (mm),Info
"2,31","0,32",seq0_checks
"2,31","1,34",seq0_checks
"2,53","0,33",seq0_checks
"2,53","1,36",seq0_checks
"2,53","0,32",seq0_checks
"2,53","1,33",seq0_checks
"2,29","0,31",seq0_checks
"2,29","1,22",seq0_checks
"2,50","0,35",seq0_checks
"2,50","1,80",seq0_checks
"2,52","0,35",seq0_checks
"2,52","1,80",seq0_checks
"2,20","0,32",seq0_checks
"2,20","1,34",seq0_checks
"2,30","0,32",seq0_checks
"2,30","1,34",seq0_checks
"2,27","0,22",seq0_checks
"2,27","0,75",seq0_checks
"2,54","0,35",seq0_checks
"2,54","1,72",seq0_checks
"2,20","0,23",seq0_checks
"2,20","1,26",seq0_checks
"2,38","0,22",seq0_checks
"2,38","0,77",seq0_checks
"2,30","0,32",seq0_checks
"2,30","1,30",seq0_checks
"2,51","0,33",seq0_checks
"2,51","1,35",seq0_checks
"2,62","0,35",seq0_checks
"2,62","1,72",seq0_checks
"2,62","0,35",seq0_checks
"2,62","1,72",seq0_checks
"2,34","0,23",seq0_checks
"2,34","1,22",seq0_checks
"2,67","0,33",seq0_checks
"2,67","1,74",seq0_checks
"2,46","0,32",seq0_checks
"2,46","1,34",seq0_checks
"2,09","0,31",seq0_checks
"2,09","1,20",seq0_checks
"2,40","0,30",seq0_checks
"2,40","1,24",seq0_checks
"2,61","0,31",seq0_checks
"2,61","1,25",seq0_checks
"2,10","0,31",seq0_checks
"2,10","1,25",seq0_checks
"2,26","0,31",seq0_checks
"2,26","1,29",seq0_checks
"2,27","0,32",seq0_checks
"2,27","1,30",seq0_checks
"2,19","0,32",seq0_checks
"2,19","1,30",seq0_checks
"2,55","0,32",seq0_checks
"2,55","1,69",seq0_checks
"2,49","0,32",seq0_checks
"2,49","1,69",seq0_checks
"2,55","0,35",seq0_checks
"2,55","1,72",seq0_checks
"2,45","0,32",seq0_checks
"2,45","1,32",seq0_checks
"2,39","0,32",seq0_checks
"2,39","1,32",seq0_checks
"2,59","0,25",seq0_checks
"2,59","1,32",seq0_checks
"2,42","0,31",seq0_checks
"2,42","1,27",seq0_checks
"2,23","0,23",seq0_checks
"2,23","1,19",seq0_checks
"2,40","0,23",seq0_checks
"2,40","1,23",seq0_checks
"2,21","0,30",seq0_checks
"2,21","1,23",seq0_checks
"2,53","0,25",seq0_checks
"2,53","1,28",seq0_checks
"2,57","0,44",seq0_checks
"2,57","2,20",seq0_checks
"2,37","0,32",seq0_checks
"2,37","1,32",seq0_checks
"2,29","0,32",seq0_checks
"2,29","1,34",seq0_checks
"2,47","0,35",seq0_checks
"2,47","1,80",seq0_checks
"2,47","0,35",seq0_checks
"2,47","1,80",seq0_checks
"2,56","0,33",seq0_checks
"2,56","1,73",seq0_checks
"2,69","0,33",seq0_checks
"2,69","1,37",seq0_checks
"1,30","8,58",seq0_no_checks
"1,30","8,07",seq0_no_checks
"1,53","2,59",seq0_no_checks
"1,53","4,38",seq0_no_checks
"1,62","8,03",seq0_no_checks
"1,62","7,37",seq0_no_checks
"1,03","0,23",seq0_no_checks
"1,03","0,46",seq0_no_checks
"2,26","5,76",seq0_no_checks
"2,26","5,15",seq0_no_checks
"2,26","4,29",seq0_no_checks
"2,26","5,38",seq0_no_checks
"0,87","1,17",seq0_no_checks
"0,87","0,22",seq0_no_checks
"0,80","9,58",seq0_no_checks
"0,80","6,29",seq0_no_checks
"1,52","7,45",seq0_no_checks
"1,52","7,22",seq0_no_checks
"2,58","4,09",seq0_no_checks
"2,58","4,38",seq0_no_checks
"2,14","7,60",seq0_no_checks
"2,14","6,62",seq0_no_checks
"1,21","8,17",seq0_no_checks
"1,21","7,51",seq0_no_checks
"1,21","8,32",seq0_no_checks
"1,21","7,57",seq0_no_checks
"1,53","1,71",seq0_no_checks
"1,53","1,86",seq0_no_checks
"1,37","3,88",seq0_no_checks
"1,37","5,64",seq0_no_checks
"2,54","6,65",seq0_no_checks
"2,54","5,74",seq0_no_checks
"2,33","5,65",seq0_no_checks
"2,33","7,18",seq0_no_checks
"0,94","4,11",seq0_no_checks
"0,94","1,47",seq0_no_checks
"1,10","6,43",seq0_no_checks
"1,10","8,32",seq0_no_checks
"1,31","5,48",seq0_no_checks
"1,31","8,69",seq0_no_checks
"2,38","15,91",seq0_no_checks
"2,38","15,95",seq0_no_checks
"0,76","17,67",seq0_no_checks
"0,76","17,40",seq0_no_checks
"0,78","12,66",seq0_no_checks
"0,78","11,90",seq0_no_checks
"2,58","5,08",seq0_no_checks
"2,58","5,41",seq0_no_checks
"2,64","4,27",seq0_no_checks
"2,64","4,57",seq0_no_checks
"1,51","3,64",seq0_no_checks
"1,51","2,45",seq0_no_checks
"2,03","3,53",seq0_no_checks
"2,03","2,71",seq0_no_checks
"0,89","1,87",seq0_no_checks
"0,89","2,50",seq0_no_checks
"0,92","7,73",seq0_no_checks
"0,92","6,83",seq0_no_checks
"0,77","20,78",seq0_no_checks
"0,77","21,42",seq0_no_checks
"1,36","8,84",seq0_no_checks
"1,36","9,08",seq0_no_checks
"1,01","14,42",seq0_no_checks
"1,01","12,95",seq0_no_checks
"0,72","3,12",seq0_no_checks
"0,72","4,97",seq0_no_checks
"1,66","9,18",seq0_no_checks
"1,66","8,97",seq0_no_checks
"0,94","1,68",seq0_no_checks
"0,94","1,83",seq0_no_checks
"0,93","2,86",seq0_no_checks
"0,93","2,74",seq0_no_checks
"1,22","4,77",seq0_no_checks
"1,22","5,06",seq0_no_checks
"1,53","7,20",seq0_no_checks
"1,53","6,81",seq0_no_checks
"0,82","23,56",seq0_no_checks
"0,82","18,56",seq0_no_checks
"0,81","22,15",seq0_no_checks
"0,81","20,67",seq0_no_checks
"1,47","1,71",seq0_no_checks
"1,47","0,42",seq0_no_checks
"1,16","14,60",seq0_no_checks
"1,16","12,59",seq0_no_checks
"2,12","3,13",seq0_no_checks
