FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,01","0,00","0,03",,,,,,,"1,88","11,91","13,88","11,93",,,,,,
seq0,checks,1 / 12,,,"0,03","0,00","0,08",,,,,,,"1,88","0,86","1,04","0,03",,,,,,
seq0,checks,2 / 12,,,"0,03","0,00","0,08",,,,,,,"1,88","0,86","1,04","0,03",,,,,,
seq0,checks,FINAL,,,"0,03","0,00","0,08",,,,,,,"1,88","0,86","1,04","0,03","92,77","45,70","5,30","2,09","186,00","88,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,05","0,00","0,95",,,,,,,"1,31","9,01","11,99","10,35",,,,,,
seq0,no_checks,1 / 12,,,"0,05","0,00","0,28",,,,,,,"1,31","8,97","11,96","10,33",,,,,,
seq0,no_checks,2 / 12,,,"0,04","0,00","0,25",,,,,,,"1,31","8,83","11,54","9,55",,,,,,
seq0,no_checks,3 / 12,,,"0,04","0,00","0,24",,,,,,,"1,31","8,82","11,52","9,54",,,,,,
seq0,no_checks,4 / 12,,,"0,05","0,00","0,29",,,,,,,"1,31","8,83","11,51","9,54",,,,,,
seq0,no_checks,5 / 12,,,"0,05","0,00","0,31",,,,,,,"1,31","8,83","11,51","9,55",,,,,,
seq0,no_checks,FINAL,,,"0,05","0,00","0,31",,,,,,,"1,31","8,83","11,51","9,55","2,01","672,71","1,77","2,27","435,00","836,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,07","0,00","0,94",,,,,,,"1,60","14,43","21,62","14,89",,,,,,
seq1,no_checks,1 / 15,,,"0,07","0,00","0,24",,,,,,,"1,60","14,26","21,46","14,77",,,,,,
seq1,no_checks,2 / 15,,,"0,07","0,00","0,25",,,,,,,"1,60","14,24","21,37","14,71",,,,,,
seq1,no_checks,3 / 15,,,"0,07","0,00","0,23",,,,,,,"1,60","14,27","21,38","14,70",,,,,,
seq1,no_checks,4 / 15,,,"0,07","0,00","0,45",,,,,,,"1,60","13,89","20,69","14,27",,,,,,
seq1,no_checks,5 / 15,,,"0,06","0,00","0,22",,,,,,,"1,60","13,74","20,36","14,07",,,,,,
seq1,no_checks,6 / 15,,,"0,06","0,00","0,22",,,,,,,"1,60","13,71","20,26","14,01",,,,,,
seq1,no_checks,7 / 15,,,"0,04","0,00","0,17",,,,,,,"1,60","6,92","9,07","6,67",,,,,,
seq1,no_checks,8 / 15,,,"0,04","0,00","0,19",,,,,,,"1,60","6,95","9,11","6,63",,,,,,
seq1,no_checks,9 / 15,,,"0,04","0,00","0,18",,,,,,,"1,60","7,02","9,19","6,66",,,,,,
seq1,no_checks,10 / 15,,,"0,04","0,00","0,16",,,,,,,"1,60","7,05","9,24","6,69",,,,,,
seq1,no_checks,11 / 15,,,"0,04","0,00","0,15",,,,,,,"1,60","6,99","10,02","8,66",,,,,,
seq1,no_checks,12 / 15,,,"0,04","0,00","0,14",,,,,,,"1,60","7,01","10,06","8,35",,,,,,
seq1,no_checks,13 / 15,,,"0,04","0,00","0,14",,,,,,,"1,60","7,04","10,16","8,24",,,,,,
seq1,no_checks,14 / 15,,,"0,03","0,00","0,13",,,,,,,"1,60","7,15","10,48","8,56",,,,,,
seq1,no_checks,FINAL,,,"0,03","0,00","0,14",,,,,,,"1,60","7,17","10,55","9,10","50,29","448,13","1,77","2,59","400,00","750,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,07","0,00","1,25",,,,,,,"1,97","17,67","22,66","12,75",,,,,,
seq2,no_checks,1 / 15,,,"0,06","0,00","0,32",,,,,,,"1,97","17,35","21,99","12,35",,,,,,
seq2,no_checks,2 / 15,,,"0,07","0,00","0,33",,,,,,,"1,97","14,66","17,15","8,72",,,,,,
seq2,no_checks,3 / 15,,,"0,06","0,00","0,28",,,,,,,"1,97","14,67","17,16","8,71",,,,,,
seq2,no_checks,4 / 15,,,"0,05","0,00","0,26",,,,,,,"1,97","14,67","17,16","8,71",,,,,,
seq2,no_checks,5 / 15,,,"0,06","0,00","0,27",,,,,,,"1,97","14,68","17,17","8,71",,,,,,
seq2,no_checks,6 / 15,,,"0,06","0,00","0,27",,,,,,,"1,97","14,69","17,18","8,71",,,,,,
seq2,no_checks,7 / 15,,,"0,06","0,00","0,29",,,,,,,"1,97","14,69","17,18","8,71",,,,,,
seq2,no_checks,8 / 15,,,"0,06","0,00","0,31",,,,,,,"1,97","14,70","17,19","8,73",,,,,,
seq2,no_checks,9 / 15,,,"0,06","0,00","0,27",,,,,,,"1,97","14,70","17,19","8,73",,,,,,
seq2,no_checks,10 / 15,,,"0,06","0,00","0,26",,,,,,,"1,97","14,72","17,21","8,75",,,,,,
seq2,no_checks,11 / 15,,,"0,05","0,00","0,26",,,,,,,"1,97","14,72","17,22","8,75",,,,,,
seq2,no_checks,12 / 15,,,"0,06","0,00","0,26",,,,,,,"1,97","14,72","17,22","8,75",,,,,,
seq2,no_checks,FINAL,,,"0,06","0,00","0,26",,,,,,,"1,97","14,72","17,22","8,75","16,67","747,03","1,77","3,07","396,00","716,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,06","0,00","0,95",,,,,,,"1,97","17,61","23,18","13,48",,,,,,
seq3,no_checks,1 / 15,,,"0,05","0,00","0,28",,,,,,,"1,97","17,46","23,00","13,32",,,,,,
seq3,no_checks,2 / 15,,,"0,05","0,00","0,17",,,,,,,"1,97","17,44","22,99","13,31",,,,,,
seq3,no_checks,3 / 15,,,"0,05","0,00","0,19",,,,,,,"1,97","17,44","22,97","13,30",,,,,,
seq3,no_checks,4 / 15,,,"0,06","0,00","0,19",,,,,,,"1,97","17,43","22,96","13,29",,,,,,
seq3,no_checks,5 / 15,,,"0,06","0,00","0,19",,,,,,,"1,97","17,42","22,95","13,28",,,,,,
seq3,no_checks,FINAL,,,"0,06","0,00","0,19",,,,,,,"1,97","17,42","22,95","13,28","1,07","883,85","1,77","2,72","351,00","622,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,08","0,00","1,99",,,,,,,"2,52","22,38","25,39","12,19",,,,,,
seq4,no_checks,1 / 15,,,"0,09","0,00","0,46",,,,,,,"2,52","22,30","25,31","12,06",,,,,,
seq4,no_checks,2 / 15,,,"0,09","0,00","0,46",,,,,,,"2,52","22,30","25,31","12,06",,,,,,
seq4,no_checks,FINAL,,,"0,09","0,00","0,46",,,,,,,"2,52","22,30","25,31","12,06","0,36","884,29","1,77","3,42","290,00","574,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,01","0,00","0,58",,,,,,,"3,93","34,19","35,43","5,28",,,,,,
seq5,no_checks,1 / 15,,,"0,01","0,00","0,38",,,,,,,"3,93","34,61","35,11","0,02",,,,,,
seq5,no_checks,2 / 15,,,"0,01","0,00","0,38",,,,,,,"3,93","34,61","35,11","0,02",,,,,,
seq5,no_checks,FINAL,,,"0,01","0,00","0,38",,,,,,,"3,93","34,61","35,11","0,02","-1,22","879,93","1,77","3,31","121,00","232,00"
