parallax,Av. error (mm),Info
"2,31","10,88",seq0_checks
"2,31","9,11",seq0_checks
"2,53","13,60",seq0_checks
"2,53","12,59",seq0_checks
"2,53","2,81",seq0_checks
"2,53","1,50",seq0_checks
"2,29","12,11",seq0_checks
"2,29","12,03",seq0_checks
"2,50","7,20",seq0_checks
"2,50","9,84",seq0_checks
"2,52","8,27",seq0_checks
"2,52","10,93",seq0_checks
"2,20","13,16",seq0_checks
"2,20","11,35",seq0_checks
"2,30","9,94",seq0_checks
"2,30","8,16",seq0_checks
"2,27","33,38",seq0_checks
"2,27","32,24",seq0_checks
"2,54","9,71",seq0_checks
"2,54","9,52",seq0_checks
"2,20","0,25",seq0_checks
"2,20","2,61",seq0_checks
"2,38","30,81",seq0_checks
"2,38","28,72",seq0_checks
"2,30","17,27",seq0_checks
"2,30","15,56",seq0_checks
"2,51","9,46",seq0_checks
"2,51","7,80",seq0_checks
"2,62","14,84",seq0_checks
"2,62","14,75",seq0_checks
"2,62","15,33",seq0_checks
"2,62","15,25",seq0_checks
"2,34","15,94",seq0_checks
"2,34","18,79",seq0_checks
"2,67","19,88",seq0_checks
"2,67","22,83",seq0_checks
"2,46","9,51",seq0_checks
"2,46","8,31",seq0_checks
"2,09","10,26",seq0_checks
"2,09","10,02",seq0_checks
"2,40","18,93",seq0_checks
"2,40","16,88",seq0_checks
"2,61","18,46",seq0_checks
"2,61","16,57",seq0_checks
"2,10","15,72",seq0_checks
"2,10","13,79",seq0_checks
"2,26","8,30",seq0_checks
"2,26","6,38",seq0_checks
"2,27","9,06",seq0_checks
"2,27","7,14",seq0_checks
"2,19","10,30",seq0_checks
"2,19","8,32",seq0_checks
"2,55","17,86",seq0_checks
"2,55","20,64",seq0_checks
"2,49","17,14",seq0_checks
"2,49","19,99",seq0_checks
"2,55","10,23",seq0_checks
"2,55","10,05",seq0_checks
"2,45","4,09",seq0_checks
"2,45","2,36",seq0_checks
"2,39","3,49",seq0_checks
"2,39","1,69",seq0_checks
"2,59","1,40",seq0_checks
"2,59","3,10",seq0_checks
"2,42","0,90",seq0_checks
"2,42","0,84",seq0_checks
"2,23","15,97",seq0_checks
"2,23","17,28",seq0_checks
"2,40","17,55",seq0_checks
"2,40","20,41",seq0_checks
"2,21","14,42",seq0_checks
"2,21","12,17",seq0_checks
"2,53","1,50",seq0_checks
"2,53","3,31",seq0_checks
"2,57","21,45",seq0_checks
"2,57","22,76",seq0_checks
"2,37","7,81",seq0_checks
"2,37","6,07",seq0_checks
"2,29","6,94",seq0_checks
"2,29","5,11",seq0_checks
"2,47","3,96",seq0_checks
"2,47","6,53",seq0_checks
"2,47","5,81",seq0_checks
"2,47","8,42",seq0_checks
"2,56","15,02",seq0_checks
"2,56","17,89",seq0_checks
"2,69","14,22",seq0_checks
"2,69","13,36",seq0_checks
"0,80","7,82",seq0_no_checks
"0,80","8,44",seq0_no_checks
"1,53","8,46",seq0_no_checks
"1,53","8,11",seq0_no_checks
"1,53","6,19",seq0_no_checks
"1,53","8,13",seq0_no_checks
"0,87","6,34",seq0_no_checks
"0,87","5,22",seq0_no_checks
"1,52","7,48",seq0_no_checks
"1,52","7,26",seq0_no_checks
"1,01","14,45",seq0_no_checks
"1,01","13,59",seq0_no_checks
"2,26","5,66",seq0_no_checks
"2,26","5,38",seq0_no_checks
"2,26","4,33",seq0_no_checks
"2,26","5,39",seq0_no_checks
"1,62","4,72",seq0_no_checks
"1,62","4,66",seq0_no_checks
"1,21","7,98",seq0_no_checks
"1,21","7,87",seq0_no_checks
"1,21","8,17",seq0_no_checks
"1,21","8,07",seq0_no_checks
"2,59","5,84",seq0_no_checks
"2,59","6,15",seq0_no_checks
"1,53","2,25",seq0_no_checks
"1,53","1,65",seq0_no_checks
"1,51","3,07",seq0_no_checks
"1,51","2,44",seq0_no_checks
"1,37","5,90",seq0_no_checks
"1,37","7,57",seq0_no_checks
"2,54","6,47",seq0_no_checks
"2,54","5,91",seq0_no_checks
"2,33","6,28",seq0_no_checks
"2,33","6,35",seq0_no_checks
"0,94","3,89",seq0_no_checks
"0,94","1,90",seq0_no_checks
"1,10","5,92",seq0_no_checks
"1,10","8,10",seq0_no_checks
"1,31","5,90",seq0_no_checks
"1,31","8,32",seq0_no_checks
"2,38","3,94",seq0_no_checks
"2,38","3,63",seq0_no_checks
"0,76","17,99",seq0_no_checks
"0,76","17,33",seq0_no_checks
"1,03","0,32",seq0_no_checks
"1,03","0,42",seq0_no_checks
"0,78","12,83",seq0_no_checks
"0,78","11,84",seq0_no_checks
"2,58","5,17",seq0_no_checks
"2,58","5,32",seq0_no_checks
"2,64","4,37",seq0_no_checks
"2,64","4,48",seq0_no_checks
"2,58","4,27",seq0_no_checks
"2,58","4,25",seq0_no_checks
"2,03","5,34",seq0_no_checks
"2,03","4,15",seq0_no_checks
"0,89","6,86",seq0_no_checks
"0,89","6,69",seq0_no_checks
"0,92","7,78",seq0_no_checks
"0,92","7,62",seq0_no_checks
"0,77","21,64",seq0_no_checks
"0,77","22,93",seq0_no_checks
"1,36","8,78",seq0_no_checks
"1,36","9,27",seq0_no_checks
"2,14","6,63",seq0_no_checks
"2,14","6,43",seq0_no_checks
"1,29","7,70",seq0_no_checks
"1,29","6,90",seq0_no_checks
"1,22","5,35",seq0_no_checks
"1,22","4,57",seq0_no_checks
"0,72","3,12",seq0_no_checks
"0,72","5,36",seq0_no_checks
"0,82","21,86",seq0_no_checks
"0,82","21,94",seq0_no_checks
"0,81","22,22",seq0_no_checks
"0,81","22,31",seq0_no_checks
"1,16","13,72",seq0_no_checks
"1,16","14,39",seq0_no_checks
"2,12","3,32",seq0_no_checks
"2,12","3,46",seq0_no_checks
"0,94","1,99",seq0_no_checks
"0,94","2,15",seq0_no_checks
"0,93","2,24",seq0_no_checks
"0,93","2,40",seq0_no_checks
"1,47","1,48",seq0_no_checks
"1,47","0,87",seq0_no_checks
"0,84","9,74",seq0_no_checks
"0,84","8,64",seq0_no_checks
"1,54","8,14",seq0_no_checks
"1,54","9,95",seq0_no_checks
"0,78","12,87",seq0_no_checks
"0,78","13,59",seq0_no_checks
"1,66","9,18",seq0_no_checks
"1,66","9,02",seq0_no_checks
"1,15","10,08",seq0_no_checks
"1,15","8,44",seq0_no_checks
"1,15","10,53",seq0_no_checks
"1,15","8,91",seq0_no_checks
"0,81","9,36",seq0_no_checks
"0,81","9,77",seq0_no_checks
"0,80","9,86",seq0_no_checks
"0,80","10,27",seq0_no_checks
"0,76","2,35",seq0_no_checks
"0,76","1,71",seq0_no_checks
"0,91","13,35",seq0_no_checks
"0,91","12,69",seq0_no_checks
"1,03","14,10",seq0_no_checks
"1,03","14,16",seq0_no_checks
"1,53","7,19",seq0_no_checks
"1,53","6,90",seq0_no_checks
"2,26","5,66",seq0_no_checks
"2,26","5,38",seq0_no_checks
"2,26","5,61",seq0_no_checks
"2,26","5,34",seq0_no_checks
"2,31","4,49",seq0_no_checks
"2,31","4,18",seq0_no_checks
"0,91","19,99",seq0_no_checks
"0,91","21,82",seq0_no_checks
"0,91","19,60",seq0_no_checks
"0,91","21,43",seq0_no_checks
"0,80","27,05",seq0_no_checks
"0,80","26,95",seq0_no_checks
"0,88","19,81",seq0_no_checks
"0,88","19,74",seq0_no_checks
"1,05","0,70",seq0_no_checks
"1,05","1,13",seq0_no_checks
"0,93","13,47",seq0_no_checks
"0,93","12,59",seq0_no_checks
"1,66","4,89",seq0_no_checks
"1,66","4,11",seq0_no_checks
"1,52","9,86",seq0_no_checks
"1,52","9,17",seq0_no_checks
"0,97","3,37",seq0_no_checks
"0,97","3,68",seq0_no_checks
"0,89","0,60",seq0_no_checks
"0,89","0,29",seq0_no_checks
"2,12","5,84",seq0_no_checks
"2,12","5,58",seq0_no_checks
"2,55","4,95",seq0_no_checks
"2,55","4,47",seq0_no_checks
"2,24","5,81",seq0_no_checks
"2,24","6,89",seq0_no_checks
"2,29","4,73",seq0_no_checks
"2,29","5,77",seq0_no_checks
"1,53","4,79",seq0_no_checks
"1,53","4,47",seq0_no_checks
"1,54","2,11",seq0_no_checks
"1,54","1,77",seq0_no_checks
"1,36","4,11",seq0_no_checks
"1,36","3,63",seq0_no_checks
"1,38","6,70",seq0_no_checks
"1,38","6,32",seq0_no_checks
"2,38","7,69",seq0_no_checks
"2,38","7,28",seq0_no_checks
"1,31","17,49",seq0_no_checks
"1,31","16,51",seq0_no_checks
"1,64","6,71",seq0_no_checks
"1,64","6,41",seq0_no_checks
"1,63","6,71",seq0_no_checks
"1,63","6,42",seq0_no_checks
"2,17","5,40",seq0_no_checks
"2,17","4,98",seq0_no_checks
"1,63","3,04",seq0_no_checks
"1,63","3,44",seq0_no_checks
"0,84","9,94",seq0_no_checks
"0,84","9,31",seq0_no_checks
"2,15","5,33",seq0_no_checks
"2,15","5,12",seq0_no_checks
"2,21","4,13",seq0_no_checks
"2,21","3,88",seq0_no_checks
"1,52","0,88",seq0_no_checks
"1,52","2,30",seq0_no_checks
"1,52","0,88",seq0_no_checks
"1,52","2,31",seq0_no_checks
"2,27","4,37",seq0_no_checks
"2,27","4,13",seq0_no_checks
"2,40","8,02",seq0_no_checks
"2,40","5,61",seq0_no_checks
"1,54","3,29",seq0_no_checks
"1,54","4,67",seq0_no_checks
"1,53","5,82",seq0_no_checks
"1,53","4,78",seq0_no_checks
"0,80","6,93",seq0_no_checks
"0,80","7,54",seq0_no_checks
"0,80","7,22",seq0_no_checks
"0,80","7,83",seq0_no_checks
"0,75","3,13",seq0_no_checks
"0,75","3,73",seq0_no_checks
"0,81","6,22",seq0_no_checks
"0,81","6,82",seq0_no_checks
"0,81","26,57",seq0_no_checks
"0,81","26,68",seq0_no_checks
"0,87","16,64",seq0_no_checks
"0,87","16,70",seq0_no_checks
"1,68","1,45",seq0_no_checks
"1,68","1,52",seq0_no_checks
"1,55","8,07",seq0_no_checks
"1,55","7,33",seq0_no_checks
"1,58","7,30",seq0_no_checks
"1,58","6,74",seq0_no_checks
"2,11","5,90",seq0_no_checks
"2,11","5,56",seq0_no_checks
"2,05","7,17",seq0_no_checks
"2,05","6,89",seq0_no_checks
"2,11","5,93",seq0_no_checks
"2,11","5,67",seq0_no_checks
"1,77","12,62",seq0_no_checks
"1,77","12,29",seq0_no_checks
"1,89","9,02",seq0_no_checks
"1,89","8,67",seq0_no_checks
"1,35","1,32",seq0_no_checks
"1,35","0,92",seq0_no_checks
"1,31","6,59",seq0_no_checks
"1,31","6,14",seq0_no_checks
"1,31","6,63",seq0_no_checks
"1,31","6,17",seq0_no_checks
"0,85","24,07",seq0_no_checks
