FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,,,,,,,,,,"1,84","10,83","12,32","10,90",,,,,,
seq0,checks,1 / 100,,,,,,,,,,,,"1,84","2,19","2,47","0,00",,,,,,
seq0,checks,2 / 100,,,,,,,,,,,,"1,84","2,19","2,47","0,00",,,,,,
seq0,checks,FINAL,,,,,,,,,,,,"1,84","2,19","2,47","0,00","79,81","118,93","5,30","2,09","163,00","86,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,04","0,36","0,96",,,,,,,"1,34","8,75","11,72","8,07",,,,,,
seq0,no_checks,1 / 100,,,"0,08","0,25","0,35",,,,,,,"1,34","3,51","3,62","0,01",,,,,,
seq0,no_checks,2 / 100,,,"0,08","0,25","0,35",,,,,,,"1,34","3,51","3,62","0,01",,,,,,
seq0,no_checks,FINAL,,,"0,08","0,25","0,35",,,,,,,"1,34","3,51","3,62","0,01","59,87","261,38","1,77","2,27","419,00","804,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,06","0,62","0,87",,,,,,,"1,63","14,42","21,81","14,72",,,,,,
seq1,no_checks,1 / 100,,,"0,05","0,23","0,32",,,,,,,"1,63","3,53","3,62","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,05","0,23","0,32",,,,,,,"1,63","3,53","3,62","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,05","0,23","0,32",,,,,,,"1,63","3,53","3,62","0,00","75,49","216,79","1,77","2,59","387,00","724,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,07","0,70","1,47",,,,,,,"1,99","17,08","21,49","11,85",,,,,,
seq2,no_checks,1 / 100,,,"0,08","0,22","1,12",,,,,,,"1,99","16,04","16,44","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,08","0,22","1,12",,,,,,,"1,99","16,04","16,44","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,08","0,22","1,12",,,,,,,"1,99","16,04","16,44","0,00","6,07","804,10","1,77","3,02","379,00","682,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","38,96","0,13",,,,,,,"1,94","46,72","195,17","42,97",,,,,,
seq3,no_checks,1 / 100,,,"0,07","0,27","0,18",,,,,,,"1,94","147,60","151,53","0,93",,,,,,
seq3,no_checks,2 / 100,,,"0,11","0,28","2,77",,,,,,,"1,94","25,17","25,87","0,70",,,,,,
seq3,no_checks,3 / 100,,,"0,06","0,27","2,78",,,,,,,"1,94","24,44","25,07","0,02",,,,,,
seq3,no_checks,4 / 100,,,"0,08","0,27","113,21",,,,,,,"1,94","3,65","3,86","0,04",,,,,,
seq3,no_checks,5 / 100,,,"0,08","0,27","4,61",,,,,,,"1,94","4,40","4,61","0,00",,,,,,
seq3,no_checks,6 / 100,,,"0,08","0,27","4,58",,,,,,,"1,94","4,40","4,61","0,00",,,,,,
seq3,no_checks,FINAL,,,"0,08","0,27","4,58",,,,,,,"1,94","4,40","4,61","0,00","90,57","226,74","1,77","2,72","343,00","684,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,07","0,65","2,12",,,,,,,"2,53","22,31","25,29","12,09",,,,,,
seq4,no_checks,1 / 100,,,"0,05","0,17","1,72",,,,,,,"2,53","24,54","25,07","0,00",,,,,,
seq4,no_checks,2 / 100,,,"0,05","0,17","1,72",,,,,,,"2,53","24,54","25,07","0,00",,,,,,
seq4,no_checks,FINAL,,,"0,05","0,17","1,72",,,,,,,"2,53","24,54","25,07","0,00","-9,97","970,49","1,77","3,46","290,00","574,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,01","0,15","0,58",,,,,,,"3,93","34,19","35,43","5,28",,,,,,
seq5,no_checks,1 / 100,,,"0,01","0,10","1,18",,,,,,,"3,93","36,14","36,72","0,00",,,,,,
seq5,no_checks,2 / 100,,,"0,01","0,10","1,18",,,,,,,"3,93","36,14","36,72","0,00",,,,,,
seq5,no_checks,FINAL,,,"0,01","0,10","1,18",,,,,,,"3,93","36,14","36,72","0,00","-5,70","918,85","1,77","3,31","121,00","232,00"
