TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,85","11,70","13,67","11,74",,,,,,
seq0,checks,1 / 12,,,"0,01","0,00","0,02",,,,,,,"1,85","0,86","0,99","0,04",,,,,,
seq0,checks,2 / 12,,,"0,01","0,00","0,02",,,,,,,"1,85","0,86","0,99","0,04",,,,,,
seq0,checks,FINAL,,,"0,01","0,00","0,02",,,,,,,"1,85","0,86","0,99","0,04","92,64","46,57","5,30","2,09","185,00","90,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,31","8,93","11,79","9,99",,,,,,
seq0,no_checks,1 / 12,,,"0,01","0,00","0,04",,,,,,,"1,31","8,89","11,75","9,94",,,,,,
seq0,no_checks,2 / 12,,,"0,01","0,00","0,06",,,,,,,"1,31","8,73","11,30","9,44",,,,,,
seq0,no_checks,3 / 12,,,"0,01","0,00","0,05",,,,,,,"1,31","8,65","11,16","9,31",,,,,,
seq0,no_checks,4 / 12,,,"0,01","0,00","0,05",,,,,,,"1,31","8,64","11,12","9,27",,,,,,
seq0,no_checks,5 / 12,,,"0,01","0,00","0,04",,,,,,,"1,31","8,64","11,12","9,26",,,,,,
seq0,no_checks,6 / 12,,,"0,01","0,00","0,04",,,,,,,"1,31","8,63","11,11","9,24",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,00","0,04",,,,,,,"1,31","8,63","11,11","9,24","3,33","659,01","1,77","2,27","433,00","830,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,60","14,15","21,22","14,63",,,,,,
seq1,no_checks,1 / 12,,,"0,01","0,00","0,03",,,,,,,"1,60","14,01","21,13","14,56",,,,,,
seq1,no_checks,2 / 12,,,"0,01","0,00","0,04",,,,,,,"1,60","13,97","20,98","14,49",,,,,,
seq1,no_checks,3 / 12,,,"0,01","0,00","0,04",,,,,,,"1,60","13,97","20,98","14,48",,,,,,
seq1,no_checks,4 / 12,,,"0,01","0,00","0,09",,,,,,,"1,60","13,54","20,14","13,97",,,,,,
seq1,no_checks,5 / 12,,,"0,01","0,00","0,05",,,,,,,"1,60","13,46","19,99","13,88",,,,,,
seq1,no_checks,6 / 12,,,"0,01","0,00","0,05",,,,,,,"1,60","13,44","19,95","13,85",,,,,,
seq1,no_checks,7 / 12,,,"0,02","0,00","0,08",,,,,,,"1,60","10,02","13,63","10,48",,,,,,
seq1,no_checks,8 / 12,,,"0,02","0,00","0,07",,,,,,,"1,60","10,02","13,62","10,43",,,,,,
seq1,no_checks,9 / 12,,,"0,02","0,00","0,07",,,,,,,"1,60","10,02","13,62","10,42",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,00","0,07",,,,,,,"1,60","10,02","13,62","10,42","29,20","626,87","1,77","2,59","401,00","750,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,97","17,75","22,70","12,81",,,,,,
seq2,no_checks,1 / 12,,,"0,01","0,00","0,05",,,,,,,"1,97","17,67","22,58","12,72",,,,,,
seq2,no_checks,2 / 12,,,"0,01","0,00","0,05",,,,,,,"1,97","17,66","22,57","12,72",,,,,,
seq2,no_checks,FINAL,,,"0,01","0,00","0,05",,,,,,,"1,97","17,66","22,57","12,72","0,49","897,16","1,77","3,07","398,00","720,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,97","17,61","23,15","13,46",,,,,,
seq3,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"1,97","17,54","23,05","13,39",,,,,,
seq3,no_checks,2 / 12,,,"0,01","0,00","0,04",,,,,,,"1,97","17,49","22,96","13,32",,,,,,
seq3,no_checks,3 / 12,,,"0,00","0,00","0,04",,,,,,,"1,97","17,44","22,91","13,27",,,,,,
seq3,no_checks,4 / 12,,,"0,03","0,00","0,12",,,,,,,"1,97","12,48","14,52","7,03",,,,,,
seq3,no_checks,5 / 12,,,"0,03","0,00","0,11",,,,,,,"1,97","12,52","14,56","7,06",,,,,,
seq3,no_checks,6 / 12,,,"0,03","0,00","0,10",,,,,,,"1,97","12,53","14,58","7,08",,,,,,
seq3,no_checks,FINAL,,,"0,03","0,00","0,10",,,,,,,"1,97","12,53","14,58","7,08","28,85","635,80","1,77","2,72","350,00","622,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"2,52","22,46","25,46","12,19",,,,,,
seq4,no_checks,1 / 12,,,"0,00","0,00","0,07",,,,,,,"2,52","22,42","25,43","12,12",,,,,,
seq4,no_checks,2 / 12,,,"0,01","0,00","0,07",,,,,,,"2,52","22,41","25,43","12,12",,,,,,
seq4,no_checks,3 / 12,,,"0,00","0,00","0,10",,,,,,,"2,52","22,39","25,39","12,03",,,,,,
seq4,no_checks,4 / 12,,,"0,00","0,00","0,09",,,,,,,"2,52","22,39","25,39","12,03",,,,,,
seq4,no_checks,FINAL,,,"0,00","0,00","0,09",,,,,,,"2,52","22,39","25,39","12,03","0,30","887,45","1,77","3,42","291,00","576,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"3,93","34,26","35,42","5,09",,,,,,
seq5,no_checks,1 / 12,,,"0,01","0,00","0,14",,,,,,,"3,93","34,78","35,24","0,03",,,,,,
seq5,no_checks,2 / 12,,,"0,01","0,00","0,14",,,,,,,"3,93","34,78","35,24","0,03",,,,,,
seq5,no_checks,FINAL,,,"0,01","0,00","0,14",,,,,,,"3,93","34,78","35,24","0,03","-1,52","884,40","1,77","3,31","121,00","232,00"
