parallax,Av. error (mm),Info
"2,31","0,39",seq0_checks
"2,31","1,32",seq0_checks
"2,53","0,39",seq0_checks
"2,53","1,33",seq0_checks
"2,53","0,38",seq0_checks
"2,53","1,30",seq0_checks
"2,29","0,37",seq0_checks
"2,29","1,19",seq0_checks
"2,50","0,44",seq0_checks
"2,50","1,75",seq0_checks
"2,52","0,44",seq0_checks
"2,52","1,75",seq0_checks
"2,20","0,39",seq0_checks
"2,20","1,31",seq0_checks
"2,30","0,38",seq0_checks
"2,30","1,31",seq0_checks
"2,27","0,25",seq0_checks
"2,27","0,74",seq0_checks
"2,54","0,44",seq0_checks
"2,54","1,68",seq0_checks
"2,20","0,30",seq0_checks
"2,20","1,22",seq0_checks
"2,38","0,25",seq0_checks
"2,38","0,76",seq0_checks
"2,30","0,38",seq0_checks
"2,30","1,28",seq0_checks
"2,51","0,39",seq0_checks
"2,51","1,33",seq0_checks
"2,34","0,29",seq0_checks
"2,34","1,19",seq0_checks
"2,62","0,44",seq0_checks
"2,62","1,68",seq0_checks
"2,62","0,44",seq0_checks
"2,62","1,68",seq0_checks
"2,55","0,42",seq0_checks
"2,55","1,70",seq0_checks
"2,46","0,39",seq0_checks
"2,46","1,32",seq0_checks
"2,09","0,36",seq0_checks
"2,09","1,18",seq0_checks
"2,40","0,36",seq0_checks
"2,40","1,22",seq0_checks
"2,61","0,36",seq0_checks
"2,61","1,22",seq0_checks
"2,10","0,36",seq0_checks
"2,10","1,23",seq0_checks
"2,26","0,37",seq0_checks
"2,26","1,27",seq0_checks
"2,27","0,38",seq0_checks
"2,27","1,28",seq0_checks
"2,19","0,38",seq0_checks
"2,19","1,28",seq0_checks
"2,55","0,41",seq0_checks
"2,55","1,64",seq0_checks
"2,49","0,41",seq0_checks
"2,49","1,64",seq0_checks
"2,55","0,44",seq0_checks
"2,55","1,68",seq0_checks
"2,45","0,38",seq0_checks
"2,45","1,30",seq0_checks
"2,39","0,38",seq0_checks
"2,39","1,30",seq0_checks
"2,59","0,33",seq0_checks
"2,59","1,29",seq0_checks
"2,42","0,37",seq0_checks
"2,42","1,25",seq0_checks
"2,23","0,29",seq0_checks
"2,23","1,16",seq0_checks
"2,40","0,29",seq0_checks
"2,40","1,19",seq0_checks
"2,21","0,36",seq0_checks
"2,21","1,20",seq0_checks
"2,53","0,32",seq0_checks
"2,53","1,25",seq0_checks
"2,57","0,55",seq0_checks
"2,57","2,14",seq0_checks
"2,37","0,38",seq0_checks
"2,37","1,30",seq0_checks
"2,29","0,39",seq0_checks
"2,29","1,31",seq0_checks
"2,47","0,44",seq0_checks
"2,47","1,76",seq0_checks
"2,47","0,44",seq0_checks
"2,47","1,75",seq0_checks
"2,56","0,42",seq0_checks
"2,56","1,68",seq0_checks
"2,69","0,40",seq0_checks
"2,69","1,35",seq0_checks
"0,80","7,79",seq0_no_checks
"0,80","8,42",seq0_no_checks
"1,53","8,56",seq0_no_checks
"1,53","7,96",seq0_no_checks
"1,53","6,16",seq0_no_checks
"1,53","8,10",seq0_no_checks
"0,87","6,34",seq0_no_checks
"0,87","5,22",seq0_no_checks
"1,52","7,50",seq0_no_checks
"1,52","7,17",seq0_no_checks
"1,01","14,66",seq0_no_checks
"1,01","13,30",seq0_no_checks
"2,26","5,81",seq0_no_checks
"2,26","5,16",seq0_no_checks
"2,26","4,52",seq0_no_checks
"2,26","5,11",seq0_no_checks
"1,62","4,88",seq0_no_checks
"1,62","4,39",seq0_no_checks
"1,21","8,09",seq0_no_checks
"1,21","7,69",seq0_no_checks
"1,21","8,31",seq0_no_checks
"1,21","7,86",seq0_no_checks
"2,59","5,85",seq0_no_checks
"2,59","6,10",seq0_no_checks
"1,53","1,97",seq0_no_checks
"1,53","1,55",seq0_no_checks
"1,51","3,32",seq0_no_checks
"1,51","2,12",seq0_no_checks
"1,37","5,86",seq0_no_checks
"1,37","7,54",seq0_no_checks
"2,54","6,55",seq0_no_checks
"2,54","5,79",seq0_no_checks
"2,33","6,28",seq0_no_checks
"2,33","6,35",seq0_no_checks
"0,94","4,02",seq0_no_checks
"0,94","1,64",seq0_no_checks
"1,10","6,02",seq0_no_checks
"1,10","7,93",seq0_no_checks
"1,31","5,93",seq0_no_checks
"1,31","8,23",seq0_no_checks
"2,38","4,07",seq0_no_checks
"2,38","3,39",seq0_no_checks
"0,76","17,98",seq0_no_checks
"0,76","17,32",seq0_no_checks
"1,03","0,27",seq0_no_checks
"1,03","0,49",seq0_no_checks
"0,78","12,76",seq0_no_checks
"0,78","11,91",seq0_no_checks
"2,58","5,13",seq0_no_checks
"2,58","5,31",seq0_no_checks
"2,64","4,31",seq0_no_checks
"2,64","4,48",seq0_no_checks
"2,58","4,23",seq0_no_checks
"2,58","4,22",seq0_no_checks
"2,03","5,19",seq0_no_checks
"2,03","4,23",seq0_no_checks
"0,89","7,09",seq0_no_checks
"0,89","6,42",seq0_no_checks
"0,92","7,77",seq0_no_checks
"0,92","7,61",seq0_no_checks
"0,77","21,83",seq0_no_checks
"0,77","22,60",seq0_no_checks
"1,36","8,84",seq0_no_checks
"1,36","9,18",seq0_no_checks
"2,14","6,83",seq0_no_checks
"2,14","6,17",seq0_no_checks
"1,29","7,67",seq0_no_checks
"1,29","6,86",seq0_no_checks
"1,22","5,34",seq0_no_checks
"1,22","4,48",seq0_no_checks
"0,72","3,20",seq0_no_checks
"0,72","5,17",seq0_no_checks
"0,82","22,08",seq0_no_checks
"0,82","21,30",seq0_no_checks
"0,81","22,40",seq0_no_checks
"0,81","22,02",seq0_no_checks
"1,16","13,93",seq0_no_checks
"1,16","14,10",seq0_no_checks
"2,12","3,27",seq0_no_checks
"2,12","3,41",seq0_no_checks
"0,94","2,08",seq0_no_checks
"0,94","1,91",seq0_no_checks
"0,93","2,34",seq0_no_checks
"0,93","2,16",seq0_no_checks
"1,47","2,17",seq0_no_checks
"1,47","3,04",seq0_no_checks
"0,84","9,70",seq0_no_checks
"0,84","8,68",seq0_no_checks
"1,54","8,19",seq0_no_checks
"1,54","9,84",seq0_no_checks
"0,78","12,87",seq0_no_checks
"0,78","13,58",seq0_no_checks
"1,66","9,28",seq0_no_checks
"1,66","8,87",seq0_no_checks
"1,15","10,26",seq0_no_checks
"1,15","8,20",seq0_no_checks
"1,15","10,62",seq0_no_checks
"1,15","8,76",seq0_no_checks
"0,81","9,27",seq0_no_checks
"0,81","9,84",seq0_no_checks
"0,80","9,86",seq0_no_checks
"0,80","10,27",seq0_no_checks
"0,76","2,40",seq0_no_checks
"0,76","1,44",seq0_no_checks
"0,91","13,28",seq0_no_checks
"0,91","12,64",seq0_no_checks
"1,03","14,09",seq0_no_checks
"1,03","14,15",seq0_no_checks
