parallax,Av. error (mm),Info
"2,31","0,35",seq0_checks
"2,31","1,29",seq0_checks
"2,53","0,35",seq0_checks
"2,53","1,30",seq0_checks
"2,53","0,34",seq0_checks
"2,53","1,27",seq0_checks
"2,29","0,33",seq0_checks
"2,29","1,17",seq0_checks
"2,50","0,40",seq0_checks
"2,50","1,71",seq0_checks
"2,52","0,40",seq0_checks
"2,52","1,71",seq0_checks
"2,20","0,35",seq0_checks
"2,20","1,28",seq0_checks
"2,30","0,35",seq0_checks
"2,30","1,28",seq0_checks
"2,27","0,23",seq0_checks
"2,27","0,72",seq0_checks
"2,54","0,40",seq0_checks
"2,54","1,63",seq0_checks
"2,21","0,27",seq0_checks
"2,21","1,19",seq0_checks
"2,38","0,23",seq0_checks
"2,38","0,75",seq0_checks
"2,62","0,40",seq0_checks
"2,62","1,63",seq0_checks
"2,62","0,40",seq0_checks
"2,62","1,63",seq0_checks
"2,30","0,34",seq0_checks
"2,30","1,25",seq0_checks
"2,51","0,35",seq0_checks
"2,51","1,29",seq0_checks
"2,34","0,26",seq0_checks
"2,34","1,16",seq0_checks
"2,67","0,38",seq0_checks
"2,67","1,65",seq0_checks
"2,46","0,35",seq0_checks
"2,46","1,28",seq0_checks
"2,40","0,32",seq0_checks
"2,40","1,19",seq0_checks
"2,61","0,33",seq0_checks
"2,61","1,19",seq0_checks
"2,10","0,33",seq0_checks
"2,10","1,20",seq0_checks
"2,09","0,33",seq0_checks
"2,09","1,15",seq0_checks
"2,26","0,34",seq0_checks
"2,26","1,24",seq0_checks
"2,27","0,34",seq0_checks
"2,27","1,25",seq0_checks
"2,19","0,34",seq0_checks
"2,19","1,25",seq0_checks
"2,55","0,37",seq0_checks
"2,55","1,60",seq0_checks
"2,49","0,37",seq0_checks
"2,49","1,60",seq0_checks
"2,55","0,40",seq0_checks
"2,55","1,63",seq0_checks
"2,45","0,34",seq0_checks
"2,45","1,27",seq0_checks
"2,39","0,34",seq0_checks
"2,39","1,27",seq0_checks
"2,60","0,29",seq0_checks
"2,60","1,25",seq0_checks
"2,42","0,33",seq0_checks
"2,42","1,22",seq0_checks
"2,23","0,26",seq0_checks
"2,23","1,13",seq0_checks
"2,40","0,26",seq0_checks
"2,40","1,16",seq0_checks
"2,21","0,32",seq0_checks
"2,21","1,18",seq0_checks
"2,53","0,28",seq0_checks
"2,53","1,21",seq0_checks
"2,57","0,49",seq0_checks
"2,57","2,09",seq0_checks
"2,37","0,34",seq0_checks
"2,37","1,27",seq0_checks
"2,29","0,35",seq0_checks
"2,29","1,28",seq0_checks
"2,47","0,40",seq0_checks
"2,47","1,71",seq0_checks
"2,47","0,40",seq0_checks
"2,47","1,71",seq0_checks
"2,31","0,34",seq0_checks
"2,31","1,22",seq0_checks
"2,56","0,38",seq0_checks
"2,56","1,64",seq0_checks
"2,69","0,36",seq0_checks
"2,69","1,32",seq0_checks
"1,53","2,05",seq0_no_checks
"1,53","1,52",seq0_no_checks
"1,53","5,93",seq0_no_checks
