TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,88","11,87","13,81","11,89",,,,,,
seq0,checks,1 / 30,,,"0,01","0,00","0,03",,,,,,,"1,88","0,88","1,03","0,02",,,,,,
seq0,checks,2 / 30,,,"0,01","0,00","0,03",,,,,,,"1,88","0,88","1,03","0,02",,,,,,
seq0,checks,FINAL,,,"0,01","0,00","0,03",,,,,,,"1,88","0,88","1,03","0,02","92,58","46,73","5,30","2,09","193,00","88,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,31","8,90","11,75","9,96",,,,,,
seq0,no_checks,1 / 30,,,"0,01","0,00","0,04",,,,,,,"1,31","8,86","11,72","9,92",,,,,,
seq0,no_checks,2 / 30,,,"0,01","0,00","0,04",,,,,,,"1,31","8,86","11,71","9,91",,,,,,
seq0,no_checks,3 / 30,,,"0,01","0,00","0,04",,,,,,,"1,31","8,86","11,70","9,90",,,,,,
seq0,no_checks,4 / 30,,,"0,01","0,00","0,04",,,,,,,"1,31","8,86","11,70","9,89",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,00","0,04",,,,,,,"1,31","8,86","11,70","9,89","0,44","675,61","1,77","2,27","434,00","832,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,60","14,20","21,25","14,68",,,,,,
seq1,no_checks,1 / 12,,,"0,00","0,00","0,04",,,,,,,"1,60","13,98","21,01","14,53",,,,,,
seq1,no_checks,2 / 12,,,"0,00","0,00","0,04",,,,,,,"1,60","13,90","20,82","14,41",,,,,,
seq1,no_checks,3 / 12,,,"0,00","0,00","0,04",,,,,,,"1,60","13,85","20,71","14,35",,,,,,
seq1,no_checks,4 / 12,,,"0,00","0,00","0,04",,,,,,,"1,60","13,84","20,68","14,33",,,,,,
seq1,no_checks,5 / 12,,,"0,00","0,00","0,04",,,,,,,"1,60","13,79","20,55","14,26",,,,,,
seq1,no_checks,6 / 12,,,"0,00","0,00","0,04",,,,,,,"1,60","13,71","20,39","14,17",,,,,,
seq1,no_checks,7 / 12,,,"0,00","0,00","0,05",,,,,,,"1,60","13,63","20,21","14,06",,,,,,
seq1,no_checks,8 / 12,,,"0,01","0,00","0,05",,,,,,,"1,60","13,54","20,03","13,95",,,,,,
seq1,no_checks,9 / 12,,,"0,01","0,00","0,06",,,,,,,"1,60","13,40","19,73","13,77",,,,,,
seq1,no_checks,10 / 12,,,"0,01","0,00","0,07",,,,,,,"1,60","12,44","17,84","12,66",,,,,,
seq1,no_checks,11 / 12,,,"0,01","0,00","0,06",,,,,,,"1,60","12,36","17,70","12,56",,,,,,
seq1,no_checks,FINAL,,,"0,01","0,00","0,04",,,,,,,"1,60","12,34","17,68","12,55","13,08","770,48","1,77","2,59","401,00","750,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,99","17,63","22,59","12,68",,,,,,
seq2,no_checks,1 / 12,,,"0,01","0,00","0,05",,,,,,,"1,99","17,35","22,02","12,34",,,,,,
seq2,no_checks,2 / 12,,,"0,01","0,00","0,05",,,,,,,"1,99","17,32","21,96","12,30",,,,,,
seq2,no_checks,3 / 12,,,"0,01","0,00","0,05",,,,,,,"1,99","17,29","21,88","12,25",,,,,,
