FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"78,38","511,68","519,62",,,,,,
seq0,checks,1 / 12,,,"0,04",,,,,,,"78,38","498,15","507,97",,,,,,
seq0,checks,2 / 12,,,"0,04",,,,,,,"78,38","498,15","507,97",,,,,,
seq0,checks,FINAL,,,"0,04",,,,,,,"78,38","498,15","507,97","2,64","635,56","53,02","2,09","166,00","82,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,38",,,,,,,"26,76","713,62","730,45",,,,,,
seq0,no_checks,1 / 12,,,"0,40",,,,,,,"26,76","713,32","730,14",,,,,,
seq0,no_checks,2 / 12,,,"0,64",,,,,,,"26,76","710,77","727,68",,,,,,
seq0,no_checks,3 / 12,,,"0,85",,,,,,,"26,76","710,11","727,05",,,,,,
seq0,no_checks,4 / 12,,,"1,01",,,,,,,"26,76","708,96","726,02",,,,,,
seq0,no_checks,5 / 12,,,"1,78",,,,,,,"26,76","705,38","722,85",,,,,,
seq0,no_checks,6 / 12,,,"2,51",,,,,,,"26,76","706,92","724,52",,,,,,
seq0,no_checks,7 / 12,,,"2,38",,,,,,,"26,76","706,63","724,22",,,,,,
seq0,no_checks,8 / 12,,,"1,23",,,,,,,"26,76","718,63","733,77",,,,,,
seq0,no_checks,9 / 12,,,"0,85",,,,,,,"26,76","718,71","733,79",,,,,,
seq0,no_checks,10 / 12,,,"0,99",,,,,,,"26,76","718,79","733,83",,,,,,
seq0,no_checks,11 / 12,,,"0,96",,,,,,,"26,76","718,83","733,87",,,,,,
seq0,no_checks,FINAL,,,"0,98",,,,,,,"26,76","718,87","733,91","-0,73","2686,36","17,68","2,27","417,00","776,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,51",,,,,,,"26,76","733,54","749,35",,,,,,
seq1,no_checks,1 / 12,,,"0,48",,,,,,,"26,76","730,72","746,59",,,,,,
seq1,no_checks,2 / 12,,,"0,71",,,,,,,"26,76","692,28","713,76",,,,,,
seq1,no_checks,3 / 12,,,"1,20",,,,,,,"26,76","692,15","713,81",,,,,,
seq1,no_checks,4 / 12,,,"1,66",,,,,,,"26,76","693,31","714,71",,,,,,
seq1,no_checks,5 / 12,,,"2,02",,,,,,,"26,76","694,74","715,83",,,,,,
seq1,no_checks,6 / 12,,,"2,57",,,,,,,"26,76","694,90","715,99",,,,,,
seq1,no_checks,7 / 12,,,"2,36",,,,,,,"26,76","695,10","716,18",,,,,,
seq1,no_checks,8 / 12,,,"2,60",,,,,,,"26,76","698,33","718,80",,,,,,
seq1,no_checks,9 / 12,,,"1,95",,,,,,,"26,76","698,43","718,86",,,,,,
seq1,no_checks,10 / 12,,,"3,02",,,,,,,"26,76","698,64","719,04",,,,,,
seq1,no_checks,11 / 12,,,"4,16",,,,,,,"26,76","701,83","721,67",,,,,,
seq1,no_checks,FINAL,,,"3,16",,,,,,,"26,76","707,57","726,18","3,54","2644,58","17,68","2,59","390,00","676,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,45",,,,,,,"26,75","780,86","788,59",,,,,,
seq2,no_checks,1 / 12,,,"0,44",,,,,,,"26,75","779,32","787,03",,,,,,
seq2,no_checks,2 / 12,,,"1,82",,,,,,,"26,75","751,93","761,65",,,,,,
seq2,no_checks,3 / 12,,,"2,40",,,,,,,"26,75","747,79","758,04",,,,,,
seq2,no_checks,4 / 12,,,"3,06",,,,,,,"26,75","746,44","756,86",,,,,,
seq2,no_checks,5 / 12,,,"3,27",,,,,,,"26,75","745,28","755,84",,,,,,
seq2,no_checks,6 / 12,,,"3,43",,,,,,,"26,75","735,92","748,17",,,,,,
seq2,no_checks,7 / 12,,,"3,65",,,,,,,"26,75","735,70","748,18",,,,,,
seq2,no_checks,8 / 12,,,"3,80",,,,,,,"26,75","733,51","746,42",,,,,,
seq2,no_checks,9 / 12,,,"4,04",,,,,,,"26,75","731,86","745,42",,,,,,
seq2,no_checks,10 / 12,,,"3,81",,,,,,,"26,75","731,57","745,11",,,,,,
seq2,no_checks,11 / 12,,,"3,68",,,,,,,"26,75","731,51","745,07",,,,,,
seq2,no_checks,FINAL,,,"4,04",,,,,,,"26,75","725,32","740,22","7,11","2710,99","17,68","3,02","383,00","662,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,44",,,,,,,"26,75","764,77","774,01",,,,,,
seq3,no_checks,1 / 12,,,"0,44",,,,,,,"26,75","764,18","773,35",,,,,,
seq3,no_checks,2 / 12,,,"0,56",,,,,,,"26,75","752,79","762,31",,,,,,
seq3,no_checks,3 / 12,,,"0,72",,,,,,,"26,75","750,12","759,78",,,,,,
seq3,no_checks,4 / 12,,,"0,75",,,,,,,"26,75","750,03","759,66",,,,,,
seq3,no_checks,5 / 12,,,"0,78",,,,,,,"26,75","749,71","759,35",,,,,,
seq3,no_checks,6 / 12,,,"1,10",,,,,,,"26,75","742,76","753,01",,,,,,
seq3,no_checks,7 / 12,,,"3,84",,,,,,,"26,75","706,89","723,90",,,,,,
seq3,no_checks,8 / 12,,,"5,94",,,,,,,"26,75","718,94","735,00",,,,,,
seq3,no_checks,9 / 12,,,"6,13",,,,,,,"26,75","718,51","734,52",,,,,,
seq3,no_checks,10 / 12,,,"6,00",,,,,,,"26,75","718,84","734,84",,,,,,
seq3,no_checks,11 / 12,,,"6,28",,,,,,,"26,75","718,93","734,86",,,,,,
seq3,no_checks,FINAL,,,"5,98",,,,,,,"26,75","718,99","734,94","5,99","2687,88","17,68","2,71","344,00","572,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,61",,,,,,,"26,75","782,17","792,24",,,,,,
seq4,no_checks,1 / 12,,,"0,91",,,,,,,"26,75","767,30","776,51",,,,,,
seq4,no_checks,2 / 12,,,"0,92",,,,,,,"26,75","767,29","776,49",,,,,,
seq4,no_checks,3 / 12,,,"0,96",,,,,,,"26,75","766,82","776,02",,,,,,
seq4,no_checks,4 / 12,,,"4,81",,,,,,,"26,75","718,37","733,13",,,,,,
seq4,no_checks,5 / 12,,,"5,18",,,,,,,"26,75","715,93","731,32",,,,,,
seq4,no_checks,6 / 12,,,"6,16",,,,,,,"26,75","714,23","730,03",,,,,,
seq4,no_checks,7 / 12,,,"6,23",,,,,,,"26,75","714,16","729,96",,,,,,
seq4,no_checks,8 / 12,,,"6,58",,,,,,,"26,75","714,08","729,89",,,,,,
seq4,no_checks,9 / 12,,,"6,81",,,,,,,"26,75","714,01","729,83",,,,,,
seq4,no_checks,10 / 12,,,"7,54",,,,,,,"26,75","712,35","728,61",,,,,,
seq4,no_checks,11 / 12,,,"7,45",,,,,,,"26,75","712,34","728,60",,,,,,
seq4,no_checks,FINAL,,,"7,46",,,,,,,"26,75","712,32","728,59","8,93","2662,82","17,68","3,46","295,00","590,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,09",,,,,,,"26,70","826,90","828,99",,,,,,
seq5,no_checks,1 / 12,,,"0,07",,,,,,,"26,70","825,11","827,09",,,,,,
seq5,no_checks,2 / 12,,,"0,07",,,,,,,"26,70","824,67","826,64",,,,,,
seq5,no_checks,3 / 12,,,"0,07",,,,,,,"26,70","824,36","826,32",,,,,,
