FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,01","0,04","0,03",,,,,,,"1,84","10,83","12,32","10,90",,,,,,
seq0,checks,1 / 100,,,"0,04","0,03","0,18",,,,,,,"1,84","2,19","2,47","0,00",,,,,,
seq0,checks,2 / 100,,,"0,04","0,03","0,18",,,,,,,"1,84","2,19","2,47","0,00",,,,,,
seq0,checks,FINAL,,,"0,04","0,03","0,18",,,,,,,"1,84","2,19","2,47","0,00","79,81","118,93","5,30","2,09","161,00","86,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,04","0,32","0,80",,,,,,,"1,34","8,76","11,75","8,06",,,,,,
seq0,no_checks,1 / 100,,,"0,08","0,22","0,37",,,,,,,"1,34","3,58","3,69","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,08","0,22","0,37",,,,,,,"1,34","3,58","3,69","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,08","0,22","0,37",,,,,,,"1,34","3,58","3,69","0,00","59,13","266,63","1,77","2,27","417,00","800,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,06","0,62","0,92",,,,,,,"1,63","14,42","21,87","14,74",,,,,,
seq1,no_checks,1 / 100,,,"0,04","0,29","0,28",,,,,,,"1,63","3,37","3,46","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,04","0,29","0,28",,,,,,,"1,63","3,37","3,46","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,04","0,29","0,28",,,,,,,"1,63","3,37","3,46","0,00","76,60","207,27","1,77","2,59","383,00","716,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,10","0,71","1,44",,,,,,,"2,00","16,92","21,34","11,74",,,,,,
seq2,no_checks,1 / 100,,,"0,07","0,31","1,00",,,,,,,"2,00","15,83","16,23","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,07","0,31","1,00",,,,,,,"2,00","15,83","16,23","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,07","0,31","1,00",,,,,,,"2,00","15,83","16,23","0,00","6,44","791,50","1,77","3,05","382,00","688,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","38,50","0,12",,,,,,,"1,94","47,21","195,84","43,49",,,,,,
