parallax,Av. error (mm),Info
"2,31","0,39",seq0_checks
"2,31","1,24",seq0_checks
"2,53","0,40",seq0_checks
"2,53","1,25",seq0_checks
"2,53","0,39",seq0_checks
"2,53","1,23",seq0_checks
"2,29","0,37",seq0_checks
"2,29","1,13",seq0_checks
"2,50","0,46",seq0_checks
"2,50","1,64",seq0_checks
"2,52","0,46",seq0_checks
"2,52","1,64",seq0_checks
"2,20","0,39",seq0_checks
"2,20","1,24",seq0_checks
"2,30","0,39",seq0_checks
"2,30","1,24",seq0_checks
"2,27","0,25",seq0_checks
"2,27","0,70",seq0_checks
"2,54","0,46",seq0_checks
"2,54","1,57",seq0_checks
"2,21","0,32",seq0_checks
"2,21","1,14",seq0_checks
"2,38","0,25",seq0_checks
"2,38","0,72",seq0_checks
"2,62","0,46",seq0_checks
"2,62","1,57",seq0_checks
"2,62","0,46",seq0_checks
"2,62","1,57",seq0_checks
"2,30","0,38",seq0_checks
"2,30","1,21",seq0_checks
"2,51","0,40",seq0_checks
"2,51","1,25",seq0_checks
"2,34","0,31",seq0_checks
"2,34","1,11",seq0_checks
"2,55","0,45",seq0_checks
"2,55","1,59",seq0_checks
"2,46","0,40",seq0_checks
"2,46","1,24",seq0_checks
"2,40","0,37",seq0_checks
"2,40","1,15",seq0_checks
"2,61","0,37",seq0_checks
"2,61","1,15",seq0_checks
"2,10","0,37",seq0_checks
"2,10","1,16",seq0_checks
"2,09","0,37",seq0_checks
"2,09","1,11",seq0_checks
"2,26","0,38",seq0_checks
"2,26","1,20",seq0_checks
"2,27","0,38",seq0_checks
"2,27","1,20",seq0_checks
"2,19","0,38",seq0_checks
"2,19","1,21",seq0_checks
"2,55","0,43",seq0_checks
"2,55","1,54",seq0_checks
"2,49","0,43",seq0_checks
"2,49","1,54",seq0_checks
"2,55","0,46",seq0_checks
"2,55","1,57",seq0_checks
"2,45","0,39",seq0_checks
"2,45","1,22",seq0_checks
"2,39","0,39",seq0_checks
"2,39","1,23",seq0_checks
"2,60","0,34",seq0_checks
"2,60","1,20",seq0_checks
"2,42","0,37",seq0_checks
"2,42","1,17",seq0_checks
"2,23","0,31",seq0_checks
"2,23","1,08",seq0_checks
"2,40","0,31",seq0_checks
"2,40","1,12",seq0_checks
"2,21","0,36",seq0_checks
"2,21","1,14",seq0_checks
"2,53","0,33",seq0_checks
"2,53","1,17",seq0_checks
"2,57","0,58",seq0_checks
"2,57","2,01",seq0_checks
"2,37","0,39",seq0_checks
"2,37","1,23",seq0_checks
"2,29","0,39",seq0_checks
"2,29","1,24",seq0_checks
"2,47","0,46",seq0_checks
"2,47","1,64",seq0_checks
"2,47","0,46",seq0_checks
"2,47","1,64",seq0_checks
"2,31","0,39",seq0_checks
"2,31","1,17",seq0_checks
"2,56","0,44",seq0_checks
"2,56","1,58",seq0_checks
"2,69","0,40",seq0_checks
"2,69","1,27",seq0_checks
"0,80","7,84",seq0_no_checks
"0,80","8,00",seq0_no_checks
"1,30","18,80",seq0_no_checks
"1,30","18,28",seq0_no_checks
"1,53","5,93",seq0_no_checks
"1,53","8,35",seq0_no_checks
"0,87","6,18",seq0_no_checks
"0,87","5,39",seq0_no_checks
"1,52","4,33",seq0_no_checks
"1,52","3,97",seq0_no_checks
"1,01","14,54",seq0_no_checks
"1,01","12,85",seq0_no_checks
