TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,88","11,91","13,88","11,93",,,,,,
seq0,checks,1 / 12,,,"0,03","0,00","0,09",,,,,,,"1,88","0,88","1,06","0,04",,,,,,
seq0,checks,2 / 12,,,"0,03","0,00","0,09",,,,,,,"1,88","0,88","1,06","0,04",,,,,,
seq0,checks,FINAL,,,"0,03","0,00","0,09",,,,,,,"1,88","0,88","1,06","0,04","92,61","46,71","5,30","2,09","185,00","88,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,31","8,91","11,75","9,98",,,,,,
seq0,no_checks,1 / 12,,,"0,00","0,00","0,04",,,,,,,"1,31","8,87","11,72","9,93",,,,,,
seq0,no_checks,2 / 12,,,"0,00","0,00","0,04",,,,,,,"1,31","8,87","11,72","9,93",,,,,,
seq0,no_checks,FINAL,,,"0,00","0,00","0,04",,,,,,,"1,31","8,87","11,72","9,93","0,47","675,96","1,77","2,27","436,00","836,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,60","14,15","21,20","14,60",,,,,,
seq1,no_checks,1 / 12,,,"0,01","0,00","0,04",,,,,,,"1,60","13,90","20,87","14,39",,,,,,
seq1,no_checks,2 / 12,,,"0,01","0,00","0,06",,,,,,,"1,60","13,75","20,59","14,23",,,,,,
seq1,no_checks,3 / 12,,,"0,01","0,00","0,05",,,,,,,"1,60","13,72","20,54","14,20",,,,,,
seq1,no_checks,4 / 12,,,"0,01","0,00","0,10",,,,,,,"1,60","13,54","20,21","14,00",,,,,,
seq1,no_checks,5 / 12,,,"0,01","0,00","0,08",,,,,,,"1,60","13,22","19,60","13,61",,,,,,
seq1,no_checks,6 / 12,,,"0,01","0,00","0,06",,,,,,,"1,60","13,07","19,31","13,43",,,,,,
seq1,no_checks,7 / 12,,,"0,01","0,00","0,06",,,,,,,"1,60","12,88","18,94","13,21",,,,,,
seq1,no_checks,8 / 12,,,"0,01","0,00","0,06",,,,,,,"1,60","12,67","18,55","12,96",,,,,,
seq1,no_checks,9 / 12,,,"0,01","0,00","0,04",,,,,,,"1,60","12,35","17,91","12,57",,,,,,
seq1,no_checks,10 / 12,,,"0,01","0,00","0,04",,,,,,,"1,60","11,90","17,00","12,02",,,,,,
seq1,no_checks,11 / 12,,,"0,01","0,00","0,04",,,,,,,"1,60","11,70","16,65","11,78",,,,,,
seq1,no_checks,FINAL,,,"0,01","0,00","0,04",,,,,,,"1,60","11,67","16,61","11,75","17,53","728,05","1,77","2,59","403,00","754,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,98","17,73","22,66","12,73",,,,,,
seq2,no_checks,1 / 12,,,"0,00","0,00","0,05",,,,,,,"1,98","17,66","22,59","12,66",,,,,,
seq2,no_checks,2 / 12,,,"0,01","0,00","0,05",,,,,,,"1,98","17,66","22,54","12,63",,,,,,
seq2,no_checks,3 / 12,,,"0,01","0,00","0,05",,,,,,,"1,98","17,65","22,48","12,61",,,,,,
seq2,no_checks,4 / 12,,,"0,01","0,00","0,05",,,,,,,"1,98","17,65","22,43","12,60",,,,,,
seq2,no_checks,5 / 12,,,"0,01","0,00","0,08",,,,,,,"1,98","16,24","19,54","10,99",,,,,,
seq2,no_checks,6 / 12,,,"0,02","0,00","0,07",,,,,,,"1,98","16,26","19,53","10,96",,,,,,
seq2,no_checks,7 / 12,,,"0,01","0,00","0,07",,,,,,,"1,98","16,25","19,52","10,95",,,,,,
seq2,no_checks,8 / 12,,,"0,02","0,00","0,07",,,,,,,"1,98","12,66","14,44","5,47",,,,,,
seq2,no_checks,9 / 12,,,"0,02","0,00","0,10",,,,,,,"1,98","13,50","15,75","13,66",,,,,,
seq2,no_checks,10 / 12,,,"0,02","0,00","0,10",,,,,,,"1,98","13,51","15,77","14,58",,,,,,
seq2,no_checks,11 / 12,,,"0,02","0,00","0,10",,,,,,,"1,98","13,52","15,78","15,93",,,,,,
seq2,no_checks,FINAL,,,"0,02","0,00","0,10",,,,,,,"1,98","13,52","15,78","15,93","23,75","681,67","1,77","3,07","397,00","718,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,98","17,70","23,22","13,46",,,,,,
seq3,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"1,98","17,62","23,11","13,38",,,,,,
seq3,no_checks,2 / 12,,,"0,00","0,00","0,03",,,,,,,"1,98","17,62","23,09","13,37",,,,,,
seq3,no_checks,3 / 12,,,"0,00","0,00","0,03",,,,,,,"1,98","17,62","23,08","13,36",,,,,,
seq3,no_checks,FINAL,,,"0,00","0,00","0,03",,,,,,,"1,98","17,62","23,08","13,36","0,48","891,52","1,77","2,72","354,00","628,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"2,52","22,51","25,50","12,21",,,,,,
seq4,no_checks,1 / 12,,,"0,01","0,00","0,08",,,,,,,"2,52","22,47","25,47","12,14",,,,,,
seq4,no_checks,2 / 12,,,"0,01","0,00","0,08",,,,,,,"2,52","22,47","25,47","12,14",,,,,,
seq4,no_checks,FINAL,,,"0,01","0,00","0,08",,,,,,,"2,52","22,47","25,47","12,14","0,18","892,08","1,77","3,42","293,00","580,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"3,93","34,26","35,42","5,09",,,,,,
seq5,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"3,93","34,23","35,39","4,91",,,,,,
seq5,no_checks,2 / 12,,,"0,00","0,00","0,03",,,,,,,"3,93","34,23","35,39","4,91",,,,,,
seq5,no_checks,FINAL,,,"0,00","0,00","0,03",,,,,,,"3,93","34,23","35,39","4,91","0,09","870,37","1,77","3,31","121,00","232,00"
