FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,04","0,01",,,,,,,"1,87","10,99","12,45","11,03",,,,,,
seq0,checks,1 / 100,,,"0,01","0,03","0,02",,,,,,,"1,87","2,28","2,57","0,00",,,,,,
seq0,checks,2 / 100,,,"0,01","0,03","0,02",,,,,,,"1,87","2,28","2,57","0,00",,,,,,
seq0,checks,FINAL,,,"0,01","0,03","0,02",,,,,,,"1,87","2,28","2,57","0,00","79,21","121,86","5,30","2,09","166,00","84,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,05","0,37","0,82",,,,,,,"1,35","8,74","11,72","8,03",,,,,,
seq0,no_checks,1 / 100,,,"0,07","0,27","0,37",,,,,,,"1,35","3,57","3,68","0,00",,,,,,
seq0,no_checks,2 / 100,,,"0,07","0,27","0,37",,,,,,,"1,35","3,57","3,68","0,00",,,,,,
seq0,no_checks,FINAL,,,"0,07","0,27","0,37",,,,,,,"1,35","3,57","3,68","0,00","59,12","265,47","1,77","2,27","417,00","800,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,04","0,59","0,84",,,,,,,"1,63","14,47","21,88","14,79",,,,,,
seq1,no_checks,1 / 100,,,"0,03","0,24","0,27",,,,,,,"1,63","3,52","3,61","0,00",,,,,,
seq1,no_checks,2 / 100,,,"0,03","0,24","0,27",,,,,,,"1,63","3,52","3,61","0,00",,,,,,
seq1,no_checks,FINAL,,,"0,03","0,24","0,27",,,,,,,"1,63","3,52","3,61","0,00","75,65","216,64","1,77","2,59","384,00","718,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,04","0,67","1,42",,,,,,,"2,01","16,92","21,33","11,66",,,,,,
seq2,no_checks,1 / 100,,,"0,07","0,25","1,10",,,,,,,"2,01","15,85","16,25","0,00",,,,,,
seq2,no_checks,2 / 100,,,"0,07","0,25","1,10",,,,,,,"2,01","15,85","16,25","0,00",,,,,,
seq2,no_checks,FINAL,,,"0,07","0,25","1,10",,,,,,,"2,01","15,85","16,25","0,00","6,33","786,56","1,77","3,05","383,00","690,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","38,69","0,12",,,,,,,"1,94","47,44","196,42","43,77",,,,,,
seq3,no_checks,1 / 100,,,"0,05","0,26","0,19",,,,,,,"1,94","150,25","154,13","0,02",,,,,,
seq3,no_checks,2 / 100,,,"0,07","0,27","2,01",,,,,,,"1,94","147,14","150,85","1,98",,,,,,
seq3,no_checks,3 / 100,,,"0,08","0,27","1,42",,,,,,,"1,94","133,43","136,76","3,28",,,,,,
seq3,no_checks,4 / 100,,,"0,08","0,27","2,01",,,,,,,"1,94","132,53","135,85","3,16",,,,,,
seq3,no_checks,5 / 100,,,"0,07","0,27","1,72",,,,,,,"1,94","130,53","133,81","3,08",,,,,,
seq3,no_checks,6 / 100,,,"0,08","0,27","1,70",,,,,,,"1,94","129,10","132,36","3,20",,,,,,
seq3,no_checks,7 / 100,,,"0,08","0,27","2,12",,,,,,,"1,94","128,68","131,88","2,85",,,,,,
seq3,no_checks,8 / 100,,,"0,09","0,27","2,16",,,,,,,"1,94","128,36","131,60","2,94",,,,,,
seq3,no_checks,9 / 100,,,"0,08","0,27","2,49",,,,,,,"1,94","127,75","130,93","2,59",,,,,,
seq3,no_checks,10 / 100,,,"0,09","0,27","2,26",,,,,,,"1,94","127,42","130,65","2,77",,,,,,
seq3,no_checks,11 / 100,,,"0,09","0,27","2,07",,,,,,,"1,94","126,94","130,17","2,79",,,,,,
seq3,no_checks,12 / 100,,,"0,08","0,27","2,62",,,,,,,"1,94","126,51","129,68","2,57",,,,,,
seq3,no_checks,13 / 100,,,"0,09","0,27","2,15",,,,,,,"1,94","126,18","129,40","2,76",,,,,,
seq3,no_checks,14 / 100,,,"0,09","0,27","1,96",,,,,,,"1,94","125,42","128,63","2,81",,,,,,
seq3,no_checks,15 / 100,,,"0,08","0,27","2,51",,,,,,,"1,94","125,01","128,16","2,59",,,,,,
seq3,no_checks,16 / 100,,,"0,10","0,27","2,27",,,,,,,"1,94","124,59","127,78","2,76",,,,,,
seq3,no_checks,17 / 100,,,"0,12","0,27","1,75",,,,,,,"1,94","123,60","126,86","3,55",,,,,,
seq3,no_checks,18 / 100,,,"0,09","0,27","3,02",,,,,,,"1,94","110,31","113,19","2,80",,,,,,
seq3,no_checks,19 / 100,,,"0,08","0,27","2,32",,,,,,,"1,94","110,01","112,83","2,65",,,,,,
