FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,01","0,03","0,03",,,,,,,"1,84","10,79","12,24","10,85",,,,,,
seq0,checks,1 / 100,,,"0,04","0,02","0,18",,,,,,,"1,84","2,11","2,40","0,00",,,,,,
seq0,checks,2 / 100,,,"0,04","0,02","0,18",,,,,,,"1,84","2,11","2,40","0,00",,,,,,
seq0,checks,FINAL,,,"0,04","0,02","0,18",,,,,,,"1,84","2,11","2,40","0,00","80,40","115,00","5,30","2,09","160,00","86,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,04","0,36","0,80",,,,,,,"1,34","8,78","11,77","8,11",,,,,,
seq0,no_checks,1 / 100,,,"0,14","0,28","0,55",,,,,,,"1,34","5,72","6,63","4,67",,,,,,
seq0,no_checks,2 / 100,,,"0,14","0,28","0,54",,,,,,,"1,34","5,70","6,60","4,65",,,,,,
seq0,no_checks,3 / 100,,,"0,14","0,28","0,54",,,,,,,"1,34","5,69","6,59","4,64",,,,,,
seq0,no_checks,4 / 100,,,"0,14","0,28","0,55",,,,,,,"1,34","5,68","6,58","4,63",,,,,,
seq0,no_checks,FINAL,,,"0,14","0,28","0,55",,,,,,,"1,34","5,68","6,58","4,63","35,29","422,86","1,77","2,27","417,00","800,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,04","0,60","0,84",,,,,,,"1,63","14,37","21,79","14,70",,,,,,
seq1,no_checks,1 / 100,,,"0,08","0,23","0,33",,,,,,,"1,63","3,99","5,22","3,14",,,,,,
seq1,no_checks,2 / 100,,,"0,08","0,23","0,31",,,,,,,"1,63","3,99","5,22","3,14",,,,,,
seq1,no_checks,FINAL,,,"0,08","0,23","0,31",,,,,,,"1,63","3,99","5,22","3,14","72,21","245,13","1,77","2,59","387,00","724,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,05","0,72","1,49",,,,,,,"2,01","16,99","21,38","11,70",,,,,,
seq2,no_checks,1 / 100,,,"0,13","0,27","0,48",,,,,,,"2,01","15,18","16,03","2,52",,,,,,
seq2,no_checks,2 / 100,,,"0,12","0,27","0,37",,,,,,,"2,01","15,21","16,07","2,54",,,,,,
seq2,no_checks,3 / 100,,,"0,12","0,27","0,38",,,,,,,"2,01","15,21","16,07","2,54",,,,,,
seq2,no_checks,FINAL,,,"0,12","0,27","0,38",,,,,,,"2,01","15,21","16,07","2,54","10,49","754,66","1,77","3,05","383,00","690,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01","38,60","0,14",,,,,,,"1,94","47,51","196,71","43,84",,,,,,
seq3,no_checks,1 / 100,,,"0,16","0,38","1,30",,,,,,,"1,94","101,33","156,63","27,62",,,,,,
seq3,no_checks,2 / 100,,,"0,13","0,32","1,00",,,,,,,"1,94","109,71","138,40","17,94",,,,,,
seq3,no_checks,3 / 100,,,"0,11","0,30","0,59",,,,,,,"1,94","133,59","137,36","3,91",,,,,,
seq3,no_checks,4 / 100,,,"0,61","0,30","6,04",,,,,,,"1,94","36,31","38,25","3,30",,,,,,
