FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00",,,,,,,"1,84","10,79","12,24",,,,,,
seq0,checks,1 / 50,,,"0,00",,,,,,,"1,84","2,04","2,35",,,,,,
seq0,checks,2 / 50,,,"0,00",,,,,,,"1,84","2,04","2,35",,,,,,
seq0,checks,FINAL,,,"0,00",,,,,,,"1,84","2,04","2,35","81,06","111,11","5,30","2,09","164,00","86,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,01",,,,,,,"1,35","12,77","28,88",,,,,,
seq0,no_checks,1 / 50,,,"0,01",,,,,,,"1,35","12,63","28,43",,,,,,
seq0,no_checks,2 / 50,,,"0,01",,,,,,,"1,35","12,64","28,43",,,,,,
seq0,no_checks,3 / 50,,,"0,01",,,,,,,"1,35","12,64","28,43",,,,,,
seq0,no_checks,4 / 50,,,"0,01",,,,,,,"1,35","12,63","28,41",,,,,,
seq0,no_checks,5 / 50,,,"0,03",,,,,,,"1,35","12,72","28,45",,,,,,
seq0,no_checks,6 / 50,,,"0,06",,,,,,,"1,35","12,80","28,45",,,,,,
seq0,no_checks,7 / 50,,,"0,07",,,,,,,"1,35","12,88","28,46",,,,,,
seq0,no_checks,8 / 50,,,"0,09",,,,,,,"1,35","12,91","28,46",,,,,,
seq0,no_checks,9 / 50,,,"0,13",,,,,,,"1,35","12,90","28,30",,,,,,
seq0,no_checks,10 / 50,,,"0,13",,,,,,,"1,35","12,48","27,11",,,,,,
seq0,no_checks,11 / 50,,,"0,12",,,,,,,"1,35","12,41","26,88",,,,,,
seq0,no_checks,12 / 50,,,"0,11",,,,,,,"1,35","11,93","25,60",,,,,,
seq0,no_checks,13 / 50,,,"0,10",,,,,,,"1,35","11,93","25,60",,,,,,
seq0,no_checks,14 / 50,,,"0,10",,,,,,,"1,35","11,93","25,60",,,,,,
seq0,no_checks,15 / 50,,,"0,10",,,,,,,"1,35","11,93","25,59",,,,,,
seq0,no_checks,16 / 50,,,"0,10",,,,,,,"1,35","11,93","25,59",,,,,,
seq0,no_checks,17 / 50,,,"0,10",,,,,,,"1,35","11,93","25,59",,,,,,
seq0,no_checks,18 / 50,,,"0,09",,,,,,,"1,35","11,92","25,59",,,,,,
seq0,no_checks,19 / 50,,,"0,09",,,,,,,"1,35","11,92","25,58",,,,,,
seq0,no_checks,20 / 50,,,"0,08",,,,,,,"1,35","11,92","25,58",,,,,,
seq0,no_checks,21 / 50,,,"0,09",,,,,,,"1,35","11,93","25,59",,,,,,
seq0,no_checks,22 / 50,,,"0,09",,,,,,,"1,35","11,94","25,60",,,,,,
seq0,no_checks,23 / 50,,,"0,09",,,,,,,"1,35","11,95","25,60",,,,,,
seq0,no_checks,24 / 50,,,"0,09",,,,,,,"1,35","11,97","25,62",,,,,,
seq0,no_checks,25 / 50,,,"0,09",,,,,,,"1,35","11,99","25,64",,,,,,
seq0,no_checks,26 / 50,,,"0,09",,,,,,,"1,35","12,01","25,64",,,,,,
seq0,no_checks,27 / 50,,,"0,09",,,,,,,"1,35","11,99","25,53",,,,,,
seq0,no_checks,28 / 50,,,"0,08",,,,,,,"1,35","11,36","23,52",,,,,,
seq0,no_checks,29 / 50,,,"0,11",,,,,,,"1,35","10,47","19,61",,,,,,
seq0,no_checks,30 / 50,,,"0,12",,,,,,,"1,35","10,49","19,62",,,,,,
seq0,no_checks,31 / 50,,,"0,11",,,,,,,"1,35","10,50","19,63",,,,,,
seq0,no_checks,32 / 50,,,"0,11",,,,,,,"1,35","10,51","19,64",,,,,,
seq0,no_checks,33 / 50,,,"0,11",,,,,,,"1,35","10,51","19,64",,,,,,
seq0,no_checks,34 / 50,,,"0,11",,,,,,,"1,35","10,51","19,64",,,,,,
seq0,no_checks,35 / 50,,,"0,12",,,,,,,"1,35","10,61","19,75",,,,,,
seq0,no_checks,36 / 50,,,"0,16",,,,,,,"1,35","10,73","19,83",,,,,,
seq0,no_checks,37 / 50,,,"0,18",,,,,,,"1,35","10,83","19,94",,,,,,
seq0,no_checks,38 / 50,,,"0,19",,,,,,,"1,35","10,91","20,05",,,,,,
seq0,no_checks,39 / 50,,,"0,15",,,,,,,"1,35","10,88","19,99",,,,,,
seq0,no_checks,40 / 50,,,"0,14",,,,,,,"1,35","10,89","19,92",,,,,,
seq0,no_checks,41 / 50,,,"0,15",,,,,,,"1,35","10,89","19,92",,,,,,
seq0,no_checks,42 / 50,,,"0,15",,,,,,,"1,35","10,88","19,80",,,,,,
seq0,no_checks,43 / 50,,,"0,14",,,,,,,"1,35","10,86","19,70",,,,,,
seq0,no_checks,44 / 50,,,"0,66",,,,,,,"1,35","11,18","20,50",,,,,,
seq0,no_checks,45 / 50,,,"0,63",,,,,,,"1,35","11,19","20,51",,,,,,
seq0,no_checks,46 / 50,,,"0,64",,,,,,,"1,35","11,21","20,54",,,,,,
seq0,no_checks,47 / 50,,,"0,67",,,,,,,"1,35","11,22","20,54",,,,,,
seq0,no_checks,48 / 50,,,"0,67",,,,,,,"1,35","11,22","20,55",,,,,,
seq0,no_checks,49 / 50,,,"0,71",,,,,,,"1,35","11,22","20,55",,,,,,
seq0,no_checks,FINAL,,,"0,71",,,,,,,"1,35","11,22","20,55","12,14","833,91","1,77","2,27","419,00","838,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,01",,,,,,,"1,63","21,21","44,74",,,,,,
seq1,no_checks,1 / 50,,,"0,05",,,,,,,"1,63","15,52","33,10",,,,,,
seq1,no_checks,2 / 50,,,"0,07",,,,,,,"1,63","15,54","33,11",,,,,,
seq1,no_checks,3 / 50,,,"0,10",,,,,,,"1,63","15,60","33,12",,,,,,
seq1,no_checks,4 / 50,,,"0,11",,,,,,,"1,63","15,75","33,14",,,,,,
seq1,no_checks,5 / 50,,,"0,10",,,,,,,"1,63","15,90","33,20",,,,,,
seq1,no_checks,6 / 50,,,"0,09",,,,,,,"1,63","16,00","33,25",,,,,,
seq1,no_checks,7 / 50,,,"0,09",,,,,,,"1,63","16,11","33,37",,,,,,
seq1,no_checks,8 / 50,,,"0,09",,,,,,,"1,63","16,54","33,84",,,,,,
seq1,no_checks,9 / 50,,,"0,09",,,,,,,"1,63","16,67","34,00",,,,,,
seq1,no_checks,10 / 50,,,"0,09",,,,,,,"1,63","16,68","34,01",,,,,,
seq1,no_checks,11 / 50,,,"0,12",,,,,,,"1,63","16,70","34,03",,,,,,
seq1,no_checks,12 / 50,,,"0,16",,,,,,,"1,63","16,82","34,09",,,,,,
seq1,no_checks,13 / 50,,,"0,17",,,,,,,"1,63","16,90","34,07",,,,,,
seq1,no_checks,14 / 50,,,"0,16",,,,,,,"1,63","17,16","34,32",,,,,,
seq1,no_checks,15 / 50,,,"0,18",,,,,,,"1,63","17,36","34,45",,,,,,
seq1,no_checks,16 / 50,,,"0,16",,,,,,,"1,63","17,39","34,49",,,,,,
seq1,no_checks,17 / 50,,,"0,16",,,,,,,"1,63","17,58","34,64",,,,,,
seq1,no_checks,18 / 50,,,"0,22",,,,,,,"1,63","17,83","34,87",,,,,,
seq1,no_checks,19 / 50,,,"0,23",,,,,,,"1,63","17,87","34,86",,,,,,
seq1,no_checks,20 / 50,,,"0,22",,,,,,,"1,63","17,97","34,92",,,,,,
seq1,no_checks,21 / 50,,,"0,22",,,,,,,"1,63","18,13","35,06",,,,,,
seq1,no_checks,22 / 50,,,"0,18",,,,,,,"1,63","18,21","35,16",,,,,,
seq1,no_checks,23 / 50,,,"0,22",,,,,,,"1,63","18,20","35,13",,,,,,
seq1,no_checks,24 / 50,,,"0,18",,,,,,,"1,63","18,29","35,19",,,,,,
seq1,no_checks,25 / 50,,,"0,17",,,,,,,"1,63","18,31","35,20",,,,,,
seq1,no_checks,26 / 50,,,"0,19",,,,,,,"1,63","18,35","35,25",,,,,,
seq1,no_checks,27 / 50,,,"0,18",,,,,,,"1,63","18,35","35,24",,,,,,
seq1,no_checks,28 / 50,,,"0,17",,,,,,,"1,63","18,35","35,25",,,,,,
seq1,no_checks,29 / 50,,,"0,17",,,,,,,"1,63","18,37","35,26",,,,,,
seq1,no_checks,30 / 50,,,"0,17",,,,,,,"1,63","18,39","35,26",,,,,,
seq1,no_checks,31 / 50,,,"0,17",,,,,,,"1,63","18,39","35,26",,,,,,
seq1,no_checks,32 / 50,,,"0,20",,,,,,,"1,63","18,44","35,35",,,,,,
seq1,no_checks,33 / 50,,,"0,19",,,,,,,"1,63","18,48","35,41",,,,,,
seq1,no_checks,34 / 50,,,"0,17",,,,,,,"1,63","18,74","35,79",,,,,,
seq1,no_checks,35 / 50,,,"0,16",,,,,,,"1,63","18,87","36,03",,,,,,
seq1,no_checks,36 / 50,,,"0,17",,,,,,,"1,63","18,82","35,99",,,,,,
seq1,no_checks,37 / 50,,,"0,17",,,,,,,"1,63","18,83","35,98",,,,,,
seq1,no_checks,38 / 50,,,"0,18",,,,,,,"1,63","18,73","35,79",,,,,,
seq1,no_checks,39 / 50,,,"0,17",,,,,,,"1,63","18,74","35,80",,,,,,
seq1,no_checks,40 / 50,,,"0,16",,,,,,,"1,63","18,73","35,78",,,,,,
seq1,no_checks,41 / 50,,,"0,16",,,,,,,"1,63","18,73","35,78",,,,,,
seq1,no_checks,42 / 50,,,"0,16",,,,,,,"1,63","18,73","35,78",,,,,,
seq1,no_checks,43 / 50,,,"0,16",,,,,,,"1,63","18,73","35,78",,,,,,
seq1,no_checks,44 / 50,,,"0,16",,,,,,,"1,63","18,73","35,78",,,,,,
seq1,no_checks,45 / 50,,,"0,16",,,,,,,"1,63","18,74","35,78",,,,,,
seq1,no_checks,46 / 50,,,"0,16",,,,,,,"1,63","18,74","35,78",,,,,,
seq1,no_checks,47 / 50,,,"0,16",,,,,,,"1,63","18,74","35,78",,,,,,
seq1,no_checks,48 / 50,,,"0,16",,,,,,,"1,63","18,74","35,78",,,,,,
seq1,no_checks,49 / 50,,,"0,16",,,,,,,"1,63","18,75","35,78",,,,,,
seq1,no_checks,FINAL,,,"0,17",,,,,,,"1,63","18,79","35,82","11,39","1151,96","1,77","2,59","384,00","768,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,01",,,,,,,"1,94","46,11","175,93",,,,,,
seq2,no_checks,1 / 50,,,"0,01",,,,,,,"1,94","45,91","175,06",,,,,,
seq2,no_checks,2 / 50,,,"0,01",,,,,,,"1,94","45,90","175,01",,,,,,
seq2,no_checks,3 / 50,,,"0,01",,,,,,,"1,94","45,90","175,01",,,,,,
seq2,no_checks,FINAL,,,"0,01",,,,,,,"1,94","45,90","175,01","0,45","2371,40","1,77","3,05","383,00","766,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,01",,,,,,,"1,94","47,29","196,89",,,,,,
seq3,no_checks,1 / 50,,,"0,45",,,,,,,"1,94","39,55","170,59",,,,,,
seq3,no_checks,2 / 50,,,"0,45",,,,,,,"1,94","39,59","170,59",,,,,,
seq3,no_checks,3 / 50,,,"0,45",,,,,,,"1,94","39,60","170,59",,,,,,
seq3,no_checks,4 / 50,,,"0,45",,,,,,,"1,94","39,77","170,61",,,,,,
seq3,no_checks,5 / 50,,,"0,43",,,,,,,"1,94","39,82","170,61",,,,,,
seq3,no_checks,6 / 50,,,"0,49",,,,,,,"1,94","39,91","170,64",,,,,,
