TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,88","11,91","13,88","11,93",,,,,,
seq0,checks,1 / 12,,,"0,01","0,00","0,03",,,,,,,"1,88","0,88","1,06","0,04",,,,,,
seq0,checks,2 / 12,,,"0,01","0,00","0,03",,,,,,,"1,88","0,88","1,06","0,04",,,,,,
seq0,checks,FINAL,,,"0,01","0,00","0,03",,,,,,,"1,88","0,88","1,06","0,04","92,61","46,71","5,30","2,09","188,00","88,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,31","8,93","11,79","9,99",,,,,,
seq0,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"1,31","8,89","11,76","9,96",,,,,,
seq0,no_checks,2 / 12,,,"0,00","0,00","0,04",,,,,,,"1,31","8,88","11,75","9,94",,,,,,
seq0,no_checks,3 / 12,,,"0,00","0,00","0,04",,,,,,,"1,31","8,86","11,74","9,93",,,,,,
seq0,no_checks,4 / 12,,,"0,01","0,00","0,05",,,,,,,"1,31","8,82","11,68","9,86",,,,,,
seq0,no_checks,5 / 12,,,"0,01","0,00","0,05",,,,,,,"1,31","8,80","11,58","9,76",,,,,,
seq0,no_checks,6 / 12,,,"0,01","0,00","0,05",,,,,,,"1,31","7,85","9,60","7,77",,,,,,
seq0,no_checks,7 / 12,,,"0,01","0,00","0,05",,,,,,,"1,31","7,85","9,60","7,77",,,,,,
seq0,no_checks,8 / 12,,,"0,01","0,00","0,05",,,,,,,"1,31","7,85","9,60","7,77",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,00","0,05",,,,,,,"1,31","7,85","9,60","7,77","12,04","598,56","1,77","2,27","433,00","830,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,59","14,44","21,45","14,88",,,,,,
seq1,no_checks,1 / 12,,,"0,01","0,00","0,03",,,,,,,"1,59","14,28","21,34","14,80",,,,,,
seq1,no_checks,2 / 12,,,"0,01","0,00","0,03",,,,,,,"1,59","14,28","21,34","14,80",,,,,,
seq1,no_checks,FINAL,,,"0,01","0,00","0,03",,,,,,,"1,59","14,28","21,34","14,80","1,06","896,64","1,77","2,59","399,00","746,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,97","17,64","22,63","12,75",,,,,,
seq2,no_checks,1 / 12,,,"0,01","0,00","0,05",,,,,,,"1,97","17,55","22,48","12,65",,,,,,
seq2,no_checks,2 / 12,,,"0,01","0,00","0,06",,,,,,,"1,97","17,48","22,31","12,55",,,,,,
seq2,no_checks,3 / 12,,,"0,01","0,00","0,07",,,,,,,"1,97","17,39","22,10","12,42",,,,,,
seq2,no_checks,4 / 12,,,"0,01","0,00","0,07",,,,,,,"1,97","17,37","22,05","12,39",,,,,,
seq2,no_checks,5 / 12,,,"0,01","0,00","0,07",,,,,,,"1,97","17,35","22,02","12,36",,,,,,
seq2,no_checks,6 / 12,,,"0,01","0,00","0,06",,,,,,,"1,97","17,29","21,89","12,28",,,,,,
seq2,no_checks,7 / 12,,,"0,01","0,00","0,06",,,,,,,"1,97","17,27","21,85","12,26",,,,,,
seq2,no_checks,8 / 12,,,"0,01","0,00","0,06",,,,,,,"1,97","17,25","21,80","12,23",,,,,,
seq2,no_checks,9 / 12,,,"0,01","0,00","0,06",,,,,,,"1,97","17,21","21,72","12,17",,,,,,
seq2,no_checks,10 / 12,,,"0,01","0,00","0,07",,,,,,,"1,97","17,20","21,68","12,15",,,,,,
seq2,no_checks,11 / 12,,,"0,01","0,00","0,07",,,,,,,"1,97","17,19","21,66","12,13",,,,,,
seq2,no_checks,FINAL,,,"0,02","0,00","0,10",,,,,,,"1,97","14,29","16,71","8,48","18,98","725,59","1,77","3,07","397,00","718,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,97","17,59","23,12","13,37",,,,,,
seq3,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"1,97","17,51","23,01","13,28",,,,,,
seq3,no_checks,2 / 12,,,"0,01","0,00","0,04",,,,,,,"1,97","17,41","22,72","13,20",,,,,,
seq3,no_checks,3 / 12,,,"0,00","0,00","0,04",,,,,,,"1,97","17,38","22,67","13,17",,,,,,
seq3,no_checks,4 / 12,,,"0,00","0,00","0,03",,,,,,,"1,97","17,38","22,66","13,16",,,,,,
seq3,no_checks,FINAL,,,"0,00","0,00","0,03",,,,,,,"1,97","17,38","22,66","13,16","1,16","880,30","1,77","2,72","353,00","624,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"2,53","22,47","25,46","12,11",,,,,,
seq4,no_checks,1 / 12,,,"0,01","0,00","0,07",,,,,,,"2,53","22,42","25,43","12,03",,,,,,
seq4,no_checks,2 / 12,,,"0,01","0,00","0,07",,,,,,,"2,53","22,42","25,43","12,03",,,,,,
seq4,no_checks,FINAL,,,"0,01","0,00","0,07",,,,,,,"2,53","22,42","25,43","12,03","0,22","887,10","1,77","3,46","292,00","578,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"3,93","34,26","35,42","5,09",,,,,,
seq5,no_checks,1 / 12,,,"0,01","0,00","0,14",,,,,,,"3,93","34,78","35,24","0,03",,,,,,
seq5,no_checks,2 / 12,,,"0,01","0,00","0,14",,,,,,,"3,93","34,78","35,24","0,03",,,,,,
seq5,no_checks,FINAL,,,"0,01","0,00","0,14",,,,,,,"3,93","34,78","35,24","0,03","-1,52","884,40","1,77","3,31","121,00","232,00"
