parallax,Av. error (mm),Info
"2,31","0,35",seq0_checks
"2,31","1,28",seq0_checks
"2,53","0,36",seq0_checks
"2,53","1,29",seq0_checks
"2,53","0,35",seq0_checks
"2,53","1,27",seq0_checks
"2,29","0,34",seq0_checks
"2,29","1,16",seq0_checks
"2,50","0,41",seq0_checks
"2,50","1,69",seq0_checks
"2,52","0,41",seq0_checks
"2,52","1,69",seq0_checks
"2,20","0,35",seq0_checks
"2,20","1,28",seq0_checks
"2,30","0,35",seq0_checks
"2,30","1,27",seq0_checks
"2,27","0,22",seq0_checks
"2,27","0,72",seq0_checks
"2,54","0,41",seq0_checks
"2,54","1,61",seq0_checks
"2,21","0,29",seq0_checks
"2,21","1,17",seq0_checks
"2,38","0,22",seq0_checks
"2,38","0,75",seq0_checks
"2,30","0,34",seq0_checks
"2,30","1,24",seq0_checks
"2,51","0,36",seq0_checks
"2,51","1,29",seq0_checks
"2,62","0,41",seq0_checks
"2,62","1,62",seq0_checks
"2,62","0,41",seq0_checks
"2,62","1,62",seq0_checks
"2,34","0,28",seq0_checks
"2,34","1,14",seq0_checks
"2,67","0,40",seq0_checks
"2,67","1,63",seq0_checks
"2,46","0,35",seq0_checks
"2,46","1,28",seq0_checks
"2,09","0,33",seq0_checks
"2,09","1,15",seq0_checks
"2,40","0,33",seq0_checks
"2,40","1,19",seq0_checks
"2,61","0,33",seq0_checks
"2,61","1,19",seq0_checks
"2,10","0,33",seq0_checks
"2,10","1,20",seq0_checks
"2,26","0,34",seq0_checks
"2,26","1,23",seq0_checks
"2,27","0,34",seq0_checks
"2,27","1,24",seq0_checks
"2,19","0,34",seq0_checks
"2,19","1,24",seq0_checks
"2,55","0,39",seq0_checks
"2,55","1,58",seq0_checks
"2,49","0,39",seq0_checks
"2,49","1,58",seq0_checks
"2,55","0,41",seq0_checks
"2,55","1,61",seq0_checks
"2,45","0,35",seq0_checks
"2,45","1,26",seq0_checks
"2,39","0,35",seq0_checks
"2,39","1,26",seq0_checks
"2,59","0,31",seq0_checks
"2,59","1,24",seq0_checks
"2,42","0,34",seq0_checks
"2,42","1,21",seq0_checks
"2,23","0,28",seq0_checks
"2,23","1,11",seq0_checks
"2,40","0,28",seq0_checks
"2,40","1,15",seq0_checks
"2,21","0,32",seq0_checks
"2,21","1,17",seq0_checks
"2,53","0,30",seq0_checks
"2,53","1,20",seq0_checks
"2,57","0,52",seq0_checks
"2,57","2,07",seq0_checks
"2,37","0,35",seq0_checks
"2,37","1,26",seq0_checks
"2,29","0,35",seq0_checks
"2,29","1,28",seq0_checks
"2,47","0,41",seq0_checks
"2,47","1,69",seq0_checks
"2,47","0,41",seq0_checks
"2,47","1,69",seq0_checks
"2,31","0,35",seq0_checks
"2,31","1,21",seq0_checks
"2,56","0,40",seq0_checks
"2,56","1,62",seq0_checks
"2,69","0,36",seq0_checks
"2,69","1,31",seq0_checks
"1,53","2,05",seq0_no_checks
"1,53","1,52",seq0_no_checks
"1,53","5,93",seq0_no_checks
"1,53","8,34",seq0_no_checks
"1,62","5,21",seq0_no_checks
"1,62","4,02",seq0_no_checks
"1,03","0,08",seq0_no_checks
"1,03","0,59",seq0_no_checks
"2,26","5,53",seq0_no_checks
"2,26","4,93",seq0_no_checks
"2,26","4,29",seq0_no_checks
"2,26","5,38",seq0_no_checks
"0,87","14,37",seq0_no_checks
"0,87","13,93",seq0_no_checks
"0,80","8,03",seq0_no_checks
"0,80","7,89",seq0_no_checks
"1,52","6,62",seq0_no_checks
"1,52","6,56",seq0_no_checks
"2,58","4,09",seq0_no_checks
"2,58","4,38",seq0_no_checks
"2,14","6,77",seq0_no_checks
"2,14","6,17",seq0_no_checks
"1,21","8,35",seq0_no_checks
"1,21","7,58",seq0_no_checks
"1,21","8,66",seq0_no_checks
"1,21","7,82",seq0_no_checks
"1,53","1,71",seq0_no_checks
"1,53","1,86",seq0_no_checks
"1,37","5,72",seq0_no_checks
"1,37","7,63",seq0_no_checks
"2,54","6,54",seq0_no_checks
"2,54","5,84",seq0_no_checks
"2,33","6,26",seq0_no_checks
"2,33","6,37",seq0_no_checks
"0,94","4,18",seq0_no_checks
"0,94","1,39",seq0_no_checks
"1,10","6,10",seq0_no_checks
"1,10","7,65",seq0_no_checks
"1,31","5,48",seq0_no_checks
"1,31","8,69",seq0_no_checks
"2,38","28,82",seq0_no_checks
"2,38","28,97",seq0_no_checks
"0,76","17,68",seq0_no_checks
"0,76","17,41",seq0_no_checks
"0,78","12,55",seq0_no_checks
"0,78","12,03",seq0_no_checks
"2,58","5,09",seq0_no_checks
"2,58","5,40",seq0_no_checks
"2,64","4,27",seq0_no_checks
"2,64","4,56",seq0_no_checks
"1,51","3,92",seq0_no_checks
"1,51","2,51",seq0_no_checks
"2,03","5,15",seq0_no_checks
"2,03","4,28",seq0_no_checks
"0,89","2,28",seq0_no_checks
"0,89","2,06",seq0_no_checks
"0,92","7,40",seq0_no_checks
"0,92","6,26",seq0_no_checks
"0,77","20,96",seq0_no_checks
"0,77","21,43",seq0_no_checks
"1,36","8,64",seq0_no_checks
"1,36","9,22",seq0_no_checks
"1,01","14,68",seq0_no_checks
"1,01","12,99",seq0_no_checks
"0,72","3,26",seq0_no_checks
