parallax,Av. error (mm),Info
"2,31","10,88",seq0_checks
"2,31","9,11",seq0_checks
"2,53","13,59",seq0_checks
"2,53","12,60",seq0_checks
"2,53","2,81",seq0_checks
"2,53","1,50",seq0_checks
"2,29","12,10",seq0_checks
"2,29","12,04",seq0_checks
"2,50","7,21",seq0_checks
"2,50","9,82",seq0_checks
"2,52","8,29",seq0_checks
"2,52","10,91",seq0_checks
"2,20","13,16",seq0_checks
"2,20","11,35",seq0_checks
"2,30","9,94",seq0_checks
"2,30","8,16",seq0_checks
"2,27","33,38",seq0_checks
"2,27","32,25",seq0_checks
"2,54","9,73",seq0_checks
"2,54","9,50",seq0_checks
"2,21","0,99",seq0_checks
"2,21","3,22",seq0_checks
"2,38","30,80",seq0_checks
"2,38","28,72",seq0_checks
"2,62","14,87",seq0_checks
"2,62","14,73",seq0_checks
"2,62","15,36",seq0_checks
"2,62","15,22",seq0_checks
"2,30","17,26",seq0_checks
"2,30","15,56",seq0_checks
"2,51","9,46",seq0_checks
"2,51","7,80",seq0_checks
"2,34","15,95",seq0_checks
"2,34","18,78",seq0_checks
"2,55","17,93",seq0_checks
"2,55","20,91",seq0_checks
"2,46","9,51",seq0_checks
"2,46","8,31",seq0_checks
"2,40","18,93",seq0_checks
"2,40","16,88",seq0_checks
"2,61","18,45",seq0_checks
"2,61","16,59",seq0_checks
"2,10","15,69",seq0_checks
"2,10","13,82",seq0_checks
"2,09","10,20",seq0_checks
"2,09","10,07",seq0_checks
"2,26","8,29",seq0_checks
"2,26","6,40",seq0_checks
"2,27","9,04",seq0_checks
"2,27","7,15",seq0_checks
"2,19","10,28",seq0_checks
"2,19","8,33",seq0_checks
"2,55","17,87",seq0_checks
"2,55","20,63",seq0_checks
"2,49","17,14",seq0_checks
"2,49","19,99",seq0_checks
"2,55","10,25",seq0_checks
"2,55","10,03",seq0_checks
"2,45","4,06",seq0_checks
"2,45","2,38",seq0_checks
"2,39","3,47",seq0_checks
"2,39","1,71",seq0_checks
"2,60","1,93",seq0_checks
"2,60","3,63",seq0_checks
"2,42","0,84",seq0_checks
"2,42","0,79",seq0_checks
"2,23","16,07",seq0_checks
"2,23","17,20",seq0_checks
"2,40","17,55",seq0_checks
"2,40","20,41",seq0_checks
"2,21","14,40",seq0_checks
"2,21","12,19",seq0_checks
"2,53","1,51",seq0_checks
"2,53","3,30",seq0_checks
"2,57","21,55",seq0_checks
"2,57","22,67",seq0_checks
"2,37","7,81",seq0_checks
"2,37","6,08",seq0_checks
"2,29","6,92",seq0_checks
"2,29","5,13",seq0_checks
"2,47","3,98",seq0_checks
"2,47","6,51",seq0_checks
"2,47","5,82",seq0_checks
"2,47","8,41",seq0_checks
"2,31","3,03",seq0_checks
"2,31","3,30",seq0_checks
"2,56","15,03",seq0_checks
"2,56","17,88",seq0_checks
"2,69","14,18",seq0_checks
"2,69","13,40",seq0_checks
"0,80","9,80",seq0_no_checks
"0,80","6,43",seq0_no_checks
"1,30","18,96",seq0_no_checks
"1,30","19,01",seq0_no_checks
"1,53","5,97",seq0_no_checks
"1,53","8,37",seq0_no_checks
"0,87","6,33",seq0_no_checks
"0,87","5,23",seq0_no_checks
"1,52","7,23",seq0_no_checks
"1,52","7,53",seq0_no_checks
"1,01","16,07",seq0_no_checks
"1,01","11,96",seq0_no_checks
"2,26","5,65",seq0_no_checks
"2,26","5,40",seq0_no_checks
"2,26","4,33",seq0_no_checks
"2,26","5,41",seq0_no_checks
"1,62","5,37",seq0_no_checks
"1,62","4,00",seq0_no_checks
"1,21","9,10",seq0_no_checks
"1,21","6,75",seq0_no_checks
"1,21","9,29",seq0_no_checks
"1,21","6,94",seq0_no_checks
"2,59","5,79",seq0_no_checks
"2,59","6,22",seq0_no_checks
"1,53","1,89",seq0_no_checks
"1,53","2,02",seq0_no_checks
"1,51","3,84",seq0_no_checks
"1,51","1,68",seq0_no_checks
"1,37","5,50",seq0_no_checks
"1,37","7,99",seq0_no_checks
"2,54","6,44",seq0_no_checks
"2,54","5,96",seq0_no_checks
"2,33","6,27",seq0_no_checks
"2,33","6,37",seq0_no_checks
"0,94","5,41",seq0_no_checks
"0,94","0,63",seq0_no_checks
"1,10","7,12",seq0_no_checks
"1,10","6,89",seq0_no_checks
"1,31","5,53",seq0_no_checks
"1,31","8,72",seq0_no_checks
"2,38","3,93",seq0_no_checks
"2,38","3,65",seq0_no_checks
"0,76","17,99",seq0_no_checks
"0,76","17,33",seq0_no_checks
"1,03","0,31",seq0_no_checks
"1,03","0,43",seq0_no_checks
"0,78","12,81",seq0_no_checks
"0,78","11,86",seq0_no_checks
"2,58","5,11",seq0_no_checks
"2,58","5,40",seq0_no_checks
"2,64","4,30",seq0_no_checks
"2,64","4,57",seq0_no_checks
"2,58","4,13",seq0_no_checks
"2,58","4,41",seq0_no_checks
"2,03","5,12",seq0_no_checks
"2,03","4,38",seq0_no_checks
"0,89","8,87",seq0_no_checks
"0,89","4,64",seq0_no_checks
"0,92","9,64",seq0_no_checks
"0,92","5,74",seq0_no_checks
"0,77","24,24",seq0_no_checks
"0,77","20,21",seq0_no_checks
"1,36","8,60",seq0_no_checks
"1,36","9,45",seq0_no_checks
"2,14","6,62",seq0_no_checks
"2,14","6,45",seq0_no_checks
"1,29","7,22",seq0_no_checks
"1,29","7,39",seq0_no_checks
"1,22","4,82",seq0_no_checks
"1,22","5,11",seq0_no_checks
"0,72","5,15",seq0_no_checks
"0,72","3,29",seq0_no_checks
"0,82","24,44",seq0_no_checks
"0,82","19,01",seq0_no_checks
"0,81","24,81",seq0_no_checks
"0,81","19,35",seq0_no_checks
"1,16","15,09",seq0_no_checks
"1,16","13,02",seq0_no_checks
"2,12","3,11",seq0_no_checks
"2,12","3,68",seq0_no_checks
"0,94","3,49",seq0_no_checks
"0,94","0,77",seq0_no_checks
"0,93","3,74",seq0_no_checks
"0,93","0,97",seq0_no_checks
"1,47","2,37",seq0_no_checks
"1,47","0,44",seq0_no_checks
"0,84","9,74",seq0_no_checks
"0,84","8,64",seq0_no_checks
"1,54","7,94",seq0_no_checks
"1,54","10,17",seq0_no_checks
"0,78","12,86",seq0_no_checks
"0,78","13,60",seq0_no_checks
"1,66","9,05",seq0_no_checks
"1,66","9,16",seq0_no_checks
"1,15","11,24",seq0_no_checks
"1,15","7,28",seq0_no_checks
"1,15","11,70",seq0_no_checks
"1,15","7,74",seq0_no_checks
"0,81","9,31",seq0_no_checks
"0,81","9,82",seq0_no_checks
"0,80","9,82",seq0_no_checks
"0,80","10,31",seq0_no_checks
"0,76","4,28",seq0_no_checks
"0,76","0,82",seq0_no_checks
"0,91","14,96",seq0_no_checks
"0,91","11,07",seq0_no_checks
"1,03","15,68",seq0_no_checks
"1,03","12,60",seq0_no_checks
"1,53","6,92",seq0_no_checks
"1,53","7,19",seq0_no_checks
"2,26","5,65",seq0_no_checks
"2,26","5,40",seq0_no_checks
"2,26","5,60",seq0_no_checks
"2,26","5,36",seq0_no_checks
"2,31","4,48",seq0_no_checks
"2,31","4,20",seq0_no_checks
"0,91","19,60",seq0_no_checks
"0,91","22,22",seq0_no_checks
"0,91","19,21",seq0_no_checks
"0,91","21,83",seq0_no_checks
"0,80","26,98",seq0_no_checks
"0,80","27,02",seq0_no_checks
"0,88","19,72",seq0_no_checks
"0,88","19,83",seq0_no_checks
"1,05","0,73",seq0_no_checks
"1,05","1,10",seq0_no_checks
"0,93","13,46",seq0_no_checks
"0,93","12,60",seq0_no_checks
"1,66","4,73",seq0_no_checks
"1,66","4,28",seq0_no_checks
"1,52","9,65",seq0_no_checks
"1,52","9,39",seq0_no_checks
"0,97","3,47",seq0_no_checks
"0,97","3,58",seq0_no_checks
"0,89","0,43",seq0_no_checks
"0,89","0,45",seq0_no_checks
"2,12","5,80",seq0_no_checks
"2,12","5,63",seq0_no_checks
"2,55","4,94",seq0_no_checks
"2,55","4,50",seq0_no_checks
"2,24","5,79",seq0_no_checks
"2,24","6,91",seq0_no_checks
"2,29","4,71",seq0_no_checks
"2,29","5,80",seq0_no_checks
"1,53","4,51",seq0_no_checks
"1,53","4,77",seq0_no_checks
"1,54","1,73",seq0_no_checks
"1,54","2,17",seq0_no_checks
"1,36","3,71",seq0_no_checks
"1,36","4,05",seq0_no_checks
"1,38","6,35",seq0_no_checks
"1,38","6,68",seq0_no_checks
"2,38","7,67",seq0_no_checks
"2,38","7,31",seq0_no_checks
"1,31","17,28",seq0_no_checks
"1,31","16,72",seq0_no_checks
"1,64","6,56",seq0_no_checks
"1,64","6,58",seq0_no_checks
"1,63","6,57",seq0_no_checks
"1,63","6,59",seq0_no_checks
"2,17","5,35",seq0_no_checks
"2,17","5,04",seq0_no_checks
"1,63","3,74",seq0_no_checks
"1,63","2,76",seq0_no_checks
"0,84","11,82",seq0_no_checks
"0,84","7,41",seq0_no_checks
"2,15","5,33",seq0_no_checks
"2,15","5,15",seq0_no_checks
"2,21","4,12",seq0_no_checks
"2,21","3,90",seq0_no_checks
"1,52","0,83",seq0_no_checks
"1,52","2,75",seq0_no_checks
"1,52","0,83",seq0_no_checks
"1,52","2,76",seq0_no_checks
"2,27","4,37",seq0_no_checks
"2,27","4,16",seq0_no_checks
"2,40","7,97",seq0_no_checks
"2,40","5,67",seq0_no_checks
"1,54","3,88",seq0_no_checks
"1,54","4,05",seq0_no_checks
"1,53","6,43",seq0_no_checks
"1,53","4,16",seq0_no_checks
"0,80","8,90",seq0_no_checks
"0,80","5,54",seq0_no_checks
"0,80","9,20",seq0_no_checks
"0,80","5,83",seq0_no_checks
"0,75","5,53",seq0_no_checks
"0,75","1,33",seq0_no_checks
"0,81","8,18",seq0_no_checks
"0,81","4,83",seq0_no_checks
"0,81","29,26",seq0_no_checks
"0,81","22,33",seq0_no_checks
"0,87","18,91",seq0_no_checks
"0,87","14,32",seq0_no_checks
"1,68","1,92",seq0_no_checks
"1,68","1,07",seq0_no_checks
"1,55","7,90",seq0_no_checks
"1,55","7,52",seq0_no_checks
"1,58","7,07",seq0_no_checks
"1,58","6,99",seq0_no_checks
"2,11","5,85",seq0_no_checks
"2,11","5,63",seq0_no_checks
"2,05","7,14",seq0_no_checks
"2,05","6,95",seq0_no_checks
"2,11","5,89",seq0_no_checks
"2,11","5,73",seq0_no_checks
"1,77","12,57",seq0_no_checks
"1,77","12,35",seq0_no_checks
"1,89","8,97",seq0_no_checks
"1,89","8,74",seq0_no_checks
"1,35","1,00",seq0_no_checks
"1,35","1,24",seq0_no_checks
"1,31","6,13",seq0_no_checks
"1,31","6,61",seq0_no_checks
"1,31","6,17",seq0_no_checks
