parallax,Av. error (mm),Info,Higher Info
"0,18","196,62",seq0_checks,105-2-115_FarPoints
"0,18","200,02",seq0_checks,105-2-115_FarPoints
"0,18","192,27",seq0_checks,105-2-115_FarPoints
"0,18","195,62",seq0_checks,105-2-115_FarPoints
"0,18","191,82",seq0_checks,105-2-115_FarPoints
"0,18","195,17",seq0_checks,105-2-115_FarPoints
"0,64","207,84",seq0_checks,105-2-115_FarPoints
"0,64","213,33",seq0_checks,105-2-115_FarPoints
"0,42","177,80",seq0_checks,105-2-115_FarPoints
"0,42","182,16",seq0_checks,105-2-115_FarPoints
"0,53","188,37",seq0_checks,105-2-115_FarPoints
"0,53","185,25",seq0_checks,105-2-115_FarPoints
"0,40","198,22",seq0_checks,105-2-115_FarPoints
"0,40","202,48",seq0_checks,105-2-115_FarPoints
"0,34","202,57",seq0_checks,105-2-115_FarPoints
"0,34","207,26",seq0_checks,105-2-115_FarPoints
"0,46","199,12",seq0_checks,105-2-115_FarPoints
"0,46","203,71",seq0_checks,105-2-115_FarPoints
"0,17","192,09",seq0_checks,105-2-115_FarPoints
"0,17","195,63",seq0_checks,105-2-115_FarPoints
"0,20","198,48",seq0_checks,105-2-115_FarPoints
"0,20","202,60",seq0_checks,105-2-115_FarPoints
"0,47","174,48",seq0_checks,105-2-115_FarPoints
"0,47","178,81",seq0_checks,105-2-115_FarPoints
"0,08","190,89",seq0_checks,105-2-115_FarPoints
"0,08","194,78",seq0_checks,105-2-115_FarPoints
"0,23","190,80",seq0_checks,105-2-115_FarPoints
"0,23","194,68",seq0_checks,105-2-115_FarPoints
"0,07","202,12",seq0_checks,105-2-115_FarPoints
"0,07","197,23",seq0_checks,105-2-115_FarPoints
"0,39","255,72",seq0_checks,105-2-115_FarPoints
"0,39","249,15",seq0_checks,105-2-115_FarPoints
"0,23","203,73",seq0_checks,105-2-115_FarPoints
"0,23","199,45",seq0_checks,105-2-115_FarPoints
"0,26","203,88",seq0_checks,105-2-115_FarPoints
"0,26","199,70",seq0_checks,105-2-115_FarPoints
"0,20","197,80",seq0_checks,105-2-115_FarPoints
"0,20","201,90",seq0_checks,105-2-115_FarPoints
"0,22","198,39",seq0_checks,105-2-115_FarPoints
"0,22","202,47",seq0_checks,105-2-115_FarPoints
"0,17","196,58",seq0_checks,105-2-115_FarPoints
"0,17","200,33",seq0_checks,105-2-115_FarPoints
"0,33","202,03",seq0_checks,105-2-115_FarPoints
"0,33","197,92",seq0_checks,105-2-115_FarPoints
"0,50","183,70",seq0_checks,105-2-115_FarPoints
"0,50","188,04",seq0_checks,105-2-115_FarPoints
"0,12","191,87",seq0_checks,105-2-115_FarPoints
"0,12","195,38",seq0_checks,105-2-115_FarPoints
"0,41","184,27",seq0_checks,105-2-115_FarPoints
"0,41","181,23",seq0_checks,105-2-115_FarPoints
"0,49","184,02",seq0_checks,105-2-115_FarPoints
"0,49","180,84",seq0_checks,105-2-115_FarPoints
"0,22","197,35",seq0_checks,105-2-115_FarPoints
"0,22","200,60",seq0_checks,105-2-115_FarPoints
"0,55","192,69",seq0_checks,105-2-115_FarPoints
"0,55","190,56",seq0_checks,105-2-115_FarPoints
"0,55","192,85",seq0_checks,105-2-115_FarPoints
"0,55","190,68",seq0_checks,105-2-115_FarPoints
"0,56","177,78",seq0_checks,105-2-115_FarPoints
"0,56","175,66",seq0_checks,105-2-115_FarPoints
"0,53","186,82",seq0_checks,105-2-115_FarPoints
"0,53","191,68",seq0_checks,105-2-115_FarPoints
"0,52","193,44",seq0_checks,105-2-115_FarPoints
"0,52","190,80",seq0_checks,105-2-115_FarPoints
"0,03","192,49",seq0_checks,105-2-115_FarPoints
"0,03","195,68",seq0_checks,105-2-115_FarPoints
"0,13","198,43",seq0_checks,105-2-115_FarPoints
"0,13","202,04",seq0_checks,105-2-115_FarPoints
"0,15","192,24",seq0_checks,105-2-115_FarPoints
"0,15","195,68",seq0_checks,105-2-115_FarPoints
"0,56","174,88",seq0_checks,105-2-115_FarPoints
"0,56","172,50",seq0_checks,105-2-115_FarPoints
"0,15","198,15",seq0_checks,105-2-115_FarPoints
"0,15","201,66",seq0_checks,105-2-115_FarPoints
"0,23","190,81",seq0_checks,105-2-115_FarPoints
"0,23","194,68",seq0_checks,105-2-115_FarPoints
"0,24","190,83",seq0_checks,105-2-115_FarPoints
"0,24","194,69",seq0_checks,105-2-115_FarPoints
"0,13","202,24",seq0_checks,105-2-115_FarPoints
"0,13","197,51",seq0_checks,105-2-115_FarPoints
"0,40","199,19",seq0_checks,105-2-115_FarPoints
"0,40","196,14",seq0_checks,105-2-115_FarPoints
"0,56","182,64",seq0_checks,105-2-115_FarPoints
"0,56","180,24",seq0_checks,105-2-115_FarPoints
"0,56","178,06",seq0_checks,105-2-115_FarPoints
"0,56","182,68",seq0_checks,105-2-115_FarPoints
"0,56","179,08",seq0_checks,105-2-115_FarPoints
"0,56","176,69",seq0_checks,105-2-115_FarPoints
"0,20","197,62",seq0_checks,105-2-115_FarPoints
"0,20","201,02",seq0_checks,105-2-115_FarPoints
"0,28","198,37",seq0_checks,105-2-115_FarPoints
"0,28","202,53",seq0_checks,105-2-115_FarPoints
"0,26","197,97",seq0_checks,105-2-115_FarPoints
"0,26","202,04",seq0_checks,105-2-115_FarPoints
"0,52","179,11",seq0_checks,105-2-115_FarPoints
"0,52","176,53",seq0_checks,105-2-115_FarPoints
"0,47","179,03",seq0_checks,105-2-115_FarPoints
"0,47","176,62",seq0_checks,105-2-115_FarPoints
"0,12","196,89",seq0_checks,105-2-115_FarPoints
