TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"14,68","199,83","364,28",,,,,,
level0,checks,1 / 15,,,"0,00",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,2 / 15,,,"0,00",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,FINAL,,,"0,00",,,,,,,"14,68","199,82","364,28","0,00","1360,78","74,84","0,69","93,00","184,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"15,53","215,36","400,42",,,,,,
level0,no_checks,1 / 15,,,"0,03",,,,,,,"15,53","215,35","400,40",,,,,,
level0,no_checks,2 / 15,,,"0,03",,,,,,,"15,53","215,35","400,40",,,,,,
level0,no_checks,FINAL,,,"0,03",,,,,,,"15,53","215,35","400,40","0,00","1387,01","74,84","0,74","93,00","186,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,00",,,,,,,"24,80","416,50","591,20",,,,,,
level1,no_checks,1 / 15,,,"0,03",,,,,,,"24,80","416,39","591,17",,,,,,
level1,no_checks,2 / 15,,,"0,03",,,,,,,"24,80","416,39","591,17",,,,,,
level1,no_checks,FINAL,,,"0,03",,,,,,,"24,80","416,39","591,17","0,03","1678,89","71,10","0,80","99,00","198,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,00",,,,,,,"35,43","589,65","833,62",,,,,,
level2,no_checks,1 / 15,,,"0,00",,,,,,,"35,43","589,65","833,62",,,,,,
level2,no_checks,2 / 15,,,"0,01",,,,,,,"35,43","589,61","833,58",,,,,,
level2,no_checks,3 / 15,,,"0,24",,,,,,,"35,43","589,43","833,49",,,,,,
level2,no_checks,4 / 15,,,"0,36",,,,,,,"35,43","589,51","833,70",,,,,,
level2,no_checks,5 / 15,,,"0,38",,,,,,,"35,43","589,52","833,73",,,,,,
level2,no_checks,6 / 15,,,"0,40",,,,,,,"35,43","589,54","833,75",,,,,,
level2,no_checks,7 / 15,,,"0,42",,,,,,,"35,43","589,54","833,76",,,,,,
level2,no_checks,8 / 15,,,"0,44",,,,,,,"35,43","589,54","833,76",,,,,,
level2,no_checks,9 / 15,,,"0,46",,,,,,,"35,43","589,54","833,76",,,,,,
level2,no_checks,10 / 15,,,"0,49",,,,,,,"35,43","589,53","833,77",,,,,,
level2,no_checks,11 / 15,,,"0,53",,,,,,,"35,43","589,51","833,77",,,,,,
level2,no_checks,12 / 15,,,"0,56",,,,,,,"35,43","589,51","833,77",,,,,,
level2,no_checks,13 / 15,,,"0,59",,,,,,,"35,43","589,51","833,77",,,,,,
level2,no_checks,14 / 15,,,"0,60",,,,,,,"35,43","589,50","833,77",,,,,,
level2,no_checks,FINAL,,,"0,65",,,,,,,"35,43","589,42","833,77","0,04","1663,71","67,50","0,63","73,00","144,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,00",,,,,,,"56,01","984,78","1279,03",,,,,,
level3,no_checks,1 / 15,,,"0,01",,,,,,,"56,01","984,74","1278,97",,,,,,
level3,no_checks,2 / 15,,,"0,21",,,,,,,"56,01","984,65","1278,83",,,,,,
level3,no_checks,3 / 15,,,"0,55",,,,,,,"56,01","984,67","1278,75",,,,,,
level3,no_checks,4 / 15,,,"0,55",,,,,,,"56,01","984,70","1278,71",,,,,,
level3,no_checks,5 / 15,,,"0,64",,,,,,,"56,01","984,40","1278,62",,,,,,
level3,no_checks,6 / 15,,,"0,67",,,,,,,"56,01","984,36","1278,57",,,,,,
level3,no_checks,7 / 15,,,"0,70",,,,,,,"56,01","984,29","1278,48",,,,,,
level3,no_checks,8 / 15,,,"0,72",,,,,,,"56,01","984,19","1278,34",,,,,,
level3,no_checks,9 / 15,,,"0,72",,,,,,,"56,01","984,15","1278,29",,,,,,
level3,no_checks,10 / 15,,,"0,70",,,,,,,"56,01","984,06","1278,19",,,,,,
level3,no_checks,11 / 15,,,"0,71",,,,,,,"56,01","983,95","1278,10",,,,,,
level3,no_checks,12 / 15,,,"0,71",,,,,,,"56,01","983,89","1278,06",,,,,,
level3,no_checks,13 / 15,,,"0,71",,,,,,,"56,01","983,87","1278,04",,,,,,
level3,no_checks,14 / 15,,,"0,71",,,,,,,"56,01","983,77","1277,98",,,,,,
level3,no_checks,FINAL,,,"0,71",,,,,,,"56,01","983,73","1277,96","0,11","1756,37","62,97","0,79","77,00","148,00"
