TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"14,68","199,83","364,28",,,,,,
level0,checks,1 / 10,,,"4,48",,,,,,,"14,68","40,97","42,48",,,,,,
level0,checks,2 / 10,,,"4,48",,,,,,,"14,68","40,97","42,48",,,,,,
level0,checks,3 / 10,,,"4,48",,,,,,,"14,68","40,97","42,49",,,,,,
level0,checks,4 / 10,,,"4,48",,,,,,,"14,68","40,98","42,50",,,,,,
level0,checks,5 / 10,,,"4,48",,,,,,,"14,68","40,99","42,52",,,,,,
level0,checks,6 / 10,,,"4,48",,,,,,,"14,68","41,03","42,63",,,,,,
level0,checks,7 / 10,,,"4,48",,,,,,,"14,68","41,04","42,65",,,,,,
level0,checks,8 / 10,,,"4,48",,,,,,,"14,68","41,05","42,68",,,,,,
level0,checks,9 / 10,,,"4,48",,,,,,,"14,68","41,07","42,70",,,,,,
level0,checks,FINAL,,,"4,48",,,,,,,"14,68","41,08","42,72","79,44","279,73","74,84","0,69","93,00","184,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"15,53","215,36","400,42",,,,,,
level0,no_checks,1 / 10,,,"4,57",,,,,,,"15,53","32,60","33,83",,,,,,
level0,no_checks,2 / 10,,,"4,57",,,,,,,"15,53","32,60","33,83",,,,,,
level0,no_checks,3 / 10,,,"4,57",,,,,,,"15,53","32,60","33,83",,,,,,
level0,no_checks,FINAL,,,"4,57",,,,,,,"15,53","32,60","33,83","84,86","209,97","74,84","0,74","93,00","186,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,00",,,,,,,"24,80","416,50","591,20",,,,,,
level1,no_checks,1 / 10,,,"4,97",,,,,,,"24,80","217,84","224,48",,,,,,
level1,no_checks,2 / 10,,,"4,97",,,,,,,"24,80","217,84","224,48",,,,,,
level1,no_checks,FINAL,,,"4,97",,,,,,,"24,80","217,84","224,48","47,70","878,32","71,10","0,80","99,00","198,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,00",,,,,,,"35,43","589,65","833,62",,,,,,
level2,no_checks,1 / 10,,,"0,44",,,,,,,"35,43","574,66","813,59",,,,,,
level2,no_checks,2 / 10,,,"0,44",,,,,,,"35,43","574,66","813,58",,,,,,
level2,no_checks,3 / 10,,,"0,43",,,,,,,"35,43","574,65","813,57",,,,,,
level2,no_checks,4 / 10,,,"0,42",,,,,,,"35,43","574,64","813,55",,,,,,
level2,no_checks,5 / 10,,,"0,42",,,,,,,"35,43","574,61","813,51",,,,,,
level2,no_checks,6 / 10,,,"0,42",,,,,,,"35,43","574,61","813,50",,,,,,
level2,no_checks,7 / 10,,,"0,43",,,,,,,"35,43","574,51","813,37",,,,,,
level2,no_checks,8 / 10,,,"0,43",,,,,,,"35,43","574,51","813,36",,,,,,
level2,no_checks,9 / 10,,,"0,43",,,,,,,"35,43","574,50","813,35",,,,,,
level2,no_checks,FINAL,,,"0,43",,,,,,,"35,43","574,50","813,34","2,57","1621,59","67,50","0,63","73,00","144,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,00",,,,,,,"56,01","984,78","1279,03",,,,,,
level3,no_checks,1 / 10,,,"0,51",,,,,,,"56,01","975,92","1267,69",,,,,,
level3,no_checks,2 / 10,,,"0,61",,,,,,,"56,01","975,90","1267,61",,,,,,
level3,no_checks,3 / 10,,,"0,59",,,,,,,"56,01","975,88","1267,59",,,,,,
level3,no_checks,4 / 10,,,"0,58",,,,,,,"56,01","975,88","1267,57",,,,,,
level3,no_checks,5 / 10,,,"0,57",,,,,,,"56,01","975,88","1267,57",,,,,,
level3,no_checks,6 / 10,,,"0,56",,,,,,,"56,01","975,88","1267,56",,,,,,
level3,no_checks,7 / 10,,,"0,56",,,,,,,"56,01","975,87","1267,55",,,,,,
level3,no_checks,8 / 10,,,"0,56",,,,,,,"56,01","975,87","1267,55",,,,,,
level3,no_checks,9 / 10,,,"0,56",,,,,,,"56,01","975,87","1267,54",,,,,,
level3,no_checks,FINAL,,,"0,56",,,,,,,"56,01","975,86","1267,54","0,91","1742,33","62,97","0,79","77,00","148,00"
