TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,00",,,,,,,"14,54","198,79","362,47",,,,,,
level0,checks,1 / 10,,,"1,91",,,,,,,"14,54","168,57","309,29",,,,,,
level0,checks,2 / 10,,,"2,50",,,,,,,"14,54","165,35","303,65",,,,,,
level0,checks,3 / 10,,,"4,70",,,,,,,"14,54","151,72","280,05",,,,,,
level0,checks,4 / 10,,,"5,24",,,,,,,"14,54","148,79","274,96",,,,,,
level0,checks,5 / 10,,,"5,36",,,,,,,"14,54","148,12","273,79",,,,,,
level0,checks,6 / 10,,,"5,45",,,,,,,"14,54","147,62","272,92",,,,,,
level0,checks,7 / 10,,,"5,47",,,,,,,"14,54","147,53","272,76",,,,,,
level0,checks,8 / 10,,,"5,47",,,,,,,"14,54","147,53","272,76",,,,,,
level0,checks,FINAL,,,"5,47",,,,,,,"14,54","147,53","272,76","25,78","1014,43","74,84","0,69","94,00","186,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,00",,,,,,,"15,27","216,61","398,58",,,,,,
level0,no_checks,1 / 10,,,"4,51",,,,,,,"15,27","26,28","27,32",,,,,,
level0,no_checks,2 / 10,,,"4,54",,,,,,,"15,27","26,28","27,32",,,,,,
level0,no_checks,3 / 10,,,"4,54",,,,,,,"15,27","26,27","27,31",,,,,,
level0,no_checks,4 / 10,,,"4,53",,,,,,,"15,27","26,27","27,30",,,,,,
level0,no_checks,5 / 10,,,"4,53",,,,,,,"15,27","26,27","27,30",,,,,,
level0,no_checks,6 / 10,,,"4,53",,,,,,,"15,27","26,27","27,30",,,,,,
level0,no_checks,7 / 10,,,"4,53",,,,,,,"15,27","26,27","27,29",,,,,,
level0,no_checks,8 / 10,,,"4,56",,,,,,,"15,27","26,71","28,09",,,,,,
