FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,03",,,,,,,"14,45","201,42","363,04",,,,,,
level0,checks,1 / 10,,,"0,03",,,,,,,"14,45","201,42","363,04",,,,,,
level0,checks,2 / 10,,,"0,03",,,,,,,"14,45","201,42","363,04",,,,,,
level0,checks,FINAL,,,"0,03",,,,,,,"14,45","201,42","363,04","0,00","1394,15","74,84","0,69","95,00","188,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,28",,,,,,,"15,53","215,35","400,44",,,,,,
level0,no_checks,1 / 10,,,"4,55",,,,,,,"15,53","28,30","29,47",,,,,,
level0,no_checks,2 / 10,,,"4,55",,,,,,,"15,53","28,30","29,47",,,,,,
level0,no_checks,3 / 10,,,"4,55",,,,,,,"15,53","28,30","29,47",,,,,,
level0,no_checks,4 / 10,,,"4,55",,,,,,,"15,53","28,30","29,47",,,,,,
level0,no_checks,FINAL,,,"4,55",,,,,,,"15,53","28,30","29,47","86,86","182,28","74,84","0,74","93,00","186,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,30",,,,,,,"24,80","416,51","591,21",,,,,,
level1,no_checks,1 / 10,,,"5,00",,,,,,,"24,80","217,91","224,48",,,,,,
level1,no_checks,2 / 10,,,"5,00",,,,,,,"24,80","217,91","224,48",,,,,,
level1,no_checks,FINAL,,,"5,00",,,,,,,"24,80","217,91","224,48","47,68","878,63","71,10","0,80","99,00","198,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"1,76",,,,,,,"32,14","572,17","806,31",,,,,,
level2,no_checks,1 / 10,,,"1,43",,,,,,,"32,14","571,67","805,76",,,,,,
level2,no_checks,2 / 10,,,"1,46",,,,,,,"32,14","571,55","805,61",,,,,,
level2,no_checks,3 / 10,,,"1,46",,,,,,,"32,14","571,53","805,57",,,,,,
level2,no_checks,4 / 10,,,"1,47",,,,,,,"32,14","571,49","805,50",,,,,,
level2,no_checks,5 / 10,,,"1,47",,,,,,,"32,14","571,47","805,48",,,,,,
level2,no_checks,6 / 10,,,"1,47",,,,,,,"32,14","571,45","805,46",,,,,,
level2,no_checks,7 / 10,,,"1,46",,,,,,,"32,14","571,44","805,44",,,,,,
level2,no_checks,8 / 10,,,"1,46",,,,,,,"32,14","571,42","805,41",,,,,,
level2,no_checks,9 / 10,,,"1,46",,,,,,,"32,14","571,41","805,39",,,,,,
level2,no_checks,FINAL,,,"1,46",,,,,,,"32,14","571,39","805,36","0,14","1778,03","67,50","0,60","72,00","142,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"3,35",,,,,,,"56,01","984,65","1278,61",,,,,,
level3,no_checks,1 / 10,,,"1,71",,,,,,,"56,01","979,20","1271,83",,,,,,
level3,no_checks,2 / 10,,,"1,68",,,,,,,"56,01","979,20","1271,80",,,,,,
level3,no_checks,3 / 10,,,"1,65",,,,,,,"56,01","979,22","1271,75",,,,,,
level3,no_checks,4 / 10,,,"1,62",,,,,,,"56,01","979,19","1271,70",,,,,,
level3,no_checks,5 / 10,,,"1,61",,,,,,,"56,01","979,18","1271,68",,,,,,
level3,no_checks,6 / 10,,,"1,63",,,,,,,"56,01","979,17","1271,67",,,,,,
level3,no_checks,7 / 10,,,"1,60",,,,,,,"56,01","979,12","1271,56",,,,,,
level3,no_checks,8 / 10,,,"1,46",,,,,,,"56,01","976,94","1268,96",,,,,,
level3,no_checks,9 / 10,,,"1,44",,,,,,,"56,01","977,00","1268,95",,,,,,
level3,no_checks,FINAL,,,"1,44",,,,,,,"56,01","977,01","1268,95","0,78","1744,37","62,97","0,79","77,00","148,00"
