InRays
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,07",,,,,,,"15,38","214,15","398,42",,,,,,
level0,checks,1 / 15,,,"0,07",,,,,,,"15,38","214,15","398,42",,,,,,
level0,checks,2 / 15,,,"0,07",,,,,,,"15,38","214,16","398,42",,,,,,
level0,checks,3 / 15,,,"0,07",,,,,,,"15,38","214,16","398,42",,,,,,
level0,checks,4 / 15,,,"0,08",,,,,,,"15,38","214,17","398,42",,,,,,
level0,checks,5 / 15,,,"0,08",,,,,,,"15,38","214,17","398,42",,,,,,
level0,checks,6 / 15,,,"0,08",,,,,,,"15,38","214,18","398,42",,,,,,
level0,checks,7 / 15,,,"0,08",,,,,,,"15,38","214,19","398,42",,,,,,
level0,checks,8 / 15,,,"0,08",,,,,,,"15,38","214,19","398,42",,,,,,
level0,checks,FINAL,,,"0,08",,,,,,,"15,38","214,19","398,42","-0,02","1392,86","74,84","0,74","94,00","188,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,07",,,,,,,"15,53","215,34","400,42",,,,,,
level0,no_checks,1 / 15,,,"0,07",,,,,,,"15,53","215,34","400,42",,,,,,
level0,no_checks,2 / 15,,,"0,07",,,,,,,"15,53","215,35","400,42",,,,,,
level0,no_checks,FINAL,,,"0,07",,,,,,,"15,53","215,35","400,42","-0,00","1387,00","74,84","0,74","93,00","186,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,08",,,,,,,"24,80","416,38","591,17",,,,,,
level1,no_checks,1 / 15,,,"0,08",,,,,,,"24,80","416,38","591,17",,,,,,
level1,no_checks,2 / 15,,,"0,08",,,,,,,"24,80","416,38","591,17",,,,,,
level1,no_checks,FINAL,,,"0,08",,,,,,,"24,80","416,38","591,17","-0,00","1678,87","71,10","0,80","99,00","198,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,45",,,,,,,"32,02","575,76","806,11",,,,,,
level2,no_checks,1 / 15,,,"0,44",,,,,,,"32,02","575,76","806,11",,,,,,
level2,no_checks,2 / 15,,,"0,44",,,,,,,"32,02","575,76","806,11",,,,,,
level2,no_checks,3 / 15,,,"0,44",,,,,,,"32,02","575,76","806,11",,,,,,
level2,no_checks,4 / 15,,,"0,44",,,,,,,"32,02","575,76","806,11",,,,,,
level2,no_checks,5 / 15,,,"0,44",,,,,,,"32,02","575,76","806,11",,,,,,
level2,no_checks,6 / 15,,,"0,44",,,,,,,"32,02","575,76","806,11",,,,,,
level2,no_checks,7 / 15,,,"0,44",,,,,,,"32,02","575,76","806,10",,,,,,
level2,no_checks,8 / 15,,,"0,44",,,,,,,"32,02","575,76","806,10",,,,,,
level2,no_checks,9 / 15,,,"0,44",,,,,,,"32,02","575,76","806,10",,,,,,
level2,no_checks,10 / 15,,,"0,44",,,,,,,"32,02","575,76","806,10",,,,,,
level2,no_checks,11 / 15,,,"0,44",,,,,,,"32,02","575,76","806,10",,,,,,
level2,no_checks,FINAL,,,"0,44",,,,,,,"32,02","575,76","806,10","0,00","1797,94","67,50","0,63","74,00","146,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,84",,,,,,,"56,01","984,46","1278,69",,,,,,
level3,no_checks,1 / 15,,,"0,78",,,,,,,"56,01","984,59","1278,68",,,,,,
level3,no_checks,2 / 15,,,"0,77",,,,,,,"56,01","984,44","1278,57",,,,,,
level3,no_checks,3 / 15,,,"0,76",,,,,,,"56,01","984,41","1278,55",,,,,,
level3,no_checks,4 / 15,,,"0,76",,,,,,,"56,01","984,38","1278,53",,,,,,
level3,no_checks,5 / 15,,,"0,76",,,,,,,"56,01","984,34","1278,50",,,,,,
level3,no_checks,6 / 15,,,"0,75",,,,,,,"56,01","984,27","1278,46",,,,,,
level3,no_checks,7 / 15,,,"0,76",,,,,,,"56,01","984,22","1278,44",,,,,,
level3,no_checks,8 / 15,,,"0,83",,,,,,,"56,01","984,21","1278,41",,,,,,
level3,no_checks,9 / 15,,,"0,88",,,,,,,"56,01","983,86","1278,09",,,,,,
level3,no_checks,10 / 15,,,"0,75",,,,,,,"56,01","983,84","1278,07",,,,,,
level3,no_checks,11 / 15,,,"0,73",,,,,,,"56,01","983,86","1278,06",,,,,,
level3,no_checks,12 / 15,,,"0,73",,,,,,,"56,01","983,59","1277,87",,,,,,
level3,no_checks,13 / 15,,,"0,73",,,,,,,"56,01","983,43","1277,76",,,,,,
level3,no_checks,14 / 15,,,"0,73",,,,,,,"56,01","983,25","1277,63",,,,,,
level3,no_checks,FINAL,,,"0,73",,,,,,,"56,01","983,05","1277,49","0,14","1755,16","62,97","0,79","77,00","148,00"
