InRays
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,07",,,,,,,"15,27","216,60","398,58",,,,,,
level0,checks,1 / 10,,,"0,08",,,,,,,"15,27","212,32","390,85",,,,,,
level0,checks,2 / 10,,,"0,08",,,,,,,"15,27","212,28","390,79",,,,,,
level0,checks,3 / 10,,,"0,08",,,,,,,"15,27","212,27","390,76",,,,,,
level0,checks,4 / 10,,,"0,08",,,,,,,"15,27","212,27","390,76",,,,,,
level0,checks,5 / 10,,,"0,08",,,,,,,"15,27","212,26","390,75",,,,,,
level0,checks,6 / 10,,,"0,08",,,,,,,"15,27","212,26","390,75",,,,,,
level0,checks,7 / 10,,,"0,08",,,,,,,"15,27","212,26","390,75",,,,,,
level0,checks,8 / 10,,,"0,08",,,,,,,"15,27","212,26","390,75",,,,,,
level0,checks,FINAL,,,"0,08",,,,,,,"15,27","212,26","390,75","2,00","1389,73","74,84","0,74","95,00","190,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,07",,,,,,,"15,27","216,60","398,58",,,,,,
level0,no_checks,1 / 10,,,"3,26",,,,,,,"15,27","178,91","332,05",,,,,,
level0,no_checks,2 / 10,,,"3,77",,,,,,,"15,27","178,20","328,92",,,,,,
level0,no_checks,3 / 10,,,"3,79",,,,,,,"15,27","178,25","328,93",,,,,,
level0,no_checks,4 / 10,,,"3,79",,,,,,,"15,27","178,19","328,87",,,,,,
level0,no_checks,5 / 10,,,"3,80",,,,,,,"15,27","178,18","328,82",,,,,,
level0,no_checks,6 / 10,,,"3,84",,,,,,,"15,27","178,11","328,59",,,,,,
level0,no_checks,7 / 10,,,"3,85",,,,,,,"15,27","178,13","328,56",,,,,,
level0,no_checks,8 / 10,,,"3,86",,,,,,,"15,27","178,14","328,52",,,,,,
level0,no_checks,9 / 10,,,"3,86",,,,,,,"15,27","178,14","328,50",,,,,,
level0,no_checks,FINAL,,,"3,87",,,,,,,"15,27","178,15","328,48","17,75","1166,34","74,84","0,74","95,00","190,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,08",,,,,,,"24,91","410,14","585,02",,,,,,
level1,no_checks,1 / 10,,,"0,36",,,,,,,"24,91","393,40","562,26",,,,,,
level1,no_checks,2 / 10,,,"0,42",,,,,,,"24,91","391,68","559,93",,,,,,
level1,no_checks,3 / 10,,,"0,42",,,,,,,"24,91","391,63","559,86",,,,,,
level1,no_checks,4 / 10,,,"0,42",,,,,,,"24,91","391,62","559,85",,,,,,
level1,no_checks,5 / 10,,,"0,42",,,,,,,"24,91","391,60","559,83",,,,,,
level1,no_checks,6 / 10,,,"0,42",,,,,,,"24,91","391,58","559,79",,,,,,
level1,no_checks,7 / 10,,,"0,42",,,,,,,"24,91","391,56","559,77",,,,,,
level1,no_checks,8 / 10,,,"0,42",,,,,,,"24,91","391,54","559,74",,,,,,
level1,no_checks,9 / 10,,,"0,42",,,,,,,"24,91","391,52","559,72",,,,,,
level1,no_checks,FINAL,,,"0,42",,,,,,,"24,91","391,50","559,69","4,54","1571,61","71,10","0,80","98,00","196,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,64",,,,,,,"35,29","606,06","854,18",,,,,,
level2,no_checks,1 / 10,,,"0,63",,,,,,,"35,29","606,06","854,17",,,,,,
level2,no_checks,2 / 10,,,"0,63",,,,,,,"35,29","606,06","854,16",,,,,,
level2,no_checks,3 / 10,,,"0,64",,,,,,,"35,29","606,06","854,15",,,,,,
level2,no_checks,4 / 10,,,"0,65",,,,,,,"35,29","606,06","854,14",,,,,,
level2,no_checks,5 / 10,,,"0,66",,,,,,,"35,29","606,07","854,13",,,,,,
level2,no_checks,6 / 10,,,"0,67",,,,,,,"35,29","606,07","854,12",,,,,,
level2,no_checks,7 / 10,,,"0,69",,,,,,,"35,29","606,08","854,11",,,,,,
level2,no_checks,8 / 10,,,"0,72",,,,,,,"35,29","606,08","854,08",,,,,,
level2,no_checks,9 / 10,,,"0,74",,,,,,,"35,29","606,09","854,07",,,,,,
level2,no_checks,FINAL,,,"0,76",,,,,,,"35,29","606,09","854,05","-0,01","1717,52","67,50","0,63","74,00","146,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,84",,,,,,,"56,01","984,46","1278,69",,,,,,
level3,no_checks,1 / 10,,,"2,52",,,,,,,"56,01","941,01","1222,07",,,,,,
level3,no_checks,2 / 10,,,"2,53",,,,,,,"56,01","940,96","1221,97",,,,,,
level3,no_checks,3 / 10,,,"2,56",,,,,,,"56,01","940,86","1221,87",,,,,,
level3,no_checks,4 / 10,,,"2,57",,,,,,,"56,01","940,83","1221,84",,,,,,
level3,no_checks,5 / 10,,,"2,59",,,,,,,"56,01","940,68","1221,65",,,,,,
level3,no_checks,6 / 10,,,"2,62",,,,,,,"56,01","940,43","1221,37",,,,,,
level3,no_checks,7 / 10,,,"2,65",,,,,,,"56,01","940,22","1221,10",,,,,,
level3,no_checks,8 / 10,,,"2,67",,,,,,,"56,01","940,04","1220,88",,,,,,
level3,no_checks,9 / 10,,,"2,68",,,,,,,"56,01","939,99","1220,81",,,,,,
level3,no_checks,FINAL,,,"2,92",,,,,,,"56,01","937,36","1217,60","4,78","1673,59","62,97","0,79","77,00","148,00"
