InRays
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,07",,,,,,,"15,53","215,34","400,42",,,,,,
level0,checks,1 / 10,,,"1,04",,,,,,,"15,53","193,04","360,46",,,,,,
level0,checks,2 / 10,,,"1,14",,,,,,,"15,53","192,74","359,88",,,,,,
level0,checks,3 / 10,,,"1,16",,,,,,,"15,53","192,65","359,69",,,,,,
level0,checks,4 / 10,,,"1,17",,,,,,,"15,53","192,58","359,55",,,,,,
level0,checks,5 / 10,,,"1,17",,,,,,,"15,53","192,57","359,54",,,,,,
level0,checks,6 / 10,,,"1,17",,,,,,,"15,53","192,57","359,54",,,,,,
level0,checks,7 / 10,,,"1,17",,,,,,,"15,53","192,57","359,53",,,,,,
level0,checks,8 / 10,,,"1,17",,,,,,,"15,53","192,57","359,53",,,,,,
level0,checks,9 / 10,,,"1,17",,,,,,,"15,53","192,57","359,53",,,,,,
level0,checks,FINAL,,,"1,17",,,,,,,"15,53","192,57","359,53","10,57","1240,34","74,84","0,74","93,00","186,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,07",,,,,,,"15,53","215,34","400,42",,,,,,
level0,no_checks,1 / 10,,,"1,04",,,,,,,"15,53","193,04","360,46",,,,,,
level0,no_checks,2 / 10,,,"1,14",,,,,,,"15,53","192,74","359,88",,,,,,
level0,no_checks,3 / 10,,,"1,16",,,,,,,"15,53","192,65","359,69",,,,,,
level0,no_checks,4 / 10,,,"1,17",,,,,,,"15,53","192,58","359,55",,,,,,
level0,no_checks,5 / 10,,,"1,17",,,,,,,"15,53","192,57","359,54",,,,,,
level0,no_checks,6 / 10,,,"1,17",,,,,,,"15,53","192,57","359,54",,,,,,
level0,no_checks,7 / 10,,,"1,17",,,,,,,"15,53","192,57","359,53",,,,,,
level0,no_checks,8 / 10,,,"1,17",,,,,,,"15,53","192,57","359,53",,,,,,
level0,no_checks,9 / 10,,,"1,17",,,,,,,"15,53","192,57","359,53",,,,,,
level0,no_checks,FINAL,,,"1,17",,,,,,,"15,53","192,57","359,53","10,57","1240,34","74,84","0,74","93,00","186,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,08",,,,,,,"24,83","419,30","593,99",,,,,,
level1,no_checks,1 / 10,,,"4,97",,,,,,,"24,83","216,12","222,66",,,,,,
level1,no_checks,2 / 10,,,"4,97",,,,,,,"24,83","215,81","222,34",,,,,,
level1,no_checks,3 / 10,,,"4,97",,,,,,,"24,83","215,51","222,03",,,,,,
level1,no_checks,4 / 10,,,"4,97",,,,,,,"24,83","215,21","221,71",,,,,,
level1,no_checks,5 / 10,,,"4,97",,,,,,,"24,83","214,91","221,40",,,,,,
level1,no_checks,6 / 10,,,"4,97",,,,,,,"24,83","214,60","221,09",,,,,,
level1,no_checks,7 / 10,,,"4,97",,,,,,,"24,83","214,30","220,77",,,,,,
level1,no_checks,8 / 10,,,"4,97",,,,,,,"24,83","214,00","220,46",,,,,,
level1,no_checks,9 / 10,,,"4,97",,,,,,,"24,83","213,70","220,15",,,,,,
level1,no_checks,FINAL,,,"4,97",,,,,,,"24,83","213,40","219,84","49,11","859,58","71,10","0,80","99,00","198,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,46",,,,,,,"32,15","581,97","814,88",,,,,,
level2,no_checks,1 / 10,,,"2,92",,,,,,,"32,15","529,52","745,04",,,,,,
level2,no_checks,2 / 10,,,"3,52",,,,,,,"32,15","524,10","737,78",,,,,,
level2,no_checks,3 / 10,,,"4,43",,,,,,,"32,15","517,09","728,40",,,,,,
level2,no_checks,4 / 10,,,"4,43",,,,,,,"32,15","517,11","728,39",,,,,,
level2,no_checks,5 / 10,,,"4,43",,,,,,,"32,15","517,12","728,39",,,,,,
level2,no_checks,6 / 10,,,"4,43",,,,,,,"32,15","517,13","728,39",,,,,,
level2,no_checks,7 / 10,,,"4,43",,,,,,,"32,15","517,14","728,39",,,,,,
level2,no_checks,8 / 10,,,"4,43",,,,,,,"32,15","517,15","728,39",,,,,,
level2,no_checks,9 / 10,,,"4,43",,,,,,,"32,15","517,15","728,39",,,,,,
level2,no_checks,FINAL,,,"4,53",,,,,,,"32,15","517,27","728,40","11,12","1608,98","67,50","0,63","73,00","144,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,84",,,,,,,"56,01","984,46","1278,69",,,,,,
level3,no_checks,1 / 10,,,"1,72",,,,,,,"56,01","952,14","1236,41",,,,,,
level3,no_checks,2 / 10,,,"1,90",,,,,,,"56,01","951,98","1236,26",,,,,,
level3,no_checks,3 / 10,,,"1,81",,,,,,,"56,01","951,70","1235,92",,,,,,
level3,no_checks,4 / 10,,,"1,87",,,,,,,"56,01","949,40","1233,30",,,,,,
level3,no_checks,5 / 10,,,"2,15",,,,,,,"56,01","944,31","1227,10",,,,,,
level3,no_checks,6 / 10,,,"2,14",,,,,,,"56,01","944,25","1227,04",,,,,,
level3,no_checks,7 / 10,,,"2,14",,,,,,,"56,01","943,91","1226,64",,,,,,
level3,no_checks,8 / 10,,,"2,14",,,,,,,"56,01","943,70","1226,40",,,,,,
level3,no_checks,9 / 10,,,"2,16",,,,,,,"56,01","943,40","1226,05",,,,,,
level3,no_checks,FINAL,,,"2,14",,,,,,,"56,01","943,38","1225,99","4,17","1684,34","62,97","0,79","77,00","148,00"
