FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,03",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,1 / 10,,,"0,03",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,2 / 10,,,"0,03",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,3 / 10,,,"0,02",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,4 / 10,,,"0,02",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,5 / 10,,,"0,02",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,FINAL,,,"0,02",,,,,,,"14,68","199,82","364,28","0,00","1360,76","74,84","0,69","93,00","184,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,28",,,,,,,"15,27","216,61","398,60",,,,,,
level0,no_checks,1 / 10,,,"0,26",,,,,,,"15,27","216,64","398,60",,,,,,
level0,no_checks,2 / 10,,,"0,26",,,,,,,"15,27","216,65","398,60",,,,,,
level0,no_checks,3 / 10,,,"0,26",,,,,,,"15,27","216,65","398,60",,,,,,
level0,no_checks,4 / 10,,,"0,26",,,,,,,"15,27","216,65","398,60",,,,,,
level0,no_checks,5 / 10,,,"0,26",,,,,,,"15,27","216,65","398,60",,,,,,
level0,no_checks,FINAL,,,"0,26",,,,,,,"15,27","216,65","398,60","-0,02","1418,47","74,84","0,74","95,00","190,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,30",,,,,,,"24,83","419,42","594,04",,,,,,
level1,no_checks,1 / 10,,,"0,23",,,,,,,"24,83","419,29","594,01",,,,,,
level1,no_checks,2 / 10,,,"0,23",,,,,,,"24,83","419,29","594,01",,,,,,
level1,no_checks,FINAL,,,"0,23",,,,,,,"24,83","419,29","594,01","0,03","1688,94","71,10","0,80","99,00","198,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"2,46",,,,,,,"35,26","583,27","824,59",,,,,,
level2,no_checks,1 / 10,,,"2,43",,,,,,,"35,26","583,27","824,56",,,,,,
level2,no_checks,2 / 10,,,"2,42",,,,,,,"35,26","583,28","824,54",,,,,,
level2,no_checks,3 / 10,,,"2,42",,,,,,,"35,26","583,28","824,52",,,,,,
level2,no_checks,4 / 10,,,"2,42",,,,,,,"35,26","583,28","824,49",,,,,,
level2,no_checks,5 / 10,,,"2,43",,,,,,,"35,26","583,28","824,45",,,,,,
level2,no_checks,6 / 10,,,"2,44",,,,,,,"35,26","583,29","824,41",,,,,,
level2,no_checks,7 / 10,,,"1,70",,,,,,,"35,26","582,93","823,91",,,,,,
level2,no_checks,8 / 10,,,"1,75",,,,,,,"35,26","582,93","823,87",,,,,,
level2,no_checks,9 / 10,,,"1,77",,,,,,,"35,26","582,93","823,83",,,,,,
level2,no_checks,FINAL,,,"1,78",,,,,,,"35,26","582,92","823,81","0,06","1653,34","67,50","0,63","74,00","146,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"3,35",,,,,,,"56,01","984,65","1278,61",,,,,,
level3,no_checks,1 / 10,,,"2,38",,,,,,,"56,01","985,12","1278,65",,,,,,
level3,no_checks,2 / 10,,,"2,40",,,,,,,"56,01","985,06","1278,65",,,,,,
level3,no_checks,3 / 10,,,"2,36",,,,,,,"56,01","985,11","1278,63",,,,,,
level3,no_checks,4 / 10,,,"2,35",,,,,,,"56,01","985,04","1278,61",,,,,,
level3,no_checks,5 / 10,,,"2,28",,,,,,,"56,01","985,03","1278,58",,,,,,
level3,no_checks,6 / 10,,,"1,58",,,,,,,"56,01","984,66","1278,51",,,,,,
level3,no_checks,7 / 10,,,"1,54",,,,,,,"56,01","984,68","1278,51",,,,,,
level3,no_checks,8 / 10,,,"1,51",,,,,,,"56,01","984,68","1278,51",,,,,,
level3,no_checks,9 / 10,,,"1,42",,,,,,,"56,01","984,69","1278,50",,,,,,
level3,no_checks,FINAL,,,"1,42",,,,,,,"56,01","984,68","1278,50","-0,00","1758,07","62,97","0,79","77,00","148,00"
