FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,03",,,,,,,"14,68","199,82","364,28",,,,,,
level0,checks,1 / 10,,,"4,45",,,,,,,"14,68","36,01","37,50",,,,,,
level0,checks,2 / 10,,,"4,45",,,,,,,"14,68","36,01","37,51",,,,,,
level0,checks,3 / 10,,,"4,45",,,,,,,"14,68","36,01","37,51",,,,,,
level0,checks,4 / 10,,,"4,45",,,,,,,"14,68","36,01","37,53",,,,,,
level0,checks,5 / 10,,,"4,45",,,,,,,"14,68","36,02","37,55",,,,,,
level0,checks,6 / 10,,,"4,45",,,,,,,"14,68","36,03","37,58",,,,,,
level0,checks,7 / 10,,,"4,45",,,,,,,"14,68","36,05","37,62",,,,,,
level0,checks,8 / 10,,,"4,45",,,,,,,"14,68","36,07","37,66",,,,,,
level0,checks,9 / 10,,,"4,45",,,,,,,"14,68","36,08","37,68",,,,,,
level0,checks,FINAL,,,"4,45",,,,,,,"14,68","36,09","37,70","81,94","245,75","74,84","0,69","93,00","184,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,28",,,,,,,"15,27","216,61","398,60",,,,,,
level0,no_checks,1 / 10,,,"0,24",,,,,,,"15,27","205,74","379,13",,,,,,
level0,no_checks,2 / 10,,,"0,24",,,,,,,"15,27","205,75","379,12",,,,,,
level0,no_checks,3 / 10,,,"0,24",,,,,,,"15,27","205,75","379,12",,,,,,
level0,no_checks,4 / 10,,,"0,24",,,,,,,"15,27","205,75","379,12",,,,,,
level0,no_checks,5 / 10,,,"0,24",,,,,,,"15,27","205,75","379,12",,,,,,
level0,no_checks,6 / 10,,,"0,24",,,,,,,"15,27","205,75","379,12",,,,,,
level0,no_checks,FINAL,,,"0,24",,,,,,,"15,27","205,75","379,12","5,01","1347,06","74,84","0,74","95,00","190,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,30",,,,,,,"24,80","416,51","591,21",,,,,,
level1,no_checks,1 / 10,,,"5,00",,,,,,,"24,80","217,91","224,48",,,,,,
level1,no_checks,2 / 10,,,"5,00",,,,,,,"24,80","217,91","224,48",,,,,,
level1,no_checks,FINAL,,,"5,00",,,,,,,"24,80","217,91","224,48","47,68","878,63","71,10","0,80","99,00","198,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"2,46",,,,,,,"35,26","583,27","824,59",,,,,,
level2,no_checks,1 / 10,,,"1,36",,,,,,,"35,26","580,22","820,70",,,,,,
level2,no_checks,2 / 10,,,"1,40",,,,,,,"35,26","579,39","819,63",,,,,,
level2,no_checks,3 / 10,,,"1,49",,,,,,,"35,26","579,38","819,64",,,,,,
level2,no_checks,4 / 10,,,"1,55",,,,,,,"35,26","579,39","819,66",,,,,,
level2,no_checks,5 / 10,,,"1,61",,,,,,,"35,26","579,41","819,66",,,,,,
level2,no_checks,6 / 10,,,"1,63",,,,,,,"35,26","579,24","819,46",,,,,,
level2,no_checks,7 / 10,,,"1,64",,,,,,,"35,26","579,04","819,18",,,,,,
level2,no_checks,8 / 10,,,"10,13",,,,,,,"35,26","442,01","637,50",,,,,,
level2,no_checks,9 / 10,,,"18,32",,,,,,,"35,26","402,22","582,46",,,,,,
level2,no_checks,FINAL,,,"38,42",,,,,,,"35,26","328,29","481,47","43,72","931,12","67,50","0,63","74,00","146,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"3,35",,,,,,,"56,01","984,65","1278,61",,,,,,
level3,no_checks,1 / 10,,,"1,63",,,,,,,"56,01","971,27","1261,86",,,,,,
level3,no_checks,2 / 10,,,"1,55",,,,,,,"56,01","970,70","1261,30",,,,,,
level3,no_checks,3 / 10,,,"1,54",,,,,,,"56,01","970,70","1261,29",,,,,,
level3,no_checks,4 / 10,,,"1,51",,,,,,,"56,01","970,73","1261,26",,,,,,
level3,no_checks,5 / 10,,,"1,51",,,,,,,"56,01","970,52","1261,03",,,,,,
level3,no_checks,6 / 10,,,"1,50",,,,,,,"56,01","969,79","1260,16",,,,,,
level3,no_checks,7 / 10,,,"1,50",,,,,,,"56,01","969,78","1260,13",,,,,,
level3,no_checks,8 / 10,,,"1,50",,,,,,,"56,01","969,74","1260,05",,,,,,
level3,no_checks,9 / 10,,,"1,50",,,,,,,"56,01","969,66","1259,96",,,,,,
level3,no_checks,FINAL,,,"1,51",,,,,,,"56,01","969,52","1259,79","1,54","1731,00","62,97","0,79","77,00","148,00"
