InRays
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
level0,checks,,,,,,,,,,,,,,,,,,,
level0,checks,INITIAL,,,"0,07",,,,,,,"15,13","215,42","396,63",,,,,,
level0,checks,1 / 10,,,"0,07",,,,,,,"15,13","215,42","396,63",,,,,,
level0,checks,2 / 10,,,"0,07",,,,,,,"15,13","215,42","396,63",,,,,,
level0,checks,FINAL,,,"0,07",,,,,,,"15,13","215,42","396,63","-0,00","1423,69","74,84","0,74","96,00","192,00"
level0,no_checks,,,,,,,,,,,,,,,,,,,
level0,no_checks,INITIAL,,,"0,07",,,,,,,"15,53","215,34","400,42",,,,,,
level0,no_checks,1 / 10,,,"0,07",,,,,,,"15,53","215,34","400,42",,,,,,
level0,no_checks,FINAL,,,"0,07",,,,,,,"15,53","215,34","400,42","0,00","1387,00","74,84","0,74","93,00","186,00"
level1,no_checks,,,,,,,,,,,,,,,,,,,
level1,no_checks,INITIAL,,,"0,08",,,,,,,"24,91","410,14","585,02",,,,,,
level1,no_checks,1 / 10,,,"0,08",,,,,,,"24,91","410,14","585,02",,,,,,
level1,no_checks,2 / 10,,,"0,08",,,,,,,"24,91","410,14","585,02",,,,,,
level1,no_checks,FINAL,,,"0,08",,,,,,,"24,91","410,14","585,02","-0,00","1646,43","71,10","0,80","98,00","196,00"
level2,no_checks,,,,,,,,,,,,,,,,,,,
level2,no_checks,INITIAL,,,"0,63",,,,,,,"35,43","589,40","833,35",,,,,,
level2,no_checks,1 / 10,,,"0,50",,,,,,,"35,43","589,43","833,42",,,,,,
level2,no_checks,2 / 10,,,"0,55",,,,,,,"35,43","589,41","833,40",,,,,,
level2,no_checks,3 / 10,,,"0,70",,,,,,,"35,43","589,39","833,37",,,,,,
level2,no_checks,4 / 10,,,"0,79",,,,,,,"35,43","589,29","833,28",,,,,,
level2,no_checks,5 / 10,,,"0,89",,,,,,,"35,43","589,10","833,07",,,,,,
level2,no_checks,6 / 10,,,"1,97",,,,,,,"35,43","587,68","831,43",,,,,,
level2,no_checks,7 / 10,,,"3,93",,,,,,,"35,43","580,28","818,42",,,,,,
level2,no_checks,8 / 10,,,"3,38",,,,,,,"35,43","580,25","818,28",,,,,,
level2,no_checks,9 / 10,,,"3,56",,,,,,,"35,43","580,19","818,17",,,,,,
level2,no_checks,FINAL,,,"3,58",,,,,,,"35,43","580,14","818,09","1,57","1637,51","67,50","0,63","73,00","144,00"
level3,no_checks,,,,,,,,,,,,,,,,,,,
level3,no_checks,INITIAL,,,"0,84",,,,,,,"56,01","984,46","1278,69",,,,,,
level3,no_checks,1 / 10,,,"0,76",,,,,,,"56,01","984,62","1278,64",,,,,,
level3,no_checks,2 / 10,,,"0,73",,,,,,,"56,01","984,65","1278,63",,,,,,
level3,no_checks,3 / 10,,,"0,74",,,,,,,"56,01","984,63","1278,61",,,,,,
level3,no_checks,4 / 10,,,"0,76",,,,,,,"56,01","984,66","1278,60",,,,,,
level3,no_checks,5 / 10,,,"0,78",,,,,,,"56,01","984,46","1278,54",,,,,,
level3,no_checks,6 / 10,,,"0,78",,,,,,,"56,01","984,44","1278,52",,,,,,
level3,no_checks,7 / 10,,,"0,78",,,,,,,"56,01","984,40","1278,45",,,,,,
level3,no_checks,8 / 10,,,"0,77",,,,,,,"56,01","984,33","1278,33",,,,,,
level3,no_checks,9 / 10,,,"0,77",,,,,,,"56,01","984,25","1278,23",,,,,,
level3,no_checks,FINAL,,,"0,77",,,,,,,"56,01","984,17","1278,14","0,03","1757,16","62,97","0,79","77,00","148,00"
