parallax,Av. error (mm),Info
"2,34","3,66",seq0_checks
"2,34","3,68",seq0_checks
"2,40","4,76",seq0_checks
"2,40","4,82",seq0_checks
"2,42","5,01",seq0_checks
"2,42","5,11",seq0_checks
"2,40","4,74",seq0_checks
"2,40","4,85",seq0_checks
"1,71","8,35",seq0_checks
"1,71","6,80",seq0_checks
"2,81","8,68",seq0_checks
"2,81","9,11",seq0_checks
"2,12","43,51",seq0_checks
"2,12","43,28",seq0_checks
"2,23","44,07",seq0_checks
"2,23","44,04",seq0_checks
"2,94","10,38",seq0_checks
"2,94","10,89",seq0_checks
"2,92","10,07",seq0_checks
"2,92","10,53",seq0_checks
"2,14","0,45",seq0_checks
"2,14","0,52",seq0_checks
"2,84","8,99",seq0_checks
"2,84","7,88",seq0_checks
"2,95","10,31",seq0_checks
"2,95","9,28",seq0_checks
"2,22","1,15",seq0_checks
"2,22","1,52",seq0_checks
"2,10","25,34",seq0_checks
"2,10","24,85",seq0_checks
"1,19","22,34",seq0_checks
"1,19","21,71",seq0_checks
"1,16","23,79",seq0_checks
"1,16","23,15",seq0_checks
"1,96","6,19",seq0_checks
"1,96","4,68",seq0_checks
"2,89","9,64",seq0_checks
"2,89","8,59",seq0_checks
"2,81","8,67",seq0_checks
"2,81","7,54",seq0_checks
"2,86","7,80",seq0_checks
"2,86","8,16",seq0_checks
"2,28","27,87",seq0_checks
"2,28","27,83",seq0_checks
"2,28","27,93",seq0_checks
"2,28","27,78",seq0_checks
"2,97","10,64",seq0_checks
"2,97","9,58",seq0_checks
"3,05","7,36",seq0_checks
"3,05","7,88",seq0_checks
"2,25","0,17",seq0_checks
"2,25","0,10",seq0_checks
"2,03","0,40",seq0_checks
"2,03","0,94",seq0_checks
"1,89","44,35",seq0_checks
"1,89","46,50",seq0_checks
"2,53","27,96",seq0_checks
"2,53","28,46",seq0_checks
"2,94","8,83",seq0_checks
"2,94","9,22",seq0_checks
"2,97","9,11",seq0_checks
"2,97","9,54",seq0_checks
"2,33","2,93",seq0_checks
"2,33","1,90",seq0_checks
"2,36","3,35",seq0_checks
"2,36","2,34",seq0_checks
"2,49","13,34",seq0_checks
"2,49","13,38",seq0_checks
"2,54","13,95",seq0_checks
"2,54","14,06",seq0_checks
"1,58","23,69",seq0_checks
"1,58","23,31",seq0_checks
"1,34","11,87",seq0_checks
"1,34","12,85",seq0_checks
"2,90","9,66",seq0_checks
"2,90","8,60",seq0_checks
"0,96","43,73",seq0_checks
"0,96","44,48",seq0_checks
"1,52","22,59",seq0_checks
"1,52","24,04",seq0_checks
"2,85","7,69",seq0_checks
"2,85","6,61",seq0_checks
"2,34","3,14",seq0_checks
"2,34","2,13",seq0_checks
"2,83","7,40",seq0_checks
"2,83","6,32",seq0_checks
"2,86","7,71",seq0_checks
"2,86","8,11",seq0_checks
"0,92","33,15",seq0_checks
"0,92","33,70",seq0_checks
"2,81","8,64",seq0_checks
"2,81","7,56",seq0_checks
"0,62","63,68",seq0_checks
"0,62","63,88",seq0_checks
"2,03","0,56",seq0_checks
"2,03","1,40",seq0_checks
"2,78","8,25",seq0_checks
"2,78","7,20",seq0_checks
"2,80","7,08",seq0_checks
"2,80","7,50",seq0_checks
"1,28","7,68",seq0_checks
"1,28","9,00",seq0_checks
"2,39","4,69",seq0_checks
"2,39","4,86",seq0_checks
"2,48","6,06",seq0_checks
"2,48","6,28",seq0_checks
"3,01","13,96",seq0_checks
"3,01","14,58",seq0_checks
"3,10","15,04",seq0_checks
"3,10","14,06",seq0_checks
"3,11","15,08",seq0_checks
"3,11","14,12",seq0_checks
"2,92","16,49",seq0_checks
"2,92","15,63",seq0_checks
"2,59","28,05",seq0_checks
"2,59","26,71",seq0_checks
"2,32","27,19",seq0_checks
"2,32","26,94",seq0_checks
"2,62","7,94",seq0_checks
