FarPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,03",,,,,,,"0,89","14,31","19,89","12,63",,,,,,
seq0,checks,1 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,90","18,94","12,22",,,,,,
seq0,checks,2 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,90","18,94","12,22",,,,,,
seq0,checks,FINAL,,,"0,00","0,00","0,01",,,,,,,"0,89","13,90","18,94","12,22","2,85","1570,30","2,50","2,86","347,00","476,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,08","0,00","0,74",,,,,,,"1,21","19,44","25,65","16,31",,,,,,
seq0,no_checks,1 / 12,,,"0,08","0,00","0,46",,,,,,,"1,21","19,25","25,30","16,08",,,,,,
seq0,no_checks,2 / 12,,,"0,08","0,00","0,50",,,,,,,"1,21","19,21","25,25","16,05",,,,,,
seq0,no_checks,3 / 12,,,"0,08","0,00","0,44",,,,,,,"1,21","19,23","25,25","16,05",,,,,,
seq0,no_checks,4 / 12,,,"0,04","0,00","0,14",,,,,,,"1,21","13,30","16,52","8,84",,,,,,
seq0,no_checks,5 / 12,,,"0,05","0,00","0,25",,,,,,,"1,21","12,46","15,81","7,62",,,,,,
seq0,no_checks,6 / 12,,,"0,05","0,00","0,21",,,,,,,"1,21","12,47","15,82","7,62",,,,,,
seq0,no_checks,7 / 12,,,"0,05","0,00","0,20",,,,,,,"1,21","12,47","15,82","7,63",,,,,,
seq0,no_checks,8 / 12,,,"0,05","0,00","0,20",,,,,,,"1,21","12,48","15,82","7,63",,,,,,
seq0,no_checks,FINAL,,,"0,05","0,00","0,20",,,,,,,"1,21","12,48","15,82","7,63","35,82","1032,90","2,50","2,88","347,00","668,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,04","0,00","0,37",,,,,,,"1,13","17,67","23,88","15,16",,,,,,
seq1,no_checks,1 / 12,,,"0,04","0,00","0,26",,,,,,,"1,13","17,54","23,64","14,97",,,,,,
seq1,no_checks,2 / 12,,,"0,04","0,00","0,26",,,,,,,"1,13","17,53","23,63","14,96",,,,,,
seq1,no_checks,FINAL,,,"0,04","0,00","0,26",,,,,,,"1,13","17,53","23,63","14,96","0,79","1557,42","2,50","2,52","259,00","498,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,33","0,00","1,13",,,,,,,"1,42","26,01","32,07","21,22",,,,,,
seq2,no_checks,1 / 12,,,"0,30","0,00","1,34",,,,,,,"1,42","17,90","21,68","12,75",,,,,,
seq2,no_checks,2 / 12,,,"0,29","0,00","0,99",,,,,,,"1,42","17,90","21,68","12,74",,,,,,
seq2,no_checks,3 / 12,,,"0,29","0,00","0,99",,,,,,,"1,42","17,89","21,68","12,74",,,,,,
seq2,no_checks,4 / 12,,,"0,29","0,00","0,96",,,,,,,"1,42","17,88","21,67","12,73",,,,,,
seq2,no_checks,5 / 12,,,"0,28","0,00","0,92",,,,,,,"1,42","17,87","21,66","12,72",,,,,,
seq2,no_checks,FINAL,,,"0,28","0,00","0,92",,,,,,,"1,42","17,87","21,66","12,72","31,27","1254,71","2,50","3,07","334,00","662,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,10","0,00","0,42",,,,,,,"1,20","15,71","22,68","11,58",,,,,,
seq3,no_checks,1 / 12,,,"0,06","0,00","0,14",,,,,,,"1,20","15,65","22,57","11,48",,,,,,
seq3,no_checks,2 / 12,,,"0,05","0,00","0,16",,,,,,,"1,20","15,67","22,58","11,50",,,,,,
seq3,no_checks,3 / 12,,,"0,06","0,00","0,14",,,,,,,"1,20","15,68","22,59","11,50",,,,,,
seq3,no_checks,4 / 12,,,"0,06","0,00","0,18",,,,,,,"1,20","15,49","22,32","11,23",,,,,,
seq3,no_checks,5 / 12,,,"0,06","0,00","0,14",,,,,,,"1,20","15,46","22,27","11,19",,,,,,
