TwoPoints
Level,Checks,Section,C1 std dev,C2 std dev,Rel. error,depthError,gloablTError,Global R X,Global R Y,Global R Z,Global t X,Global t Y,Global t Z,Av. movement,Av. error,RMSE,Av. up-to-scale error in 3D,Improv. (%),Final Vs Mov (%),t C1C2 norm (mm),pllx,nMchs,nMPs
seq0,checks,,,,,,,,,,,,,,,,,,,,,,
seq0,checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"0,89","14,31","19,89","12,63",,,,,,
seq0,checks,1 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,89","18,93","12,22",,,,,,
seq0,checks,2 / 12,,,"0,00","0,00","0,01",,,,,,,"0,89","13,89","18,93","12,22",,,,,,
seq0,checks,FINAL,,,"0,00","0,00","0,01",,,,,,,"0,89","13,89","18,93","12,22","2,91","1569,42","2,50","2,86","347,00","476,00"
seq0,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq0,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,21","19,41","25,64","16,29",,,,,,
seq0,no_checks,1 / 12,,,"0,00","0,00","0,03",,,,,,,"1,21","19,32","25,45","16,17",,,,,,
seq0,no_checks,2 / 12,,,"0,00","0,00","0,04",,,,,,,"1,21","19,30","25,41","16,14",,,,,,
seq0,no_checks,3 / 12,,,"0,00","0,00","0,06",,,,,,,"1,21","19,24","25,30","16,08",,,,,,
seq0,no_checks,4 / 12,,,"0,01","0,00","0,05",,,,,,,"1,21","19,23","25,28","16,06",,,,,,
seq0,no_checks,5 / 12,,,"0,01","0,00","0,05",,,,,,,"1,21","19,22","25,27","16,06",,,,,,
seq0,no_checks,FINAL,,,"0,01","0,00","0,05",,,,,,,"1,21","19,22","25,27","16,06","0,99","1591,66","2,50","2,88","347,00","668,00"
seq1,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq1,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,12","17,68","23,85","15,07",,,,,,
seq1,no_checks,1 / 12,,,"0,00","0,00","0,01",,,,,,,"1,12","17,64","23,77","15,00",,,,,,
seq1,no_checks,2 / 12,,,"0,02","0,00","0,06",,,,,,,"1,12","12,80","16,76","6,34",,,,,,
seq1,no_checks,3 / 12,,,"0,02","0,00","0,06",,,,,,,"1,12","12,81","16,77","6,34",,,,,,
seq1,no_checks,4 / 12,,,"0,02","0,00","0,06",,,,,,,"1,12","12,81","16,78","6,34",,,,,,
seq1,no_checks,FINAL,,,"0,02","0,00","0,06",,,,,,,"1,12","12,81","16,78","6,34","27,54","1139,42","2,50","2,53","260,00","500,00"
seq2,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq2,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,42","25,96","32,01","21,14",,,,,,
seq2,no_checks,1 / 12,,,"0,05","0,00","0,17",,,,,,,"1,42","14,17","15,55","2,59",,,,,,
seq2,no_checks,2 / 12,,,"0,05","0,00","0,12",,,,,,,"1,42","14,17","15,55","2,59",,,,,,
seq2,no_checks,FINAL,,,"0,05","0,00","0,12",,,,,,,"1,42","14,17","15,55","2,59","45,41","994,57","2,50","3,07","335,00","664,00"
seq3,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq3,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,25","15,88","22,96","11,77",,,,,,
seq3,no_checks,1 / 12,,,"0,02","0,00","0,08",,,,,,,"1,25","14,65","20,72","9,11",,,,,,
seq3,no_checks,2 / 12,,,"0,02","0,00","0,08",,,,,,,"1,25","14,64","20,71","9,10",,,,,,
seq3,no_checks,3 / 12,,,"0,02","0,00","0,08",,,,,,,"1,25","14,65","20,71","9,10",,,,,,
seq3,no_checks,FINAL,,,"0,02","0,00","0,08",,,,,,,"1,25","14,65","20,71","9,10","7,79","1170,46","2,50","2,85","338,00","668,00"
seq4,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq4,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"1,64","28,39","34,09","21,92",,,,,,
seq4,no_checks,1 / 12,,,"0,02","0,00","0,10",,,,,,,"1,64","25,55","30,10","18,64",,,,,,
seq4,no_checks,2 / 12,,,"0,02","0,00","0,10",,,,,,,"1,64","25,39","29,88","18,45",,,,,,
seq4,no_checks,3 / 12,,,"0,02","0,00","0,09",,,,,,,"1,64","25,38","29,87","18,44",,,,,,
seq4,no_checks,FINAL,,,"0,02","0,00","0,09",,,,,,,"1,64","25,38","29,87","18,44","10,60","1550,89","2,50","3,09","308,00","598,00"
seq5,no_checks,,,,,,,,,,,,,,,,,,,,,,
seq5,no_checks,INITIAL,,,"0,00","0,00","0,00",,,,,,,"2,02","31,26","36,81","23,65",,,,,,
seq5,no_checks,1 / 12,,,"0,05","0,00","0,63",,,,,,,"2,02","19,61","24,54","8,08",,,,,,
seq5,no_checks,2 / 12,,,"0,06","0,00","0,57",,,,,,,"2,02","19,61","24,54","8,08",,,,,,
seq5,no_checks,FINAL,,,"0,06","0,00","0,57",,,,,,,"2,02","19,61","24,54","8,08","37,27","971,35","2,50","2,80","154,00","306,00"
